event,start_value,end_value,diff,description
OSReadChars,269220536514,799819061715,530598525201,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,10669301760,10669301760,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,10656944695,10656949343,4648,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,182504,549766,367262,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,535707,825464,289757,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,4820,12120,7300,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,11283,11283,0,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,8666,9036,370,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,2,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,551,632,81,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,724,2164,1440,Count queries with all subqueries
Query,307,888,581,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,2006,6066,4060,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,2026,6086,4060,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,697356,1814317,1116961,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,772174913,2210992772,1438817859,Total time of all queries.
RWLockAcquiredReadLocks,1198,2402,1204,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,3,5,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,130683,224550,93867,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,269260730998,799799904126,530539173128,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,259101335197,769364882786,510263547589,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,47689525745,138966049085,91276523340,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RowsReadByMainReader,18726744915,53518655075,34791910160,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,17275982976,52067893136,34791910160,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,11766,23769,12003,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,716,2156,1440,Count SELECT queries with all subqueries
SelectQuery,291,872,581,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,743462598,2182280457,1438817859,Total time of SELECT queries.
SelectedBytes,837936438994,2502669383701,1664732944707,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,2121984,6395424,4273440,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,2121984,6395424,4273440,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,2016,6076,4060,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2016,6076,4060,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2016,6076,4060,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,17362569896,52154481334,34791911438,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,92,92,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,14348,39030,24682,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,55,103,48,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,13587,25482,11895,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,85148619,251709263,166560644,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,203502418,515047565,311545147,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,349366726,1028857383,679490657,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,2144590,6469486,4324896,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,263024958967,793338118562,530313159595,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,200070697,505426011,305355314,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,5383098211,16088056917,10704958706,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,4491725,12874944,8383219,Time spent loading marks
WriteBufferFromFileDescriptorWrite,13985,13985,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,10656940216,10656940216,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
