event,start_value,end_value,diff,description
MarkCacheHits,0,117442,117442,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,6,197,191,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatedWithoutCheck,6235,67734138,67727903,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,616435742,19900488682794,19899872247052,Amount of bytes that has been allocated without checking for memory constraints.
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,4723,4723,0,Total time spent for memory allocator purge
MemoryWorkerRun,707,25332,24625,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,730802,43252704,42521902,Total time spent by MemoryWorker for background work
Merge,1,24,23,Number of launched background merges.
MergeExecuteMilliseconds,340,17321,16981,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,266,15399,15133,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,267,15417,15150,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,355827,17936940,17581113,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,13726,305379,291653,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,74,1922,1848,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,75,1940,1865,Total time spent for projection stage of background merges
MergeSourceParts,6,153,147,Number of source parts scheduled for merges.
MergeTotalMilliseconds,342,17360,17018,Total time spent for background merges
MergeTreeDataWriterBlocks,3,128,125,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,3,128,125,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,644684,27721014,27076330,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,31,1302,1271,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,7,476,469,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,380999,16002026,15621027,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeVerticalStageTotalMilliseconds,0,3,3,Total time spent for vertical stage of background merges
MergedColumns,1538,36912,35374,Number of columns merged during the horizontal stage of merges.
MergedIntoCompactParts,1,24,23,Number of parts merged into Compact format.
MergedRows,1474,115180,113706,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,1700684,130076700,128376016,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,625,7565,6940,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1183,30056,28873,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,293,1902,1609,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1701,14337,12636,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,6,153,147,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,8762,80088,71326,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,14,79415,79401,Total time spent while merging sorted columns
NetworkReceiveBytes,249,230902,230653,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,12,7367,7355,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,265031,265031,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,31082,31082,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,401449,70026395926,70025994477,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,228,2140967078,2140966850,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,0,9547776,9547776,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,656642,1995200940190,1995200283548,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,2629632,116363264,113733632,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,2472795,110436636,107963841,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,117006,117006,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,100,85914,85814,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,749,1567,818,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,1717084,3231405,1514321,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,10,9,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,209,1465,1256,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,552,551,Count queries with all subqueries
Query,1,225,224,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,877,877,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,907,907,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,1977,399883,397906,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,14922904558,14922904558,Total time of all queries.
RWLockAcquiredReadLocks,322,2613,2291,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,3,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,22787,499635,476848,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,65351209,1986921427553,1986856076344,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1373086,1947214923273,1947213550187,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,645921,106082461508,106081815587,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,159,159,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,1474,133808567326,133808565852,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,133808452146,133808452146,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,707,25332,24625,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,552,551,Count SELECT queries with all subqueries
SelectQuery,1,225,224,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,14922904558,14922904558,Total time of SELECT queries.
SelectedBytes,380999,6386819450447,6386819069448,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,16365747,16365747,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,16365747,16365747,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,892,892,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,892,892,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,892,892,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,31,133808453987,133808453956,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,1758,1758,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,2510,73271,70761,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,1,36942,36941,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,2306,42897,40591,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,9704,31300324,31290620,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,3781,2487923686,2487919905,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,45045,616374078,616329033,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,72,33948409,33948337,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,55,15859260,15859205,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254306,1985585901507,1985585647201,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,274,716838077,716837803,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,356409,69412466313,69412109904,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,7776,1328569,1320793,Time spent loading marks
WriteBufferFromFileDescriptorWrite,521,19731,19210,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,2472843,110434524,107961681,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
