event,value,description
FunctionExecute,5480893,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,44413,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,125,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,358,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,450,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,44939,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,136499187,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,13613,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,228355,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,387574,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,60353516,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,922,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,395101,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,286286,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,18825,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,4087833,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,17006,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,16896,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,1697844,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,751335,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,17593,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,13444573321,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,3779109,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1409,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,57343,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1641277576,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,10381675841,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,24840087404,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,422,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,68896,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1046218,Total time spent executing query plan optimizations.
SelectedParts,524,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,524,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,524,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,2866377,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,2866377,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,23014979182,Number of rows SELECTed from all tables.
SelectedBytes,822687054693,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,23014969770,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,38576046410,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,31,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14480,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,860,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,1538192,Time spent loading marks
LoadedMarksFiles,125,Number of mark files loaded.
LoadedMarksCount,852736,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3798648,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,5551,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,14190,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,134,Time spent resetting task for Common executor.
ContextLock,190622,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,50097,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1773,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,12494,Total time spent holding data parts lock in MergeTree tables
PartsLocks,350,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,7762,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,28,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,49849,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,14591142739,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,3918963983,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,204644014,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,44324807,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,689627373,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,4123476446,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,311386326191,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,9832,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,2439267,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,311306437786,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,115514344,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,117680559,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
AggregationPreallocatedElementsInHashTables,233943422,How many elements were preallocated in hash tables for aggregation.
AggregationHashTablesInitializedAsTwoLevel,1178,How many hash tables were inited as two-level for aggregation.
HashJoinPreallocatedElementsInHashTables,396047104,How many elements were preallocated in hash tables for hash join.
ServerStartupMilliseconds,90,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16440,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1774,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3818,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,348,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1340,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,160,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1191921,Cumulative time spend in logging
InterfaceHTTPSendBytes,60353516,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,387574,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,1193,Number of created server HTTP connections
HTTPServerConnectionsReused,49,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,52,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,1180,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1177,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,3234,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,513672311,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,979565535,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,19945,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,19945,Total number of CPU preemption resumed
ConcurrencyControlUpscales,3234,Total number of CPU upscaling events
ConcurrencyControlDownscales,3234,Total number of CPU downscaling events
MemoryWorkerRun,58424,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3589870,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,943288,Number of rows that passed the filter in the query
FilterTransformPassedBytes,278513334,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
