event,start_value,end_value,diff,description
ConcurrencyControlWaitMicroseconds,513672311,513672311,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,190622,291898,101276,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,50097,245182,195085,Context lock wait time in microseconds
CreatedReadBufferOrdinary,44939,69545,24606,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,136499187,704163339,567664152,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,402803,402803,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2021,2116,95,Number of files opened.
FilterTransformPassedBytes,278513334,292791974,14278640,Number of bytes that passed the filter in the query
FilterTransformPassedRows,943288,943705,417,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,860,1603,743,Time spent filtering parts by PK.
FunctionExecute,5480893,10825367,5344474,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,922,1879,957,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,4087833,12583130,8495297,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,18825,23423,4598,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,286286,701272,414986,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,242,242,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,395101,8868865,8473764,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1193,1650,457,Number of created server HTTP connections
HTTPServerConnectionsExpired,1180,1622,442,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,52,86,34,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,1177,1615,438,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,49,79,30,Number of reused server HTTP connections
HashJoinPreallocatedElementsInHashTables,396047104,396047104,0,How many elements were preallocated in hash tables for hash join.
IOBufferAllocBytes,17203228427,25358216060,8154987633,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,108903,165408,56505,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1231,1702,471,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,387574,549764,162190,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,60353516,61747400,1393884,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1641277576,1641277656,80,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,68896,624148,555252,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,10381675841,22213662821,11831986980,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,422,613,191,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,24840087404,72168035324,47327947920,Total number of rows in the result of a JOIN operation.
LoadedDataParts,31,31,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14480,14480,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,852736,852736,0,Number of marks loaded (total across columns).
LoadedMarksFiles,125,125,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3798648,3798648,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,13444573321,135625427174,122180853853,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,17006,21133,4127,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3779109,12295939,8516830,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,17593,21947,4354,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,751335,994918,243583,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,16896,21085,4189,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,1697844,11284620,9586776,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,0,2,2,Number of log messages with level Error
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1191921,1259198,67277,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,44413,69019,24606,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,125,125,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,58424,61569,3145,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3589870,4108118,518248,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1340,1356,16,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1774,1798,24,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,348,351,3,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3818,3855,37,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16440,16571,131,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,5551,12394,6843,Total time spent while merging sorted columns
NetworkReceiveBytes,387574,549764,162190,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,13613,30440,16827,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,60353516,61747400,1393884,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,228355,334202,105847,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,4123476446,12257838559,8134362113,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,689627373,24701717898,24012090525,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,311386326191,623665898734,312279572543,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,9832,13608,3776,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,43020,67536,24516,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,29661,210637,180976,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1899,1989,90,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12494,12500,6,Total time spent holding data parts lock in MergeTree tables
PartsLocks,350,353,3,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1279,1804,525,Count queries with all subqueries
Query,1231,1702,471,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,358,630,272,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,450,722,272,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,1046218,1805779,759561,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,559254234,2598013838,2038759604,Total time of all queries.
RWLockAcquiredReadLocks,1773,2287,514,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,2,2,0,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,432030,459424,27394,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,312302623212,624323709386,312021086174,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,306111295322,616449180949,310337885627,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,14591142739,140789887081,126198744342,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,117,117,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,23014969770,43842540634,20827570864,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,38576046410,59403600890,20827554480,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,104,104,0,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,58424,61569,3145,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1279,1804,525,Count SELECT queries with all subqueries
SelectQuery,1231,1702,471,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,559254234,2598013838,2038759604,Total time of SELECT queries.
SelectedBytes,822687054693,1835131293385,1012444238692,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,2866377,5361603,2495226,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,2866377,5361603,2495226,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,524,796,272,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,524,796,272,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,524,796,272,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,23014979182,43842557079,20827577897,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,90,90,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,7762,11261,3499,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,28,46,18,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,49849,52555,2706,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,44324807,76174154,31849347,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,117680559,687954851,570274292,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,204644014,444853393,240209379,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,2439267,4951175,2511908,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,311306437786,623257049234,311950611448,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,115514344,675524082,560009738,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,3918963983,11813402228,7894438245,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,1538192,2328098,789906,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
