timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
58646.99,14,253952,62,252993,16667194538,6,43878702,1283,9,9,4655,1680,2,630,1548111,28,99433,20,11,127104958,1262,1,4,446,315213703,6,1260854812,19,23,26,14,86,630,106786770,147114,5388977952,630,214,3,1,14,14,846,3,5385011328,5259096153,150758066,319776408,319776408,1,3,1,16628373248,73389,73389,14,14,14,319776412,4,3,260310,1586176,2046929,44795,5385011328,1548111,104744246,1059
60651.73,14,253952,62,263442,17355684464,6,45540806,1335,9,9,4655,1724,2,639,1611232,28,103504,20,11,128603235,1280,1,4,446,328224934,6,1312835340,19,23,26,14,86,639,111130520,147491,5617324159,639,222,3,1,14,14,846,3,5612925649,5476703229,156762160,332972388,332972388,1,3,1,17314564208,73389,73389,14,14,14,332972392,4,3,263557,1650917,2107731,46655,5612925649,1611232,109027365,1083
62656.20,14,253952,62,273942,18048880184,6,47204850,1382,9,9,4655,1807,2,639,1675464,28,107624,20,11,128615301,1280,1,4,446,341227627,6,1364845896,19,23,26,14,86,639,115443139,147906,5851565457,639,222,3,1,14,14,846,3,5847131226,5696251277,162738247,346192500,346192500,1,3,1,18002010032,73389,73389,14,14,14,346192504,4,3,266219,1716758,2183633,48630,5847131226,1675464,113264254,1083
64674.79,14,253952,62,287746,18958884366,6,48943384,1469,12,12,4655,1887,2,639,1824980,28,113041,22,11,128916951,1280,1,4,446,358411872,6,1433647488,21,26,26,14,110,639,123676708,988039,6159151444,639,222,3,1,14,14,846,3,6155599342,5984440524,173528292,363604757,363621141,1,3,1,18907447396,73389,73389,14,14,14,363604761,4,3,277178,1869374,2383754,51174,6155599342,1824980,121298011,1083
66690.08,14,253952,62,301982,19896608866,6,51362303,1578,12,12,4655,1989,3,639,1993960,28,118614,22,11,129230667,1280,1,4,446,376051176,6,1504204704,21,26,26,14,110,639,132522489,1970301,6472862955,639,222,3,1,14,14,846,3,6468767934,6281597315,185694637,381512852,381512852,1,3,1,19838668336,73389,73389,14,14,14,381512856,4,3,285442,2041749,2584723,53788,6468767934,1993960,129943133,1083
68702.36,18,253952,62,316520,20853196156,6,53725976,1689,12,12,4655,2082,4,639,2166791,28,124292,22,11,129230667,1280,1,4,446,394085156,6,1576276092,21,26,26,14,110,639,141379019,2877588,6801160919,639,222,3,1,14,14,846,3,6796349166,6584452388,197902540,399804256,399804256,1,3,1,20789821344,73389,73389,14,14,14,399804260,4,3,289924,2218030,2767594,56507,6796349166,2166791,138617107,1083
70713.78,20,253952,62,331094,21814555942,6,56014700,1802,12,12,4655,2170,5,639,2327510,28,130008,22,11,129230667,1280,1,4,446,412231545,6,1648861624,21,26,26,14,110,639,150189781,3923285,7128602146,639,222,3,1,14,14,846,3,7123556447,6888982043,210033131,418176692,418176692,1,3,1,21745188016,73389,73389,14,14,14,418176696,4,3,293965,2382073,2961145,59212,7123556447,2327510,147234636,1083
72729.22,20,253952,62,345711,22777865024,6,57985794,1904,13,13,4655,2265,7,639,2489390,28,135730,23,11,129230667,1280,1,4,446,430350881,6,1721403524,22,27,26,14,1600,639,159029909,5098766,7457670902,639,222,3,1,14,14,846,3,7451571982,7193949193,222021493,436588373,436604757,1,3,1,22702595428,73389,73389,14,14,14,436588377,4,3,299904,2547329,3138103,61937,7451571982,2489390,155898132,1083
74741.78,21,253952,62,360322,23739827676,7,61524793,2017,13,13,4655,2358,7,639,2659123,28,141433,23,11,129230667,1280,1,4,446,448445655,6,1793782620,22,27,26,14,1600,639,167843863,6158551,7786305305,639,222,3,1,14,14,846,3,7780815632,7499078401,235409892,454940995,454940995,1,3,1,23656079804,73389,73389,14,14,14,454924615,4,3,305021,2720436,3311199,64672,7780815632,2659123,164539306,1083
76756.61,22,253952,62,375137,24716124952,8,65184607,2121,14,14,4655,2454,9,639,2821628,28,147213,23,11,129230667,1280,1,4,446,466823430,6,1867229104,22,28,26,14,1600,639,176706564,6993864,8122033466,639,222,3,1,14,14,846,3,8115317899,7808678646,248754577,473582052,473582052,1,3,1,24626266736,73389,73389,14,14,14,473582056,4,3,313124,2886296,3515059,67444,8115317899,2821628,173198449,1083
78771.37,23,253952,62,389989,25694078022,8,67846353,2228,15,15,4655,2552,16,729,2988596,28,153013,23,11,144162230,1460,1,4,446,485175364,6,1940572264,22,29,26,14,1600,729,185527632,7802837,8465277787,729,322,3,1,14,14,846,3,8459055380,8119216850,261011966,492208884,492208884,1,3,1,25594862000,73389,73389,14,14,14,492208888,4,3,320401,3056663,3728465,70314,8459055380,2988596,181806397,1416
80785.52,24,253952,62,404643,26659687602,9,71206577,2317,16,16,4655,2640,16,846,3151800,28,158728,23,11,165265337,1694,1,4,446,503302406,6,2013080564,22,30,26,14,1600,846,194353016,8815598,8805743160,846,453,3,1,14,14,846,3,8799303671,8425980231,274048722,510579605,510595989,1,3,1,26550139492,73389,73389,14,14,14,510579609,4,3,331799,3223247,3936107,73129,8799303671,3151800,190424470,1854
82796.76,24,253952,62,419399,27633071468,10,74774718,2420,16,16,4655,2734,17,855,3314890,28,164480,23,11,169027305,1712,1,4,446,521563109,6,2086058624,22,30,26,14,1600,855,203183214,9624572,9151734582,855,467,3,1,14,14,846,3,9144631412,8735178294,287335160,529115881,529115881,1,3,1,27514025844,73389,73389,14,14,14,529115885,4,3,338070,3389763,4141588,75986,9144631412,3314890,199049490,1892
84803.06,26,253952,62,434072,28598831900,10,77186305,2528,16,16,4655,2823,18,873,3474963,28,170177,23,11,173593494,1748,1,4,446,539613367,6,2158388872,22,30,26,14,1600,873,211997704,10492651,9495385205,873,485,3,1,14,14,846,3,9488371725,9042854072,299418195,547454278,547470662,1,3,1,28467622488,73389,73389,14,14,14,547454282,4,3,346862,3553137,4346715,78817,9488371725,3474963,207659163,1970
86810.57,26,253952,62,448715,29562384084,10,79379063,2640,16,16,4655,2919,19,1305,3643628,28,175881,23,11,245460698,2612,1,4,446,557699678,6,2230669436,22,30,26,14,1600,1305,220808235,11569056,9842748443,1305,981,3,1,14,14,846,3,9834751983,9349275680,311445307,565802138,565802138,1,3,1,29421711208,73389,73389,14,14,14,565802142,4,3,362735,3725047,4572335,81707,9834751983,3643628,216244385,3585
88820.13,34,253952,62,463375,30527341476,10,81434195,2742,16,16,4655,3011,22,1827,3812462,28,181550,23,11,335228006,3656,1,4,446,575590616,6,2302168584,22,30,26,14,1600,1827,229578838,12621776,10192779975,1827,1512,3,1,14,14,846,3,10185249473,9656936493,323321834,584079503,584095887,1,3,1,30372134188,73389,73389,14,14,14,584079507,4,3,371028,3897183,4777238,84604,10185249473,3812462,224810398,5587
