timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
34958.11,253952,62,206012,13573093070,24,34017531,309,28,28,4901,147,675,1075779,25,53803,42,50,144800504,1352,1,0,41,42,15,14,151,675,0,0,0,41449258,226654,4020752231,0,675,227,2,1,14,14,322,1,4019817424,3971424449,313873064,308126113,308142497,1,2,1,13557548972,73389,73389,14,14,14,308126113,4,3,543020,1100510,2095623,30691,4019817424,1075779,39355382,1546
36964.03,253952,62,223945,14754721006,24,36901911,377,28,28,4901,150,675,1201281,25,58859,42,50,145331408,1352,1,0,41,42,15,14,151,675,0,0,0,45887001,263187,4365529331,0,675,227,2,1,14,14,322,1,4364667856,4316874823,322000087,334976825,334993209,1,2,1,14738980300,73389,73389,14,14,14,334976825,4,3,543749,1228683,2230196,33322,4364667856,1201281,43658743,1546
38970.93,253952,62,241911,15938511630,24,39828910,445,28,28,4901,153,675,1326697,25,63923,42,50,145596860,1352,1,0,41,42,15,14,151,675,0,0,0,50303693,293904,4710957907,0,675,227,2,1,14,14,322,1,4710566864,4662895437,330058823,361893073,361893073,1,2,1,15922574316,73389,73389,14,14,14,361876689,4,3,549098,1356649,2402493,35961,4710566864,1326697,47903328,1546
40976.42,253952,62,259728,17112537390,24,42820350,522,28,28,4901,156,675,1453182,25,68948,42,50,146127764,1352,1,0,41,42,15,14,151,675,0,0,0,54735701,330867,5054416448,0,675,227,2,1,14,14,322,1,5053844432,5006227204,338136549,388563561,388579945,1,2,1,17096796684,73389,73389,14,14,14,388563561,4,3,552055,1485778,2543039,38580,5053844432,1453182,52194976,1546
42981.91,253952,62,277449,18280271694,25,45761888,574,29,29,4901,159,675,1567157,25,73946,42,50,146658668,1352,1,0,41,43,15,14,151,675,0,0,0,58951624,331889,5396301551,0,675,227,2,1,14,14,322,1,5395155920,5347420506,345864612,415102977,415119361,1,2,1,18264530988,73389,73389,14,14,14,415102977,4,3,553940,1602253,2684299,41184,5395155920,1567157,56269826,1546
44986.95,253952,62,296361,19525898842,25,47661283,610,31,31,4901,162,675,1687963,25,79268,42,50,146924120,1352,1,0,41,45,15,14,151,675,0,0,0,63396981,355898,5758905259,0,675,227,2,1,14,14,322,1,5758229323,5711654547,353660502,443409706,443426090,1,2,1,19510027064,73389,73389,14,14,14,443409706,4,3,563341,1725649,2867244,43958,5758229323,1687963,60532425,1546
46992.17,253952,62,315477,20785128018,29,54692117,664,34,34,4901,167,675,1802679,25,84758,42,50,147720476,1352,1,0,41,48,15,14,151,675,0,0,0,67895554,371004,6124549147,0,675,227,2,1,14,14,322,1,6125655401,6079652745,368233641,472041956,472058340,1,2,1,20769846064,73389,73389,14,14,14,472041956,4,3,582310,1842874,3052214,46768,6125655401,1802679,64846216,1546
48997.11,253952,62,334615,22045843820,30,58151334,728,34,34,4901,171,675,1914269,25,90174,42,50,148251380,1352,1,0,41,48,15,14,151,675,0,0,0,72264618,371226,6494078173,0,675,227,2,1,14,14,322,1,6493384714,6448066720,377084904,500706974,500706974,1,2,1,22031106856,73389,73389,14,14,14,500706974,4,3,583893,1957075,3190392,49580,6493384714,1914269,69077293,1546
51001.83,253952,62,354743,23372385084,30,58315305,735,35,35,4901,174,675,2033133,25,95893,42,50,149047736,1352,1,0,41,49,15,14,151,675,0,0,0,76905863,371344,6881944984,0,675,227,2,1,14,14,322,1,6880833546,6835859567,385094012,530842234,530858618,1,2,1,23357058296,73389,73389,14,14,14,530842234,4,3,595657,2078528,3360501,52536,6880833546,2033133,73548625,1546
53006.28,253952,62,373417,24602414664,31,62075042,795,35,35,4901,178,675,2138717,25,101203,42,50,149844092,1352,1,0,41,49,15,14,151,675,0,0,0,81227904,371552,7240736152,0,675,227,2,1,14,14,322,1,7239310147,7195378156,395963458,558796707,558813091,1,2,1,24587055108,73389,73389,14,14,14,558796707,4,3,620564,2186537,3548837,55277,7239310147,2138717,77682518,1546
55011.22,253952,62,391427,25787945300,31,64997828,851,35,35,4901,184,675,2241549,25,106435,42,50,150640448,1352,1,0,41,49,15,14,151,675,0,0,0,85424110,371778,7586041939,0,675,227,2,1,14,14,322,1,7583905519,7541845707,403778211,585759948,585759948,1,2,1,25773437712,73389,73389,14,14,14,585759948,4,3,647653,2291690,3751834,57924,7583905519,2241549,81675908,1546
56196.85,253952,62,400982,26415782060,31,66337733,875,36,36,4901,191,675,2296159,25,109422,49,50,158511825,1359,1,1034,48,57,15,41,189,675,416,1034,121,87983991,381416,7767550039,8,675,227,2,1,14,14,322,1,7763869224,7725268584,450205391,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,4,3,676256,2347576,3918782,59330,7763869224,2296159,84068952,1546
