timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
46113.92,1,253952,62,94521,6225737548,1,16495686,638,4,4,4952,667,2,585,610260,0,7,37172,12,68,114698314,1172,1,4,454,117776677,6,470977432,11,18,44,7,164,585,44504018,143765,1999191262,585,343,0,3,1,14,14,957,3,1997706501,1963199682,61112457,119524405,119524405,1,3,1,6215269092,73389,73389,14,14,14,119524409,7,3,167105,625395,951895,16630,1997706501,610260,43554054,1452
48119.39,1,253952,62,104571,6888561250,1,18098793,700,4,4,4952,721,2,585,667202,0,7,41127,12,68,117256306,1172,1,4,454,130333614,6,521334456,11,18,44,7,164,585,48911994,143816,2203152212,585,343,0,3,1,14,14,957,3,2201212339,2172073972,67087518,132243090,132243090,1,3,1,6876640712,73389,73389,14,14,14,132243094,7,3,173498,683815,1019687,18291,2201212339,667202,47894425,1452
50124.41,1,253952,62,114647,7554162762,1,19667585,756,4,4,4952,803,2,585,728035,0,7,45125,12,68,118414642,1172,1,4,454,142962700,6,571850800,11,18,44,7,164,585,53335853,143940,2420589991,585,343,0,3,1,14,14,957,3,2419247006,2381964103,73114505,145035059,145035059,1,3,1,7541823100,73389,73389,14,14,14,145035063,7,3,183958,746168,1104568,20132,2419247006,728035,52233600,1452
52129.77,1,253952,62,124669,8214343034,1,21312745,803,4,4,4952,847,2,594,784586,0,7,49036,12,68,119913524,1190,1,4,454,155441499,6,621701400,11,18,44,7,164,594,57656482,144064,2628898525,594,351,0,3,1,14,14,957,3,2627739719,2590163452,79077657,157708910,157708910,1,3,1,8200863352,73389,73389,14,14,14,157708914,7,3,193722,804181,1179442,21822,2627739719,784586,56479547,1477
54135.03,1,253952,62,134699,8875144122,1,23122390,847,4,4,4952,926,2,594,842869,0,7,52999,12,68,120227240,1190,1,4,454,167952436,6,671745044,11,18,44,7,164,594,61914400,144166,2848185257,594,351,0,3,1,14,14,957,3,2846220401,2798568691,85114458,170382761,170399145,1,3,1,8859903604,73389,73389,14,14,14,170382765,7,3,203901,863906,1256319,23658,2846220401,842869,60660771,1477
56139.40,1,253952,62,144664,9531021740,1,24782096,877,4,4,4952,967,2,603,897833,0,7,56883,12,68,121726401,1208,1,4,454,180331451,6,721261196,11,18,44,7,164,603,66123489,144260,3051230444,603,358,0,3,1,14,14,957,3,3050026895,3005141143,90864343,183003586,183003586,1,3,1,9515334536,73389,73389,14,14,14,182987206,7,3,213914,920245,1310199,25308,3050026895,897833,64816156,1497
58143.75,1,253952,62,155582,10250356644,3,28298354,939,6,6,4952,1057,2,612,963644,2,7,61196,14,68,123168068,1226,1,4,454,193931865,6,775727460,13,20,44,7,192,612,70931570,156769,3288078616,610,364,2,3,1,14,14,957,3,3285634925,3232382015,99348343,196781198,196781198,1,3,1,10232622328,73389,73389,14,14,14,196781202,7,3,222240,987705,1401637,27295,3285634925,963644,69533009,1520
60148.47,6,253952,62,166106,10941927738,3,29948625,991,6,6,4952,1131,2,612,1023807,2,7,65320,14,68,123168068,1226,1,4,454,207004165,6,828016660,13,20,44,7,192,612,75268424,156931,3518165566,610,364,2,3,1,14,14,957,3,3516602111,3450830906,105324311,210039284,210039284,1,3,1,10922042800,73389,73389,14,14,14,210039288,7,3,227009,1049319,1487493,29221,3516602111,1023807,73784177,1520
62152.70,7,253952,62,176654,11637191638,3,31640379,1049,6,6,4952,1183,2,621,1080472,4,7,69448,14,68,124634209,1244,1,4,454,220155916,6,880623664,13,20,44,7,192,621,79633842,157235,3738805405,617,369,4,3,1,14,14,957,3,3735619576,3670216356,111389780,223362018,223378402,1,3,1,11614824968,73389,73389,14,14,14,223362022,7,3,231231,1107404,1560250,31012,3735619576,1080472,78077004,1542
64162.47,9,253952,62,189380,12475220752,3,33474844,1125,10,10,4952,1278,2,630,1191260,4,7,74462,16,68,126364946,1262,1,4,454,235999204,6,943996816,15,24,44,7,208,630,86724640,877072,4013540187,626,381,4,3,1,14,14,957,3,4011258506,3934838600,121014405,239447615,239447615,1,3,1,12451276012,73389,73389,14,14,14,239447619,7,3,242280,1220717,1703467,33329,4011258506,1191260,85024835,1576
66175.80,9,253952,62,203591,13412549650,4,36913440,1243,10,10,4952,1352,2,639,1331807,4,7,80004,16,68,127863389,1280,1,4,454,253678203,6,1014518908,15,24,44,7,208,639,95557550,1871138,4314686979,635,391,4,3,1,14,14,957,3,4311729984,4230668409,134257209,257412610,257428994,1,3,1,13385455752,73389,73389,14,14,14,257412614,7,3,250635,1364373,1876792,35794,4311729984,1331807,93684737,1610
68194.11,12,253952,62,217696,14342831530,4,39188661,1353,11,11,4952,1451,11,684,1467723,13,7,85566,16,68,135626518,1370,1,4,454,271235181,6,1084876016,15,25,44,7,208,684,104370228,3140675,4617725791,671,445,13,3,1,14,14,957,3,4614457616,4524268253,146610340,275252566,275252566,1,3,1,14312281496,73389,73389,14,14,14,275236186,7,3,261877,1503353,2090514,38320,4614457616,1467723,102284010,1786
70205.47,14,253952,62,231994,15283931500,6,43627797,1473,12,12,4952,1541,11,693,1601015,13,7,91171,16,68,137752338,1388,1,4,454,289044980,6,1156050912,15,26,44,7,208,693,113245265,3998535,4925349541,680,455,13,3,1,14,14,957,3,4921386513,4821261050,160726490,293298210,293298210,1,3,1,15251506952,73389,73389,14,14,14,293298214,7,3,269888,1639743,2263463,40857,4921386513,1601015,110986403,1820
72221.20,17,253952,62,246823,16261029050,7,46671571,1580,13,13,4952,1635,12,693,1746396,13,7,97003,16,68,138066054,1388,1,4,454,307551185,6,1230140260,15,27,44,7,208,693,122057504,4967838,5244007610,680,455,13,3,1,14,14,957,3,5239860287,5129612894,173521655,312037571,312037571,1,3,1,16225953724,73389,73389,14,14,14,312037575,7,3,275880,1788314,2441994,43499,5239860287,1746396,119620431,1820
74234.40,34,253952,62,261804,17246436318,7,49269960,1687,13,13,4952,1737,12,747,1891225,22,7,102852,16,68,147485150,1496,1,4,454,326029939,6,1304119756,15,27,44,7,208,747,130885653,5831392,5573967201,725,522,22,3,1,14,14,957,3,5569749961,5441556572,185771791,330859296,330859296,1,3,1,17203831456,73389,73389,14,14,14,330842916,7,3,297227,1936358,2627004,46252,5569749961,1891225,128263895,2031
76247.15,35,253952,62,276424,18211733096,7,51615647,1801,15,15,4952,1826,13,792,2038856,22,7,108597,17,68,155328825,1586,1,4,454,344252243,6,1376944340,16,29,45,7,221,792,139726607,7049587,5896697539,770,579,22,3,1,14,14,957,3,5891668010,5747142247,198097655,349309964,349326348,1,3,1,18164118160,73389,73389,14,14,14,349309968,7,3,313246,2087188,2829781,48917,5891668010,2038856,136902406,2212
78254.55,37,253952,62,291225,19185809740,9,56887753,1907,15,15,4952,1922,14,810,2185650,22,7,114383,17,68,158953265,1622,1,4,454,362586495,6,1450281232,16,29,45,7,221,810,148559860,8116474,6225026856,788,597,22,3,1,14,14,957,3,6219551775,6055813152,213289016,367920856,367937240,1,3,1,19131884544,73389,73389,14,14,14,367920860,7,3,318756,2237181,3004537,51640,6219551775,2185650,145560229,2286
80266.00,40,253952,62,306050,20162508990,10,60339469,2014,16,16,4952,2013,16,810,2326720,22,7,120177,17,68,159882347,1622,1,4,454,380985313,6,1523876752,16,30,45,7,221,810,157369283,9012941,6551194067,788,597,22,3,1,14,14,957,3,6545942365,6364789713,226402403,386613224,386613224,1,3,1,20103887680,73389,73389,14,14,14,386613228,7,3,325658,2387500,3208888,54339,6545942365,2326720,154166610,2286
82274.86,41,253952,62,320617,21123784070,10,62182773,2121,16,16,4952,2111,16,810,2471277,22,7,125893,17,68,159894413,1622,1,4,454,399093926,6,1596246636,16,30,45,7,221,810,166183302,10344060,6877305195,788,597,22,3,1,14,14,957,3,6871461599,6668712136,238362046,404983501,405032653,1,3,1,21059142084,73389,73389,14,14,14,404983505,7,3,330801,2535288,3377500,57034,6871461599,2471277,162812356,2286
84282.95,43,253952,62,335369,22096519680,10,65322722,2216,17,17,4952,2204,16,810,2613466,22,7,131690,17,68,159918545,1622,1,4,454,417484968,6,1669810364,16,31,45,7,221,810,174970522,11652666,7205945211,788,597,22,3,1,14,14,957,3,7200561777,6976702319,251646722,423603856,423603856,1,3,1,22027400544,73389,73389,14,14,14,423603860,7,3,345478,2680662,3565648,59761,7200561777,2613466,171411767,2286
86292.97,50,253952,62,350226,23074338736,11,69374026,2324,18,18,4952,2300,16,864,2763748,22,7,137491,17,68,169535680,1730,1,4,454,435890014,6,1743430940,16,32,45,7,221,864,183772444,12632047,7536687659,842,652,22,3,1,14,14,957,3,7530716069,7286650601,265442304,442272092,442272092,1,3,1,22998148816,73389,73389,14,14,14,442272096,7,3,352643,2834129,3740026,62494,7530716069,2763748,180039640,2493
88303.50,58,253952,62,365254,24064211122,12,73271625,2428,19,19,4952,2393,18,999,2907768,22,7,143347,17,68,192502631,2000,1,4,454,454427136,6,1817643924,16,33,45,7,221,999,192573210,13525430,7875542520,977,787,22,3,1,14,14,957,3,7869616840,7600985672,278997250,461105439,461138207,1,3,1,23977482860,73389,73389,14,14,14,461105443,7,3,365492,2981473,3941964,65310,7869616840,2907768,188638790,3016
90310.30,59,253952,62,380491,25067034460,12,77339107,2539,19,19,4952,2494,18,1134,3057243,22,7,149285,17,68,215906002,2270,1,4,454,473237561,6,1892885572,16,33,45,7,221,1134,201429770,14631170,8226957528,1112,940,22,3,1,14,14,957,3,8220104757,7918777991,292984517,480250526,480266910,1,3,1,24973027384,73389,73389,14,14,14,480250530,7,3,372873,3134326,4105587,68216,8220104757,3057243,197332063,3543
92321.45,62,253952,62,399036,26288549200,13,79740744,2642,21,21,4952,2608,19,1179,3240632,22,7,156509,17,68,225885458,2360,1,4,454,496178286,6,1984583824,16,35,45,7,221,1179,212097773,15286167,8662152559,1157,984,22,3,1,14,14,957,3,8655110114,8307625940,306668590,503482533,503482533,1,3,1,26181091748,73389,73389,14,14,14,503482537,7,3,383447,3321838,4355488,71828,8655110114,3240632,207750535,3719
94329.24,71,253952,62,423985,27933076410,13,82155158,2780,22,22,4952,2763,23,1449,3482873,22,7,166240,18,68,273860614,2900,1,4,454,527007762,6,2107901588,17,36,45,7,239,1449,226309903,16236642,9246474343,1427,1229,22,3,1,14,14,957,3,9238759343,8830613890,324230823,534786646,534786646,1,3,1,27808053656,73389,73389,14,14,14,534770266,7,3,418275,3569462,4693996,76674,9238759343,3482873,221624644,4770
96341.89,78,253952,62,451214,29725507648,13,84475890,2925,23,23,4952,2939,23,1584,3715894,22,7,176847,19,68,298318005,3170,1,4,454,560651036,6,2242604144,18,37,45,7,733,1584,241586934,17229373,9884046249,1562,1353,22,3,1,14,14,957,3,9876315976,9400525689,342792984,568909695,568909695,1,3,1,29582452204,73389,73389,14,14,14,568893315,7,3,430490,3808185,5005700,81955,9876315976,3715894,236590516,5294
