timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
41386.72,7,253952,62,94403,6217744054,1,16128871,566,4,4,5532,638,0,594,579102,0,37,37099,19,25,116731002,1190,1,4,381,117616914,5,470467656,18,18,14,99,594,42461564,200460,2003489052,594,314,0,3,1,14,14,829,3,2002678952,1961323462,58664226,119329956,119329956,1,3,1,6205157744,73389,73389,14,14,14,119329960,5,3,123446,593861,834556,16632,2002678952,579102,41628783,1335
43391.98,7,253952,62,103846,6839255022,1,17981812,594,4,4,5532,719,0,594,635816,0,37,40825,19,25,117479094,1190,1,4,381,129375412,5,517501648,18,18,14,99,594,46654268,200872,2202425912,594,314,0,3,1,14,14,829,3,2201028353,2157364906,64723850,131256620,131256620,1,3,1,6825344272,73389,73389,14,14,14,131256624,5,3,124500,651976,898437,18310,2201028353,635816,45757790,1335
45398.06,7,253952,62,113890,7503676398,1,19429385,659,4,4,5532,763,0,594,696454,0,37,44775,19,25,120483528,1190,1,4,381,141964977,5,567859908,18,18,14,99,594,51220159,201795,2411230245,594,314,0,3,1,14,14,829,3,2409766339,2366727656,70812030,144025728,144025728,1,3,1,7489337888,73389,73389,14,14,14,144025732,5,3,135946,714219,988379,20002,2409766339,696454,50233937,1335
47402.90,7,253952,62,123846,8159314106,1,21007407,720,4,4,5532,847,0,594,758830,0,37,48709,19,25,120483528,1190,1,4,381,154366019,5,617464076,18,18,14,99,594,55666768,201967,2623969895,594,314,0,3,1,14,14,829,3,2622053289,2573308892,76836263,156619818,156619818,1,3,1,8144230568,73389,73389,14,14,14,156619822,5,3,154488,778108,1077274,21797,2622053289,758830,54591846,1335
49408.25,8,253952,62,133929,8823540338,1,22593716,775,4,4,5532,891,0,594,817701,0,37,52654,19,25,120483528,1190,1,4,381,166942375,5,667769500,18,18,14,99,594,60081125,202051,2830441108,594,314,0,3,1,14,14,829,3,2829119394,2782476574,82835569,169391973,169391973,1,3,1,8807530660,73389,73389,14,14,14,169375593,5,3,156971,838442,1159144,23480,2829119394,817701,58924526,1335
51413.84,8,253952,62,143976,9485178020,1,24241073,827,4,4,5532,977,0,603,877210,0,37,56616,19,25,121982689,1208,1,4,381,179431318,5,717725272,18,18,14,99,603,64429373,202142,3049824865,603,323,0,3,1,14,14,829,3,3047795163,2991498405,88830491,182076175,182076175,1,3,1,9467961132,73389,73389,14,14,14,182076179,5,3,159507,899434,1223965,25326,3047795163,877210,63208149,1359
53418.89,8,253952,62,154013,10146051748,1,25988994,868,4,4,5532,1034,0,603,932295,0,37,60557,19,25,121982689,1208,1,4,381,191977353,5,767909412,18,18,14,99,603,68716935,202228,3259611889,603,323,0,3,1,14,14,829,3,3257033161,3199898343,94864636,194768569,194768569,1,3,1,10127965620,73389,73389,14,14,14,194768573,5,3,162215,955978,1278977,27060,3257033161,932295,67440870,1359
55424.68,8,253952,62,164076,10807748594,1,27779956,906,4,4,5532,1102,0,603,988529,0,37,64500,19,25,121982689,1208,1,4,381,204465620,5,817862480,18,18,14,99,603,72968538,202491,3473809233,603,323,0,3,1,14,14,829,3,3471180283,3408892002,100906976,207451056,207451056,1,3,1,10787454944,73389,73389,14,14,14,207451060,5,3,164360,1013699,1353072,28834,3471180283,988529,71618557,1359
57429.21,8,253952,62,174780,11513662094,2,30191351,954,5,5,5532,1187,0,603,1053652,0,37,68713,20,25,121982689,1208,1,4,381,217794616,5,871113884,19,19,14,109,603,77685357,202699,3709363064,603,323,0,3,1,14,14,829,3,3707210613,3631517800,108034094,220986782,220986782,1,3,1,11491312696,73389,73389,14,14,14,220986786,5,3,167986,1080526,1423960,30822,3707210613,1053652,76264680,1359
59433.55,8,253952,62,185282,12206663104,2,31819652,1008,5,5,5532,1236,0,603,1110213,0,37,72846,20,25,122006821,1208,1,4,381,230944618,5,923778472,19,19,14,109,603,82066102,202769,3923867515,603,323,0,3,1,14,14,829,3,3921940192,3849572004,114041994,234307357,234323741,1,3,1,12183130628,73389,73389,14,14,14,234290977,5,3,169105,1138608,1495652,32563,3921940192,1110213,80573902,1359
61437.95,8,253952,62,195712,12894281892,2,33446397,1055,5,5,5532,1322,0,603,1166707,0,37,76962,20,25,122296405,1208,1,4,381,243951550,5,975741564,19,19,14,109,603,86411303,202863,4147777870,603,323,0,3,1,14,14,829,3,4144390337,4066913968,120011912,247492986,247492986,1,3,1,12869635304,73389,73389,14,14,14,247492990,5,3,170689,1196623,1556565,34448,4144390337,1166707,84857387,1359
63450.69,8,253952,62,206999,13638089164,2,35129822,1115,8,8,5532,1375,0,612,1246977,0,37,81368,22,25,123737558,1226,1,4,381,257969963,5,1031815148,21,22,14,129,612,91894678,441531,4390475681,612,332,0,3,1,14,14,829,3,4388034564,4301630420,127398777,261768151,261768151,1,3,1,13611943884,73389,73389,14,14,14,261768155,5,3,183601,1278844,1671768,36423,4388034564,1246977,90226731,1379
65462.83,14,253952,62,220566,14532018344,3,38422988,1219,9,9,5532,1475,0,612,1398512,0,37,86680,23,25,123737558,1226,1,4,381,274771511,5,1099086044,22,23,14,141,612,100751249,1312221,4706278007,612,332,0,3,1,14,14,829,3,4702391195,4585383631,140427919,278791510,278807894,1,3,1,14497158552,73389,73389,14,14,14,278791514,5,3,189948,1433740,1858419,39062,4702391195,1398512,98896958,1379
67475.17,15,253952,62,234048,15420256304,3,40998233,1331,9,9,5532,1550,0,612,1532596,0,37,91952,23,25,123737558,1226,1,4,381,291556191,5,1166160000,22,23,14,141,612,109565344,2097970,4998143017,612,332,0,3,1,14,14,829,3,4995005928,4866300581,152600392,295798485,295798485,1,3,1,15381521252,73389,73389,14,14,14,295798489,5,3,197257,1570968,2013144,41468,4995005928,1532596,107556623,1379
69488.46,16,253952,62,247491,16306252076,3,43188282,1446,10,10,5532,1638,0,612,1672774,0,37,97235,23,25,123737558,1226,1,4,381,308289600,5,1233093720,22,24,14,141,612,118400584,3175941,5297688369,612,332,0,3,1,14,14,829,3,5293207949,5146722938,164709638,312754149,312754149,1,3,1,16263215780,73389,73389,14,14,14,312754153,5,3,204930,1714246,2183379,43944,5293207949,1672774,116221939,1379
71500.04,25,253952,62,260994,17195600840,3,47268538,1560,10,10,5532,1725,0,612,1810898,0,37,102529,23,25,123737558,1226,1,4,381,325074911,5,1300234900,22,24,14,141,612,127231309,4188925,5590812571,612,332,0,3,1,14,14,829,3,5587142000,5427774199,178645139,329779667,329779667,1,3,1,17148542716,73389,73389,14,14,14,329779671,5,3,210012,1855481,2368903,46385,5587142000,1810898,124867443,1379
73513.89,29,253952,62,274398,18079728470,4,50775462,1678,10,10,5532,1812,0,612,1950581,0,37,107792,23,25,123737558,1226,1,4,381,341739751,5,1366959004,22,24,14,141,612,136024030,5028062,5881752570,612,332,0,3,1,14,14,829,3,5877336084,5706892990,191747787,346714629,346731013,1,3,1,18029160740,73389,73389,14,14,14,346714633,5,3,216427,1998239,2535578,48789,5877336084,1950581,133493790,1379
75524.76,31,253952,62,287880,18967387262,4,53108177,1789,10,10,5532,1896,13,612,2087900,0,37,113058,23,25,124051274,1226,1,4,381,358478809,5,1433850608,22,24,14,141,612,144885827,6004730,6176594556,612,332,0,3,1,14,14,829,3,6171758693,5987349102,203873820,363709538,363758690,1,3,1,18912896008,73389,73389,14,14,14,363709542,5,3,230992,2138682,2720286,51230,6171758693,2087900,142171165,1379
77537.40,32,253952,62,301210,19846291182,4,55389191,1912,11,11,5532,1978,13,612,2227254,0,37,118284,23,25,124051274,1226,1,4,381,375081016,5,1500324064,22,25,14,141,612,153683156,7013146,6468303812,612,332,0,3,1,14,14,829,3,6463707352,6265221844,215800972,380548355,380581123,1,3,1,19788514492,73389,73389,14,14,14,380548359,5,3,243358,2281076,2928041,53645,6463707352,2227254,150761038,1379
79549.76,32,253952,62,314767,20738901372,4,59377895,2018,11,11,5532,2065,13,612,2378234,0,37,123604,23,25,124051274,1226,1,4,381,391948639,5,1567729880,22,25,14,141,612,162514630,8337447,6769386485,612,332,0,3,1,14,14,829,3,6764238508,6547757339,229168099,397625184,397657952,1,3,1,20676509600,73389,73389,14,14,14,397625188,5,3,276694,2435193,3172590,56136,6764238508,2378234,159348270,1379
81561.25,34,253952,62,328219,21624895734,5,62981502,2136,11,11,5532,2157,13,621,2509396,0,37,128883,23,25,125550179,1244,1,4,381,408671181,5,1634555360,22,25,14,141,621,171345465,9350191,7071446089,621,339,0,3,1,14,14,829,3,7065725997,6828426274,243490950,414568782,414585166,1,3,1,21557576696,73389,73389,14,14,14,414568786,5,3,281387,2569426,3344235,58651,7065725997,2509396,168007767,1415
83574.92,34,253952,62,342495,22566017084,5,65352809,2244,11,11,5532,2246,13,801,2653605,0,37,134472,23,25,156805504,1604,1,4,381,426376737,5,1705506948,22,25,14,141,801,180162247,10445951,7389354099,801,534,0,3,1,14,14,829,3,7383594469,7126583826,255759250,432558353,432558353,1,3,1,22493034388,73389,73389,14,14,14,432558357,5,3,294628,2716738,3544964,61273,7383594469,2653605,176624131,2084
85587.13,34,253952,62,356813,23508463972,5,67446454,2343,11,11,5532,2336,13,837,2796239,0,37,140057,23,25,164624486,1676,1,4,381,444070704,5,1776282816,22,25,14,141,837,188972478,11551130,7712802818,837,578,0,3,1,14,14,829,3,7706740136,7425596799,267744380,450519918,450552686,1,3,1,23427035768,73389,73389,14,14,14,450519922,5,3,300301,2862611,3725647,63945,7706871208,2796281,185253986,2241
87601.47,34,253952,62,371060,24448188364,5,69812091,2449,12,12,5532,2430,13,837,2969465,0,37,145638,23,25,165891416,1676,1,4,381,461766101,5,1846999668,22,26,14,141,837,197804542,12694575,8036656982,837,578,0,3,1,14,14,829,3,8029512128,7723411377,280030683,468484913,468484913,1,3,1,24361215508,73389,73389,14,14,14,468484917,5,3,308982,3039071,3912573,66617,8029512128,2969465,193899436,2241
89611.76,34,253952,62,385107,25373755814,6,73123809,2563,12,12,5532,2518,14,837,3116114,0,37,151122,23,25,166808432,1676,1,4,381,479194739,5,1916658192,22,26,14,141,837,206645755,13685409,8356302259,837,578,0,3,1,14,14,829,3,8348714052,8017088319,293163577,486145089,486145089,1,3,1,25279544660,73389,73389,14,14,14,486145093,5,3,316678,3188978,4103192,69248,8348714052,3116114,202550333,2241
91624.36,36,253952,62,400481,26386096480,6,76316194,2674,13,13,5532,2615,16,837,3285359,0,37,157100,23,25,167447930,1676,1,4,381,498158270,5,1992439112,22,27,14,141,837,216290079,14714163,8711172766,837,578,0,3,1,14,14,829,3,8703651210,8338875631,307026299,505413056,505413056,1,3,1,26281478944,73389,73389,14,14,14,505413060,5,3,322124,3361919,4294937,72180,8703651210,3285359,212003239,2241
93631.82,39,253952,62,421000,27738998346,6,78221637,2797,14,14,5532,2744,16,837,3494727,0,37,165136,24,25,168389078,1676,1,4,381,523674527,5,2094504304,23,28,14,362,837,229350291,15514718,9176025372,837,578,0,3,1,14,14,829,3,9168872652,8767317803,322731387,531276410,531292794,1,3,1,27625521384,73389,73389,14,14,14,531260030,5,3,334329,3576072,4554587,76027,9168872652,3494727,224804238,2241
95638.76,41,253952,62,444756,29302250672,6,80188417,2937,16,16,5532,2895,16,1233,3747626,18,37,174361,26,25,233876431,2468,1,4,381,552899028,5,2211402464,25,30,14,399,1233,244601802,16529748,9738281218,1215,1073,18,3,1,14,14,829,3,9729601760,9265224532,341022672,560966502,560982886,1,3,1,29170258136,73389,73389,14,14,14,560966506,5,3,365026,3834734,4921266,80686,9729601760,3747626,239689554,4439
97651.38,49,253952,62,470772,31014279962,7,83067118,3100,17,17,5532,3061,17,2196,4034710,27,37,184458,26,25,400097841,4394,1,4,381,584814394,5,2339128540,25,31,14,399,2196,261122149,17396806,10364862792,2169,2041,27,3,1,14,14,829,3,10357356281,9811716825,361263978,593417495,593433879,1,3,1,30856857804,73389,73389,14,14,14,593401115,5,3,386156,4127873,5333197,85866,10357356281,4034710,255798493,8334
