timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
22135.45,253952,62,223466,14723329262,0,45,0,1,60,60,7,150,4,675,909152,126,63,58727,75,329,145331408,1352,1,0,74,74,54,14,548,675,0,0,0,44160651,47771,4305114392,0,549,288,126,2,1,14,14,313,0,1,4355492816,4307715143,108234009,334272313,334272313,1,2,1,0,14707260876,73389,73389,14,14,14,334255929,4,3,391238,933069,2409758,33252,4355492816,909152,41752907,2826
24139.62,253952,62,241360,15902135842,0,45,0,1,60,60,7,153,4,675,991111,126,63,63773,75,329,145596860,1352,1,0,74,74,54,14,548,675,0,0,0,48060850,47991,4649732960,0,549,288,126,2,1,14,14,313,0,1,4700081104,4652251258,114249024,361067840,361067840,1,2,1,0,15886984960,73389,73389,14,14,14,361067840,4,3,393018,1016903,2505767,35881,4700081104,991111,45557264,2826
26144.57,253952,62,259087,17070263362,0,45,0,1,60,60,7,156,4,675,1083184,126,63,68771,75,329,146127764,1352,1,0,74,74,54,14,548,675,0,0,0,52385089,48042,4991598681,0,549,288,126,2,1,14,14,313,0,1,5041392592,4993828236,130918453,387607256,387607256,1,2,1,0,17054719264,73389,73389,14,14,14,387607256,4,3,403323,1111114,2627819,38485,5041392592,1083184,49759624,2826
28149.90,253952,62,275827,18173441398,0,45,0,1,60,60,7,159,4,675,1174525,126,63,73502,75,329,146658668,1352,1,0,74,74,54,14,548,675,0,0,0,56725263,51029,5313411068,0,549,288,126,2,1,14,14,313,0,1,5363567568,5316236735,139620189,412682463,412682463,1,2,1,0,18158028372,73389,73389,14,14,14,412682463,4,3,406230,1204750,2739449,40943,5363567568,1174525,53988324,2826
30156.68,253952,62,292425,19266380566,0,45,0,1,60,60,7,162,4,675,1281878,126,63,78194,75,329,146924120,1352,1,0,74,74,54,14,548,675,0,0,0,61256562,160078,5633268174,0,549,288,126,2,1,14,14,313,0,1,5682338635,5635786159,152721145,437508036,437524420,1,2,1,0,19250353584,73389,73389,14,14,14,437508036,4,3,420463,1314546,2917343,43379,5682338635,1281878,58341896,2826
32162.77,253952,62,309507,20392213234,0,45,0,1,60,60,7,165,4,675,1390149,126,63,82988,75,329,147455024,1352,1,0,74,74,54,14,548,675,0,0,0,65819722,362807,5964399354,0,549,288,126,2,1,14,14,313,0,1,6011329355,5964807531,193804534,463113564,463113564,1,2,1,0,20376996816,73389,73389,14,14,14,463113564,4,3,441325,1425388,3107199,45889,6011329355,1390149,62715384,2826
34170.25,253952,62,325916,21472974650,0,45,0,1,60,60,7,168,4,675,1504026,126,63,87660,75,329,147985928,1352,1,0,74,74,54,14,548,675,0,0,0,70382341,542528,6280616671,0,549,288,126,2,1,14,14,313,0,1,6326719849,6280671691,205073018,487683026,487683026,1,2,1,0,21458053144,73389,73389,14,14,14,487683026,4,3,452928,1541771,3265489,48302,6326719849,1504026,67119890,2826
36175.61,253952,62,341848,22522520228,0,45,0,1,60,60,7,172,4,675,1605696,126,63,92266,75,329,148782284,1352,1,0,74,74,54,14,548,675,0,0,0,74813338,685121,6585467311,0,549,288,126,2,1,14,14,313,0,1,6632583178,6587420020,216454388,511539784,511539784,1,2,1,0,22507750496,73389,73389,14,14,14,511539784,4,3,463872,1645903,3421423,50642,6632583178,1605696,71395120,2826
38182.34,253952,62,358512,23620717528,0,45,0,1,60,60,7,174,4,675,1710105,126,63,96919,75,329,149047736,1352,1,0,74,74,54,14,548,675,0,0,0,79231772,763405,6906762718,0,549,288,126,2,1,14,14,313,0,1,6953840650,6908514043,226281569,536492111,536492111,1,2,1,0,23604931988,73389,73389,14,14,14,536475727,4,3,474108,1752854,3582205,53093,6953840650,1710105,75652944,2826
40189.29,253952,62,374507,24674379808,0,45,0,1,60,60,7,178,4,675,1811494,126,63,101500,75,329,149844092,1352,1,0,74,74,54,14,548,675,0,0,0,83626693,855453,7214156725,0,549,288,126,2,1,14,14,313,0,1,7260543811,7216394837,236174329,560447173,560447173,1,2,1,0,24659675612,73389,73389,14,14,14,560447173,4,3,481017,1856759,3722547,55439,7260543811,1811494,79907695,2826
42194.86,253952,62,390616,25734788988,0,45,0,1,60,60,7,183,4,675,1905289,126,63,106165,75,329,150640448,1352,1,0,74,74,54,14,548,675,0,0,0,87805772,870108,7522611405,0,549,288,126,2,1,14,14,313,0,1,7568713607,7526306699,245715875,584551850,584551850,1,2,1,0,25720281400,73389,73389,14,14,14,584551850,4,3,489652,1952974,3850600,57804,7568713607,1905289,83958879,2826
43668.54,253952,62,400982,26415782060,2,4484,2,3,60,60,7,194,4,675,1961865,126,63,109422,82,329,158511825,1359,1,1031,81,81,54,74,579,675,370,1031,86,91343588,1002364,7767611131,8,549,288,126,2,1,14,14,313,43567558,1,7763869224,7725268584,2699906354,600037902,600037902,1,2,1,43567558,26401667688,73389,73389,14,14,14,600037902,4,3,544162,2011101,4043913,59330,7763869224,1961865,87303506,2826
