event,start_value,end_value,diff,description
InterfaceNativeReceiveBytes,0,657,657,Number of bytes received through native interfaces
InterfaceNativeSendBytes,0,140563,140563,Number of bytes sent through native interfaces
JoinBuildTableRowCount,0,208,208,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,241437,241437,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,17003504971,17003504971,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,980,980,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,68013028388,68013028388,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2351053,2351053,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807301,807301,Number of marks loaded (total across columns).
LoadedMarksFiles,0,22,22,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3652160,3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,7027401,77004701530,76997674129,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,118,2465,2347,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3822,160513378,160509556,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,165,4933824,4933659,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,61,140672296,140672235,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,63,1549,1486,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5494,1704320,1698826,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,0,4,4,Number of log messages with level Error
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6773682,8287755,1514073,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,62249,62249,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,22,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,6945,6945,0,Total time spent for memory allocator purge
MemoryWorkerRun,402,7292,6890,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,86976,29785859,29698883,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,284,563,279,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,263,1557,1294,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,209,413,204,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,657,3802,3145,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,3108,20550,17442,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,42138,42138,Total time spent while merging sorted columns
NetworkReceiveBytes,249,119245,118996,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,9,93185908,93185899,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,198563,198563,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,14939,14939,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,20774017271,20774017271,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,6046288053,6046288053,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,623533542395,623533542395,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,376,376,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,62225,62225,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,13,196107,196094,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,141,209,68,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,2346062,2346505,443,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,4,4,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,130,350,220,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,269,268,Count queries with all subqueries
Query,1,111,110,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,203,203,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,221,221,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,43,358485,358442,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,5776079705,5776079705,Total time of all queries.
RWLockAcquiredReadLocks,234,651,417,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,2,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,6242,124704,118462,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,18864534,621019533002,621000668468,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,490111,611337945124,611337455013,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,115355084366,115355084366,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,458,458,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,42684839604,42684839604,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,42685222469,42685222469,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,306,306,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,402,7292,6890,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,269,268,Count SELECT queries with all subqueries
SelectQuery,1,111,110,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,5776079705,5776079705,Total time of SELECT queries.
SelectedBytes,0,2016232551352,2016232551352,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,7779234,7779234,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,7779234,7779234,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,212,212,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,212,212,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,212,212,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,42684786023,42684786023,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,2374,2374,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,495,20410,19915,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,276,276,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,1284,10942,9658,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,29582610,29582610,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,1953,3937102793,3937100840,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,825546193,825546193,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,68,25178188,25178120,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,54,4929198,4929144,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254820,620635220087,620634965267,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,136,651172968,651172832,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,0,19947916453,19947916453,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,2761802,2761802,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
