timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
225957.36,14,253952,62,183534,12090996348,12,26117838,0,1007,19,19,1495,1232,1,594,1491122,0,50,72199,21,1396,119855639,1190,1,1081,0,4,10820,228903560,8,915484824,20,33,49,8,4227,594,1081,6,0,0,99365418,1850443,3854684797,0,594,563,0,3,1,14,14,11469,3,3852093074,3810845624,127172266,232253768,232253768,1,3,1,12076344000,73389,73389,14,14,14,232237388,10,3,195099,1526328,2077151,31999,3852093074,1491122,97291849,2042
227963.88,14,253952,62,202795,13360717900,14,30010558,0,1096,20,20,1495,1356,1,594,1607054,0,50,79788,21,1396,120483071,1190,1,1081,0,4,10820,252970315,8,1011816680,20,34,49,8,4227,594,1081,6,0,0,107874962,1853477,4255404337,0,594,563,0,3,1,14,14,11469,3,4252844624,4210485631,139573928,256646880,256679648,1,3,1,13345637792,73389,73389,14,14,14,256646884,10,3,209457,1645166,2235162,35326,4252844624,1607054,105643740,2042
229968.58,15,253952,62,219025,14431305130,18,34555043,0,1168,21,21,1495,1458,1,594,1713860,0,50,86184,21,1396,120483071,1190,1,1081,0,4,10820,273228442,8,1092849188,20,35,49,8,4227,594,1081,6,0,0,115785682,1916506,4596301916,0,594,563,0,3,1,14,14,11469,3,4592657256,4547937651,152086230,277243222,277243222,1,3,1,14416647576,73389,73389,14,14,14,277243226,10,3,217946,1754651,2370057,38141,4592657256,1713860,113419870,2042
231980.35,17,253952,62,235709,15530004728,18,35280883,0,1260,24,24,1495,1572,1,594,1845521,0,50,92754,21,1396,120483071,1190,1,1081,0,4,10820,294079141,8,1176122484,20,38,49,8,4227,594,1081,6,0,0,124704038,2087053,4947430687,0,594,563,0,3,1,14,14,11469,3,4943202592,4893914877,161885975,298358263,298358263,1,3,1,15514629708,73389,73389,14,14,14,298358267,10,3,239225,1889475,2563932,41054,4943202592,1845521,122144677,2042
233989.67,18,253952,62,255201,16814672040,18,36870075,0,1379,25,25,1495,1696,7,603,2009139,2,50,100427,21,1396,121924738,1208,1,1081,0,4,10820,318401084,8,1273475304,20,39,49,8,4227,603,1081,6,0,0,136303194,2252224,5353570699,0,601,574,2,3,1,14,14,11469,3,5349482836,5298984329,175213553,323023870,323023870,1,3,1,16797241272,73389,73389,14,14,14,323023874,10,3,256072,2056909,2796702,44418,5349482836,2009139,133511459,2073
236000.82,19,253952,62,275906,18178508738,18,38132362,0,1525,25,25,1495,1830,7,603,2191218,2,50,108582,21,1396,121924738,1208,1,1081,0,4,10820,344246254,8,1376985016,20,39,49,8,4227,603,1081,6,0,0,148856342,2555725,5787381445,0,601,574,2,3,1,14,14,11469,3,5783125221,5728670079,189293116,349239924,349256308,1,3,1,18160476080,73389,73389,14,14,14,349239928,10,3,263240,2243199,3039378,48019,5783125221,2191218,145822335,2073
238006.34,20,253952,62,292657,19282612792,22,43473050,0,1600,26,26,1495,1935,8,612,2301046,2,50,115103,21,1396,123423763,1226,1,1081,0,4,10820,364984448,8,1459873084,20,40,49,8,4227,612,1081,6,0,0,156903205,2634705,6140603705,0,610,580,2,3,1,14,14,11469,3,6136347168,6076416322,202721774,370438600,370454984,1,3,1,19262807232,73389,73389,14,14,14,370438604,10,3,273775,2355787,3169327,50949,6136347168,2301046,153739547,2099
240013.25,20,253952,62,309094,20364421496,22,45429607,0,1676,28,28,1495,2040,8,630,2400534,4,50,121598,21,1396,126677931,1262,1,1081,0,4,10820,385521759,8,1542022184,20,42,49,8,4227,630,1081,6,0,0,164382958,2638988,6489119856,0,626,590,4,3,1,14,14,11469,3,6484022752,6417704419,212158204,391219928,391219928,1,3,1,20343436288,73389,73389,14,14,14,391219932,10,3,285291,2457771,3309194,53836,6484022752,2400534,161079745,2149
242022.50,21,253952,62,327684,21590078480,23,47290789,0,1803,29,29,1495,2165,8,639,2569455,4,50,128911,21,1396,128490715,1280,1,1081,0,4,10820,408706888,8,1634763056,20,43,49,8,4227,639,1081,6,0,0,174951527,2907624,6884814794,0,635,601,4,3,1,14,14,11469,3,6878807564,6804174623,224834492,414750721,414750721,1,3,1,21567037524,73389,73389,14,14,14,414750725,10,3,292511,2631499,3528554,57120,6878807564,2569455,171429333,2183
244027.60,21,253952,62,340117,22408767370,26,51206993,0,1883,29,29,1495,2242,9,657,2644040,4,50,133753,21,1396,131517558,1316,1,1081,0,4,10820,424097574,8,1696390296,20,43,49,8,4227,657,1081,6,0,0,180274269,2908343,7150670536,0,653,609,4,3,1,14,14,11469,3,7145373920,7062556568,234071763,430424559,430457327,1,3,1,22382077100,73389,73389,14,14,14,430424563,10,3,302868,2708004,3636695,59328,7145373920,2644040,176644157,2233
246041.65,22,253952,62,352164,23201219748,27,53171224,0,1954,31,31,1495,2322,9,675,2722397,4,50,138475,21,1396,134458210,1352,1,1081,0,4,10820,439083310,8,1756333240,20,45,49,8,4227,675,1081,6,0,0,185724724,2909156,7418132978,0,671,622,4,3,1,14,14,11469,3,7412718354,7313614322,241487289,445594811,445594811,1,3,1,23170930204,73389,73389,14,14,14,445594815,10,3,320340,2788413,3758899,61566,7412718354,2722397,181972621,2283
248048.35,23,253952,62,366400,24139059458,27,54759367,0,2030,32,32,1495,2412,9,693,2848679,4,50,144087,21,1396,137467061,1388,1,1081,0,4,10820,456847987,8,1827391948,20,46,49,8,4227,693,1081,6,0,0,193847289,3163964,7731067637,0,689,640,4,3,1,14,14,11469,3,7724478252,7610144515,251380475,463547740,463547740,1,3,1,24104482512,73389,73389,14,14,14,463547744,10,3,341534,2917576,3947237,64154,7724478252,2848679,189907133,2350
250055.70,23,253952,62,381610,25141586020,27,56051768,0,2136,32,32,1495,2506,10,756,2986195,6,50,150071,21,1396,148830801,1514,1,1081,0,4,10820,475792080,8,1903103668,20,46,49,8,4227,756,1081,6,0,0,202492032,3338654,8063608826,0,750,712,6,3,1,14,14,11469,3,8056980423,7927346757,261542595,482729025,482729025,1,3,1,25101057364,73389,73389,14,14,14,482712645,10,3,343139,3058181,4084902,66912,8056980423,2986195,198414525,2556
252065.52,23,253952,62,398124,26228891112,27,57540838,0,2250,33,33,1495,2607,10,774,3136499,6,50,156509,21,1396,152109002,1550,1,1081,0,4,10820,496258314,8,1984839188,20,47,49,8,4227,774,1081,6,0,0,211836168,3564970,8436210219,0,768,730,6,3,1,14,14,11469,3,8429781183,8272068687,272072041,503469393,503469393,1,3,1,26180408468,73389,73389,14,14,14,503469397,10,3,347543,3212026,4260987,69997,8429781183,3136499,207582898,2626
254071.04,24,253952,62,414800,27327457854,27,60073621,0,2356,33,33,1495,2717,10,855,3292394,6,50,163018,21,1396,166566289,1712,1,1081,0,4,10820,516868094,8,2067472376,20,47,49,8,4227,855,1081,6,0,0,221062474,3723106,8821717155,0,849,800,6,3,1,14,14,11469,3,8813914651,8620973535,284165972,524404840,524404840,1,3,1,27269051712,73389,73389,14,14,14,524404844,10,3,354053,3371493,4436732,73189,8813914651,3292394,216633783,2897
256076.39,24,253952,62,427102,28137733638,30,64175996,0,2418,34,34,1495,2792,10,1008,3366762,6,50,167785,21,1396,193821004,2018,1,1081,0,4,10820,532042285,8,2127910792,20,48,49,8,4227,1008,1081,6,0,0,226132177,3723637,9117971226,0,1002,891,6,3,1,14,14,11469,3,9109965134,8879463311,293629891,539779448,539779448,1,3,1,28068531328,73389,73389,14,14,14,539779452,10,3,363014,3447812,4538677,75641,9109965134,3366762,221601747,3264
258082.69,24,253952,62,443544,29220480182,30,65354574,0,2529,36,36,1495,2897,10,1386,3521846,6,50,174209,21,1396,258251790,2774,1,1081,0,4,10820,552285047,8,2209075644,20,50,49,8,4227,1386,1081,6,0,0,235473976,3927245,9508313982,0,1380,1205,6,3,1,14,14,11469,3,9500506722,9224409950,304336304,560343466,560359850,1,3,1,29137860264,73389,73389,14,14,14,560343470,10,3,371664,3606274,4762708,78873,9500506722,3521846,230719843,4562
260089.41,26,253952,62,460230,30320071010,30,68180921,0,2643,36,36,1495,2998,10,1386,3682753,6,50,180673,21,1396,260797716,2774,1,1081,0,4,10820,572840650,8,2291169192,20,50,49,8,4227,1386,1081,6,0,0,244921483,4780527,9912351844,0,1380,1205,6,3,1,14,14,11469,3,9904218101,9575326412,316806461,581208429,581208429,1,3,1,30221986372,73389,73389,14,14,14,581192049,10,3,375862,3770889,4955748,82189,9904218101,3682753,239974633,4562
261993.52,29,253952,62,475243,31308754590,31,70328597,1,2740,43,43,1495,3127,10,1386,3835219,6,50,186584,30,1396,270056683,2781,1,1081,1228,4,10820,591599349,8,2366397396,29,64,49,22,4263,1386,1081,6,1228,124,253761047,5127103,10266814772,8,1380,1205,6,3,1,14,14,11469,3,10257711211,9889310295,384421222,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,381667,3926707,5136526,85090,10257711211,3835219,248633746,4562
