timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
283774.57,2,253952,62,202776,13359956766,45,77604875,0,560,48,48,6404,147,675,1492015,13,52919,42,24,144800504,1352,1,0,41,62,5,3142,675,0,0,0,51512240,8175390,3957456399,0,675,363,2,1,14,14,429,1,3957296080,3909118753,149222148,303285085,303285085,1,2,1,13344543740,73389,73389,14,14,14,303285085,10,3,610789,1524031,2922275,30214,3957296080,1492015,48591826,1911
285788.41,2,253952,62,216508,14264675254,46,80568521,0,600,50,50,6404,149,675,1615563,13,56777,42,24,145065956,1352,1,0,41,64,5,3142,675,0,0,0,55533304,8663397,4219352423,0,675,363,2,1,14,14,429,1,4221799376,4173661392,156990791,323849103,323865487,1,2,1,14249360532,73389,73389,14,14,14,323849103,10,3,626768,1649888,3098075,32232,4221799376,1615563,52437239,1911
287794.88,2,253952,62,230421,15181786662,47,83413156,0,638,53,53,6404,151,675,1737341,13,60684,42,24,145596860,1352,1,0,41,67,5,3142,675,0,0,0,59504262,9372176,4488581645,0,675,363,2,1,14,14,429,1,4489710544,4441716570,164455403,344679139,344695523,1,2,1,15165882116,73389,73389,14,14,14,344679139,10,3,654831,1773975,3279396,34276,4489710544,1737341,56227021,1911
289801.94,2,253952,62,244805,16129234622,49,88815098,0,696,54,54,6404,154,675,1866848,13,64769,42,24,145862312,1352,1,0,41,68,5,3142,675,0,0,0,63758907,9977678,4765808771,0,675,363,2,1,14,14,429,1,4766272464,4718662046,175673952,366218005,366234389,1,2,1,16113592220,73389,73389,14,14,14,366218005,10,3,673089,1905874,3436335,36386,4766272464,1866848,60324862,1911
291809.52,2,253952,62,258704,17045163074,50,93336717,0,737,55,55,6404,156,675,1997262,13,68669,42,24,146127764,1352,1,0,41,69,5,3142,675,0,0,0,67803878,10734626,5034118494,0,675,363,2,1,14,14,429,1,5034314704,4986525938,185435116,387033816,387050200,1,2,1,17029487904,73389,73389,14,14,14,387033816,10,3,690744,2038693,3623060,38431,5034314704,1997262,64183250,1911
293816.37,2,253952,62,272506,17954734534,51,98186559,0,783,55,55,6404,158,675,2126479,13,72542,42,24,146658668,1352,1,0,41,69,5,3142,675,0,0,0,71838314,11288289,5298896635,0,675,363,2,1,14,14,429,1,5299735504,5252310215,195105696,407710363,407710363,1,2,1,17938535076,73389,73389,14,14,14,407693979,10,3,707584,2170317,3811061,40456,5299735504,2126479,68029831,1911
295822.32,2,253952,62,286709,18889894494,51,101997741,0,835,56,56,6404,161,675,2261121,13,76580,42,24,146658668,1352,1,0,41,70,5,3142,675,0,0,0,76015444,11937052,5573138263,0,675,363,2,1,14,14,429,1,5572369227,5525653905,204318087,428970701,428970701,1,2,1,18873989948,73389,73389,14,14,14,428954317,10,3,725100,2307372,3997333,42540,5572369227,2261121,72020837,1911
297836.05,2,253952,62,300570,19803332578,52,105847844,0,889,56,56,6404,163,675,2403415,13,80475,42,24,147189572,1352,1,0,41,70,5,3142,675,0,0,0,80183480,12673964,5840104175,0,675,363,2,1,14,14,429,1,5839100747,5792728784,212993035,449729168,449729168,1,2,1,19788083392,73389,73389,14,14,14,449729168,10,3,742620,2452024,4176006,44575,5839100747,2403415,76010325,1911
299847.90,2,253952,62,314213,20701759610,52,108825833,0,934,57,57,6404,166,675,2536527,13,84359,42,24,147720476,1352,1,0,41,71,5,3142,675,0,0,0,84289148,13415734,6102403541,0,675,363,2,1,14,14,429,1,6101144937,6055281159,221375501,470153922,470170306,1,2,1,20686772568,73389,73389,14,14,14,470153922,10,3,764650,2587544,4360959,46581,6101144937,2536527,79931153,1911
301852.37,2,253952,62,324596,21385936226,55,113440175,0,973,57,57,6404,168,675,2600967,13,87297,42,24,147985928,1352,1,0,41,71,5,3142,675,0,0,0,86971537,13674889,6303166970,0,675,363,2,1,14,14,429,1,6300898665,6255233257,229682995,485704880,485704880,1,2,1,21371014720,73389,73389,14,14,14,485704880,10,3,779856,2653480,4463434,48105,6300898665,2600967,82511154,1911
303859.06,2,253952,62,335996,22136879940,56,115480971,0,1001,61,61,6404,171,675,2694481,13,90624,42,24,148516832,1352,1,0,41,75,5,3142,675,0,0,0,90344484,14330702,6519876978,0,675,363,2,1,14,14,429,1,6519861258,6474659816,236186525,502767040,502783424,1,2,1,22121749760,73389,73389,14,14,14,502767040,10,3,800835,2749062,4615271,49782,6519861258,2694481,85732368,1911
305872.10,2,253952,62,348691,22973372144,58,120882724,0,1043,62,62,6404,173,675,2821618,13,94188,42,24,148782284,1352,1,0,41,76,5,3142,675,0,0,0,94364479,15291562,6765490485,0,675,363,2,1,14,14,429,1,6764048394,6719230941,246694617,521784929,521784929,1,2,1,22958536876,73389,73389,14,14,14,521784929,10,3,805917,2878611,4757923,51645,6764048394,2821618,89609828,1911
307876.64,2,253952,62,359471,23683832004,60,124950518,0,1092,62,62,6404,175,675,2904981,13,97237,42,24,149047736,1352,1,0,41,76,5,3142,675,0,0,0,97544732,15581104,6974660443,0,675,363,2,1,14,14,429,1,6972190730,6926913807,254827952,537931744,537931744,1,2,1,23668996736,73389,73389,14,14,14,537931744,10,3,813117,2963805,4868081,53233,6972190730,2904981,92680038,1911
309885.70,2,253952,62,371593,24482346096,60,127235918,0,1125,64,64,6404,178,675,3016033,13,100669,42,24,149844092,1352,1,0,41,78,5,3142,675,0,0,0,100980785,15854689,7206376461,0,675,363,2,1,14,14,429,1,7204707139,7160285168,259957452,556081281,556081281,1,2,1,24467576364,73389,73389,14,14,14,556081281,10,3,816347,3076963,4993361,55013,7204707139,3016033,95990933,1911
311890.47,2,253952,62,381587,25140763756,63,131104971,0,1160,65,65,6404,179,675,3080095,13,103486,42,24,149844092,1352,1,0,41,79,5,3142,675,0,0,0,103431147,15977701,7399926590,0,675,363,2,1,14,14,429,1,7396858691,7352743445,267489132,571044574,571044574,1,2,1,25125961256,73389,73389,14,14,14,571044574,10,3,819606,3142418,5096694,56479,7396858691,3080095,98338056,1911
313901.30,2,253952,62,393709,25938294808,64,133723912,0,1193,69,69,6404,184,675,3189629,13,107062,42,24,150905900,1352,1,0,41,83,5,3142,675,0,0,0,106982421,16710100,7629509893,0,675,363,2,1,14,14,429,1,7627772229,7585754522,274314546,589169535,589185919,1,2,1,25923459540,73389,73389,14,14,14,589169535,10,3,837174,3254009,5266571,58259,7627772229,3189629,101719564,1911
315139.67,2,253952,62,400982,26415782060,68,136631062,3,1222,71,71,6404,191,675,3255202,13,109422,49,24,158511825,1359,1,1038,48,92,41,3185,675,682,1038,149,109507051,17433750,7767649984,8,675,363,2,1,14,14,429,1,7763869224,7725268584,343182295,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,848903,3320852,5365695,59330,7763869224,3255202,104145144,1911
