timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
496875.98,11,253952,62,115402,7602598150,5,19480547,723,9,9,3285,792,1,585,913381,19,45381,21,118414486,1172,1,0,4,823,143877832,6,575511328,20,23,14,275,585,0,0,60336722,3026589,2426892241,0,585,553,3,1,14,14,1350,3,2424690724,2396546854,82694900,146012510,146012510,1,3,1,7592650552,73389,73389,14,14,14,146012514,11,3,148007,938872,1316162,20163,2424690724,913381,59022916,1804
498888.23,13,253952,62,125053,8238488698,7,21743595,730,10,10,3285,851,3,585,972246,19,49194,21,118414486,1172,1,0,4,823,155952813,6,623811252,20,24,14,275,585,0,0,64497799,3029335,2625569497,0,585,553,3,1,14,14,1350,3,2623332465,2596662154,89148325,158243993,158276761,1,3,1,8228687668,73389,73389,14,14,14,158243997,11,3,160533,999429,1421119,21808,2623332465,972246,63079210,1804
500893.81,13,253952,62,134761,8877825214,8,23139228,773,10,10,3285,914,3,594,1035015,19,52987,21,119855639,1190,1,0,4,823,167973403,6,671893612,20,24,14,275,594,0,0,68764580,3030066,2827729416,0,594,556,3,1,14,14,1350,3,2825186942,2797859388,94810131,170534979,170551363,1,3,1,8867818940,73389,73389,14,14,14,170534983,11,3,164932,1063846,1501056,23478,2825186942,1035015,67266232,1824
502903.19,14,253952,62,146029,9620109784,8,24400716,818,12,12,3285,989,3,594,1126235,19,57456,21,119879771,1190,1,0,4,823,182145971,6,728454652,20,26,14,275,594,0,0,74659967,3185281,3064034334,0,594,556,3,1,14,14,1350,3,3061400642,3031665844,102082438,184812303,184812303,1,3,1,9610239788,73389,73389,14,14,14,184812307,11,3,180878,1157309,1636876,25434,3061400642,1126235,73026026,1824
504914.06,14,253952,62,158075,10414865480,8,25865371,895,12,12,3285,1068,3,594,1222672,19,62217,21,120169355,1190,1,0,4,823,197197469,6,788789876,20,26,14,275,594,0,0,81022315,3408083,3312087414,0,594,556,3,1,14,14,1350,3,3309338662,3281881769,110133529,200094640,200094640,1,3,1,10404921312,73389,73389,14,14,14,200094644,11,3,187343,1256127,1762726,27493,3309338662,1222672,79262784,1824
506924.95,16,253952,62,170298,11220605682,8,26969172,994,12,12,3285,1149,3,594,1326436,19,67026,21,120169355,1190,1,0,4,823,212478457,6,849849388,20,26,14,275,594,0,0,87667481,3727029,3565124933,0,594,556,3,1,14,14,1350,3,3562127643,3535416964,118162094,215577903,215594287,1,3,1,11210050988,73389,73389,14,14,14,215577907,11,3,193181,1362434,1918056,29594,3562127643,1326436,85752875,1824
508930.79,16,253952,62,182172,12002001768,8,28147348,1086,12,12,3285,1225,3,594,1416507,19,71667,21,120169355,1190,1,0,4,823,227287717,6,909150868,20,26,14,275,594,0,0,93809662,3904756,3812404109,0,594,556,3,1,14,14,1350,3,3810717933,3781575829,125615944,230613209,230613209,1,3,1,11991886900,73389,73389,14,14,14,230613213,11,3,202125,1454809,2039948,31660,3810717933,1416507,91773396,1824
510937.87,16,253952,62,191913,12644080140,10,30292789,1106,14,14,3285,1289,4,594,1473767,19,75539,21,120169355,1190,1,0,4,823,239441802,6,957767208,20,28,14,275,594,0,0,98242233,3927844,4014908001,0,594,556,3,1,14,14,1350,3,4012290628,3983783753,132252696,242957221,242957221,1,3,1,12633775524,73389,73389,14,14,14,242957225,11,3,215275,1513677,2124823,33328,4012290628,1473767,96121269,1824
512944.99,17,253952,62,204744,13489992012,10,32287994,1203,15,15,3285,1370,5,594,1576305,19,80585,21,120169355,1190,1,0,4,823,255480829,6,1021923316,20,29,14,275,594,0,0,105321030,4311216,4283158120,0,594,556,3,1,14,14,1350,3,4279856608,4249978829,141697156,259224757,259241141,1,3,1,13479687396,73389,73389,14,14,14,259224761,11,3,227771,1618822,2278666,35542,4279856608,1576305,103046489,1824
514960.20,19,253952,62,217343,14319746318,10,34177783,1298,15,15,3285,1449,6,594,1680787,19,85549,21,120483071,1190,1,0,4,823,271218641,6,1084809944,20,29,14,275,594,0,0,112406892,4707449,4546819273,0,594,556,3,1,14,14,1350,3,4543020564,4511537975,151052365,275171090,275171090,1,3,1,14308896712,73389,73389,14,14,14,275171094,11,3,234904,1725882,2407296,37723,4543020564,1680787,110003986,1824
516973.43,20,253952,62,230238,15168899280,11,36689929,1401,15,15,3285,1530,6,594,1789620,19,90616,21,120483071,1190,1,0,4,823,287296836,6,1149187344,20,29,14,275,594,0,0,119496816,5067112,4816573447,0,594,556,3,1,14,14,1350,3,4812636063,4779201204,160980806,291477871,291477871,1,3,1,15156849324,73389,73389,14,14,14,291477875,11,3,238959,1837398,2536354,39951,4812636063,1789620,116965127,1824
518983.17,22,253952,62,243359,16032609992,11,37389640,1504,16,16,3285,1618,6,594,1892644,19,95779,21,120483071,1190,1,0,4,823,303682919,6,1214602664,20,30,14,275,594,0,0,126628977,5373690,5088420601,0,594,556,3,1,14,14,1350,3,5083950694,5051131441,169062350,308098107,308098107,1,3,1,16020249628,73389,73389,14,14,14,308081727,11,3,258388,1943084,2696261,42201,5083950694,1892644,123936655,1824
520989.77,22,253952,62,257534,16966915964,11,39421083,1584,16,16,3285,1709,6,594,2008819,19,101359,21,120483071,1190,1,0,4,823,321351100,6,1285404400,20,30,14,275,594,0,0,134380339,5705590,5387304020,0,594,556,3,1,14,14,1350,3,5382415822,5345654463,179198244,326018268,326034652,1,3,1,16952949968,73389,73389,14,14,14,326018272,11,3,269182,2062154,2854217,44685,5382415822,2008819,131531352,1824
522995.01,24,253952,62,268484,17689856270,13,43010592,1632,16,16,3285,1779,9,603,2077185,19,105591,21,122295142,1208,1,0,4,823,334981976,6,1339806944,20,30,14,275,603,0,0,139327157,5733423,5617680140,0,603,563,3,1,14,14,1350,3,5612327964,5573441429,187757454,339924349,339924349,1,3,1,17676066180,73389,73389,14,14,14,339924353,11,3,288713,2132363,2963069,46583,5612327964,2077185,136369523,1848
525001.63,26,253952,62,281119,18523067634,13,44234300,1714,18,18,3285,1860,12,648,2177655,19,110652,21,130426561,1298,1,0,4,823,350782268,6,1403129072,20,32,14,275,648,0,0,146159727,5830798,5885495431,0,648,618,3,1,14,14,1350,3,5880677606,5836318445,195854572,355900847,355917231,1,3,1,18506844076,73389,73389,14,14,14,355900851,11,3,305999,2235340,3119834,48815,5880677606,2177655,143045580,2007
527008.90,26,253952,62,295087,19443216420,13,45921538,1777,18,18,3285,1952,12,675,2300735,19,116122,21,135551485,1352,1,0,4,823,368156399,6,1472496396,20,32,14,275,675,0,0,154250106,6047994,6186386991,0,675,647,3,1,14,14,1350,3,6181026170,6126913995,205882832,373538606,373538606,1,3,1,19424007544,73389,73389,14,14,14,373538610,11,3,312626,2361469,3278360,51301,6181026170,2300735,150977707,2100
529018.19,26,253952,62,309372,20383055344,13,47518961,1859,18,18,3285,2041,13,711,2427224,19,121688,21,141859617,1424,1,0,4,823,385780104,6,1543055716,20,32,14,275,711,0,0,162226371,6210727,6497126169,0,711,682,3,1,14,14,1350,3,6491225841,6423988805,215602480,391528621,391528621,1,3,1,20359488324,73389,73389,14,14,14,391528625,11,3,325221,2491202,3469922,53883,6491225841,2427224,158762693,2235
531024.22,27,253952,62,322638,21256165144,14,50165144,1936,18,18,3285,2127,14,729,2526386,19,126836,21,145752552,1460,1,0,4,823,402231188,6,1608924752,20,32,14,275,729,0,0,168806333,6275744,6792027006,0,729,700,3,1,14,14,1350,3,6785885323,6700333309,224894290,408212234,408228618,1,3,1,21227036200,73389,73389,14,14,14,408212238,11,3,340928,2592997,3600481,56322,6785885323,2526386,165212364,2300
533030.14,27,253952,62,334854,22060689622,16,53180627,1998,20,20,3285,2205,15,765,2608763,19,131611,21,151944291,1532,1,0,4,823,417384085,6,1669536340,20,34,14,275,765,0,0,174399013,6277552,7061798047,0,765,725,3,1,14,14,1350,3,7056525913,6955306642,233502950,423599352,423599352,1,3,1,22027166336,73389,73389,14,14,14,423599356,11,3,358355,2677640,3712266,58574,7056525913,2608763,170693489,2411
535035.08,27,253952,62,347101,22867514598,17,55338657,2074,22,22,3285,2279,15,828,2700013,19,136418,21,163102663,1658,1,0,4,823,432560408,6,1730176980,20,36,14,275,828,0,0,180433765,6328116,7343155662,0,828,776,3,1,14,14,1350,3,7336671858,7211541395,241699181,438959735,438976119,1,3,1,22825906252,73389,73389,14,14,14,438959739,11,3,371420,2771391,3841271,60907,7336671858,2700013,176599474,2625
537047.74,27,253952,62,358920,23646086820,19,58521263,2145,24,24,3285,2356,15,900,2780578,19,141051,21,175580814,1802,1,0,4,823,447119873,6,1788479492,20,38,14,275,900,0,0,185784802,6349413,7619914214,0,900,838,3,1,14,14,1350,3,7615086591,7459164983,250302686,453759188,453773413,1,3,1,23595477808,73389,73389,14,14,14,453759192,11,3,381766,2854128,3936401,63222,7615086591,2780578,181855592,2858
539055.98,28,253952,62,374595,24678829518,19,59263497,2260,24,24,3285,2454,15,954,2930710,19,147158,21,186460291,1910,1,0,4,823,466516505,6,1866009772,20,38,14,275,954,0,0,194714536,6750930,7990220590,0,954,891,3,1,14,14,1350,3,7983838142,7788137709,260373856,473381126,473397510,1,3,1,24614966616,73389,73389,14,14,14,473364746,11,3,388716,3007779,4117359,66263,7983838142,2930710,190604691,3050
541065.88,33,253952,62,390327,25715874870,20,61016675,2371,26,26,3285,2554,18,954,3086871,19,153289,22,187099789,1910,1,0,4,823,485989446,6,1943828772,21,40,14,290,954,0,0,203762157,7098946,8361278225,0,954,891,3,1,14,14,1350,3,8354317986,8117682004,271499518,493131977,493131977,1,3,1,25642862836,73389,73389,14,14,14,493131981,11,3,399800,3167578,4319636,69336,8354317986,3086871,199450347,3050
543080.34,36,253952,62,407665,26858750206,20,62788563,2459,26,26,3285,2670,18,954,3249917,19,160090,22,187099789,1910,1,0,4,823,507540383,6,2030096988,21,40,14,290,954,0,0,213711732,7382512,8746487680,0,954,891,3,1,14,14,1350,3,8738818423,8479455590,283481365,514992046,514992046,1,3,1,26779586424,73389,73389,14,14,14,514992050,11,3,408324,3334377,4529679,72528,8738818423,3249917,209190220,3050
545085.65,40,253952,62,425146,28010345626,22,65997148,2544,26,26,3285,2774,18,954,3378990,19,166813,22,187099789,1910,1,0,4,823,529079882,6,2116255068,21,40,14,290,954,0,0,222221914,7460827,9131119049,0,954,891,3,1,14,14,1350,3,9124160417,8843968012,295309029,537020273,537020273,1,3,1,27924202260,73389,73389,14,14,14,537003893,11,3,425460,3466722,4693612,75712,9124160417,3378990,217536800,3050
547097.16,40,253952,62,444334,29274748472,22,67010888,2646,29,29,3285,2901,19,1188,3540778,19,174435,23,227344352,2378,1,0,4,823,553020778,6,2212018520,22,43,14,441,1188,0,0,232127229,7636953,9571608284,0,1188,1107,3,1,14,14,1350,3,9564591229,9245512356,306390568,561120632,561137016,1,3,1,29177420928,73389,73389,14,14,14,561104252,11,3,439432,3632303,4903286,79369,9564591229,3540778,227232805,3776
549109.54,41,253952,62,465800,30687725226,22,70314472,2785,30,30,3285,3033,20,1314,3754673,19,182739,24,251734452,2630,1,0,4,823,579409323,6,2317379020,23,44,14,451,1314,0,0,244388161,8053714,10082730335,0,1314,1250,3,1,14,14,1350,3,10074603922,9695707502,322301755,587936861,587953245,1,3,1,30571864836,73389,73389,14,14,14,587920481,11,3,449153,3851112,5151716,83569,10074603922,3754673,239245734,4214
550078.05,42,253952,62,475417,31320157854,22,71731658,2854,35,35,3285,3127,20,1440,3850221,19,186584,34,281313990,2889,1,1228,4,823,591599349,6,2366397396,33,56,28,5724,1440,1228,150,250403533,8314492,10302316517,8,1440,1384,3,1,14,14,1350,3,10292923473,9895932759,403506075,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,11,3,453275,3948890,5277847,85344,10292923473,3850221,245135240,4694
