timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
570324.53,20,253952,62,296433,19531005322,21,39927015,1431,26,26,1119,1961,10,621,2322752,6,22,116565,25,125177819,1244,1,0,4,3748,369691946,8,1478638608,24,40,1,10,2583,621,0,0,157370804,3021078,6222205584,0,615,715,6,3,1,14,14,4473,3,6218009115,6154723278,200183976,375226158,375226158,1,3,1,19511760248,73389,73389,14,14,14,375226162,10,3,273065,2378938,3293926,51624,6218009115,2322752,154082602,2996
572334.16,21,253952,62,315944,20816022026,22,42367053,1543,30,30,1119,2084,11,675,2490081,8,22,124196,25,133760682,1352,1,0,4,3748,393837386,8,1575284956,24,44,1,10,2583,675,0,0,167846340,3275423,6651161560,0,667,766,8,3,1,14,14,4473,3,6645481107,6561070360,213099037,399828388,399828388,1,3,1,20791076208,73389,73389,14,14,14,399828392,10,3,311787,2550025,3555682,55165,6645481107,2490081,164296775,3206
574343.08,22,253952,62,337002,22201816184,23,44982219,1648,30,30,1119,2219,13,855,2694225,10,22,132427,25,163446291,1712,1,0,4,3748,419849495,8,1679333460,24,44,1,10,2583,855,0,0,179959933,3602755,7111017111,0,845,958,10,3,1,14,14,4473,3,7105458783,6999178164,228382061,426344302,426360686,1,3,1,22169903736,73389,73389,14,14,14,426344306,10,3,316072,2758621,3801969,58984,7105458783,2694225,176164500,3873
576350.59,24,253952,62,361447,23812020168,23,46537083,1770,31,31,1119,2377,13,1089,2929577,10,22,142081,25,203350123,2180,1,0,4,3748,450456209,8,1801695480,24,45,1,10,2583,1089,0,0,194047750,3961545,7656871810,0,1079,1163,10,3,1,14,14,4473,3,7651996871,7509629056,244377527,457095677,457112061,1,3,1,23768975236,73389,73389,14,14,14,457095681,10,3,325321,2999310,4124243,63514,7651996871,2929577,189930530,4704
578356.12,25,253952,62,384425,25325809606,23,48221224,1910,31,31,1119,2522,13,1152,3149458,10,22,150961,25,215743983,2306,1,0,4,3748,478736015,8,1914814592,24,45,1,10,2583,1152,0,0,207045562,4262046,8186150281,0,1142,1215,10,3,1,14,14,4473,3,8180295876,7990266846,259368583,485959462,485959462,1,3,1,25269892056,73389,73389,14,14,14,485959466,10,3,342737,3224146,4403865,67910,8180295876,3149458,202649185,4935
580361.31,26,253952,62,398704,26265334936,28,53859321,1979,31,31,1119,2611,14,1251,3242899,10,22,156507,25,233841086,2504,1,0,4,3748,496292393,8,1985169572,24,45,1,10,2583,1251,0,0,212964612,4264628,8526166716,0,1241,1271,10,3,1,14,14,4473,3,8518637065,8289540101,270926611,503798147,503830915,1,3,1,26197503676,73389,73389,14,14,14,503798151,10,3,355815,3319889,4543925,70714,8518637065,3242899,208428400,5188
582372.49,36,253952,62,417615,27512134140,28,54696892,2095,34,34,1119,2731,14,1629,3421318,10,22,163860,25,300611924,3260,1,0,4,3748,519582882,8,2078331528,24,48,1,10,2583,1629,0,0,223469798,4482871,8988351535,0,1619,1662,10,3,1,14,14,4473,3,8981109436,8687812996,282469223,527388443,527404827,1,3,1,27424199068,73389,73389,14,14,14,527388447,10,3,381767,3502453,4791484,74536,8981109436,3421318,218686399,6522
584383.66,37,253952,62,437266,28807092136,28,55414795,2216,34,34,1119,2854,14,2106,3604971,10,22,171460,25,385224162,4214,1,0,4,3748,543719873,8,2174750216,24,48,1,10,2583,2106,0,0,234552152,4781627,9468685412,0,2096,4058,10,3,1,14,14,4473,3,9461059706,9101544184,294528957,551867793,551900561,1,3,1,28697125268,73389,73389,14,14,14,551867797,10,3,390929,3690519,5016302,78513,9461059706,3604971,229544326,8253
586392.16,40,253952,62,457170,30118313594,28,56128381,2352,34,34,1119,2978,16,2295,3789379,10,22,179176,25,420013085,4592,1,0,4,3748,568190884,8,2272569648,24,48,1,10,2583,2295,0,0,245684202,5062918,9955279063,0,2285,4269,10,3,1,14,14,4473,3,9946989676,9520196991,306615958,576705432,576738200,1,3,1,29988682496,73389,73389,14,14,14,576705436,10,3,397443,3879417,5259396,82528,9946989676,3789379,240433667,8948
588403.46,40,253952,62,475329,31315102580,29,58342721,2480,35,35,1119,3115,16,2349,3969871,10,22,186374,25,431472798,4700,1,0,4,3748,590987141,8,2363948564,24,49,1,10,2583,2349,0,0,256340618,5292649,10387847846,0,2339,4343,10,3,1,14,14,4473,3,10379731628,9901170451,319577394,599466621,599483005,1,3,1,31172264324,73389,73389,14,14,14,599466625,10,3,413963,4063970,5481801,86054,10379731628,3969871,250868045,9141
588490.58,40,253952,62,475771,31344383208,29,58427961,2482,38,38,1119,3127,16,2349,3974260,10,22,186584,32,439126987,4707,1,1228,4,3748,591599349,8,2366397396,31,59,1,24,2621,2349,1228,123,256772600,5346969,10399385694,8,2339,4343,10,3,1,14,14,4473,3,10390196161,9910481467,360585448,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,414034,4068478,5490023,86138,10390196161,3974260,251291824,9141
