timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
610765.50,253952,62,136684,9005250598,37,51415283,351,42,42,8024,136,675,991083,7,34291,34,33,142942340,1352,1,33,56,4,1549,675,32315195,5963558,2685271986,675,483,2,1,14,14,421,1,2686188336,2636350423,102039723,204307043,204307043,1,2,1,8989509892,73389,73389,14,14,14,204307043,10,3,563793,1014497,2195220,20513,2686188336,991083,30121194,2414
612774.85,253952,62,151192,9961355926,38,55195203,398,42,42,8024,138,675,1110979,7,38366,34,33,143207792,1352,1,33,56,4,1549,675,36261189,6903834,2963179421,675,483,2,1,14,14,421,1,2965273114,2915775554,111203256,226030007,226046391,1,2,1,9945320308,73389,73389,14,14,14,226030007,10,3,573361,1136717,2353419,22643,2965273114,1110979,33909114,2414
614788.06,253952,62,165319,10891902214,38,58478423,454,43,43,8024,141,675,1232224,7,42374,34,33,144004148,1352,1,33,57,4,1549,675,40355218,7916701,3234704848,675,483,2,1,14,14,421,1,3236400080,3187705669,120264246,247179531,247195915,1,2,1,10875899364,73389,73389,14,14,14,247179531,10,3,585516,1261157,2523403,24714,3236400080,1232224,37833304,2414
616793.10,253952,62,177678,11705843418,41,63575065,498,43,43,8024,143,675,1321747,7,45852,34,33,144004148,1352,1,33,57,4,1549,675,43522934,8577650,3474804765,675,483,2,1,14,14,421,1,3474033616,3425624019,129694726,265693834,265693834,1,2,1,11689807800,73389,73389,14,14,14,265677450,10,3,591098,1352516,2627311,26527,3474033616,1321747,40897220,2414
618798.28,253952,62,188647,12428955034,41,65095938,535,43,43,8024,145,675,1384442,7,48932,34,33,144269600,1352,1,33,57,4,1549,675,45939375,8580834,3685405101,675,483,2,1,14,14,421,1,3685583824,3637019720,133622478,282125210,282125210,1,2,1,12413509240,73389,73389,14,14,14,282125210,10,3,593273,1416685,2700040,28141,3685583824,1384442,43241025,2414
620803.75,253952,62,198909,13104936342,41,67025626,553,43,43,8024,146,675,1438015,7,51813,34,33,144535052,1352,1,33,57,4,1549,675,48127902,8580910,3881704194,675,483,2,1,14,14,421,1,3882716112,3834620038,137711660,297489911,297489911,1,2,1,13088835188,73389,73389,14,14,14,297473527,10,3,593702,1471530,2773039,29645,3882716112,1438015,45356637,2414
622815.18,253952,62,210271,13853803606,41,68446492,586,43,43,8024,148,675,1502300,7,55019,34,33,145065956,1352,1,33,57,4,1549,675,50674573,8600822,4102660210,675,483,2,1,14,14,421,1,4101868496,4053499058,141781757,314511111,314511111,1,2,1,13837767988,73389,73389,14,14,14,314494727,10,3,602796,1537309,2845311,31317,4101868496,1502300,47831139,2414
624827.09,253952,62,221587,14599390762,41,69885262,626,43,43,8024,150,675,1567213,7,58214,34,33,145331408,1352,1,33,57,4,1549,675,53223324,8609493,4319817605,675,483,2,1,14,14,421,1,4319448016,4271528781,145799021,331452550,331452550,1,2,1,14583912200,73389,73389,14,14,14,331452550,10,3,617486,1603754,2925317,32977,4319448016,1567213,50299992,2414
626832.55,253952,62,236108,15556348058,41,71177736,667,46,46,8024,152,675,1681734,7,62295,34,33,145596860,1352,1,33,60,4,1549,675,57140883,9143518,4599554255,675,483,2,1,14,14,421,1,4598893520,4551200979,152108077,353191898,353208282,1,2,1,15540443512,73389,73389,14,14,14,353191898,10,3,635103,1720768,3137820,35109,4598893520,1681734,54005204,2414
628837.44,253952,62,245922,16202969238,44,75326009,682,46,46,8024,154,675,1733296,7,65070,34,33,145862312,1352,1,33,60,4,1549,675,59325373,9174386,4788514316,675,483,2,1,14,14,421,1,4787768272,4740254399,158515430,367901239,367901239,1,2,1,16187654516,73389,73389,14,14,14,367901239,10,3,645122,1773641,3206890,36550,4787768272,1733296,56120712,2414
630842.01,253952,62,257042,16935445886,44,77531584,708,46,46,8024,156,675,1792731,7,68211,34,33,146127764,1352,1,33,60,4,1549,675,61731457,9182619,5003308460,675,483,2,1,14,14,421,1,5002070992,4954435329,162268436,384541733,384541733,1,2,1,16919836252,73389,73389,14,14,14,384541733,10,3,657769,1834554,3281835,38185,5002070992,1792731,58451949,2414
632846.75,253952,62,268473,17688835134,44,79071019,752,46,46,8024,157,675,1852187,7,71387,34,33,146393216,1352,1,33,60,4,1549,675,64122519,9183332,5223994396,675,483,2,1,14,14,421,1,5222140880,5174597810,167110809,401669429,401669429,1,2,1,17673454876,73389,73389,14,14,14,401669429,10,3,669721,1895381,3367081,39864,5222140880,1852187,60757855,2414
634858.02,253952,62,282387,18605481174,44,80401181,784,49,49,8024,160,675,1947856,7,75347,34,33,146658668,1352,1,33,63,4,1549,675,67624488,9843128,5489949814,675,483,2,1,14,14,421,1,5489789904,5442522959,173210534,422487399,422503783,1,2,1,18589445556,73389,73389,14,14,14,422487399,10,3,694355,1993141,3543981,41906,5489789904,1947856,64083070,2414
636868.77,253952,62,296811,19555390042,45,83754960,826,50,50,8024,162,675,2060288,7,79408,34,33,146924120,1352,1,33,64,4,1549,675,71566595,10634715,5768108771,675,483,2,1,14,14,421,1,5766749003,5720257237,181978899,444081450,444097834,1,2,1,19539583800,73389,73389,14,14,14,444081450,10,3,717955,2107900,3772278,44023,5766749003,2060288,67797033,2414
638874.20,253952,62,307890,20285710618,48,88859379,861,50,50,8024,164,675,2130832,7,82521,34,33,147455024,1352,1,33,64,4,1549,675,74318321,10787048,5982382590,675,483,2,1,14,14,421,1,5980265291,5933694811,190118030,460693050,460693050,1,2,1,20269773304,73389,73389,14,14,14,460676666,10,3,732257,2179949,3886455,45652,5980265291,2130832,70434680,2414
640887.14,253952,62,321527,21183744434,48,90167541,887,53,53,8024,168,675,2217128,7,86462,34,33,147985928,1352,1,33,67,4,1549,675,77769010,11102056,6242729177,675,483,2,1,14,14,421,1,6241916265,6196152791,195550162,481109612,481109612,1,2,1,21168102032,73389,73389,14,14,14,481093228,10,3,768085,2268388,4081347,47655,6241916265,2217128,73690612,2414
642897.32,253952,62,336390,22162966576,50,94051322,941,56,56,8024,171,675,2331194,7,90724,34,33,148516832,1352,1,33,70,4,1549,675,81846237,11596040,6528957872,675,483,2,1,14,14,421,1,6527463434,6482233336,204709461,503362897,503379281,1,2,1,22147967468,73389,73389,14,14,14,503362897,10,3,798279,2384998,4324841,49840,6527463434,2331194,77524513,2414
644904.40,253952,62,350404,23086166216,52,98914755,983,56,56,8024,173,675,2442291,7,94654,34,33,148782284,1352,1,33,70,4,1549,675,85898548,12127805,6799644701,675,483,2,1,14,14,421,1,6797340682,6752207906,214539401,524336515,524352899,1,2,1,23070806660,73389,73389,14,14,14,524336515,10,3,815999,2498467,4557925,51899,6797340682,2442291,81343900,2414
646909.74,253952,62,364168,23993086776,53,102493209,1021,58,58,8024,176,675,2550290,7,98570,34,33,149578640,1352,1,33,72,4,1549,675,89791530,12776624,7062189346,675,483,2,1,14,14,421,1,7061576515,7017279812,223252151,544961751,544961751,1,2,1,23978317044,73389,73389,14,14,14,544961751,10,3,843970,2608710,4757387,53921,7061576515,2550290,85037561,2414
648914.70,253952,62,374484,24672872480,56,107333415,1046,58,58,8024,178,675,2604813,7,101494,34,33,149844092,1352,1,33,72,4,1549,675,92000393,12793207,7262161916,675,483,2,1,14,14,421,1,7260150595,7215942107,230367364,560414405,560414405,1,2,1,24658233820,73389,73389,14,14,14,560414405,10,3,855387,2664429,4840904,55436,7260150595,2604813,87162994,2414
650926.32,253952,62,388592,25601613220,56,110017455,1081,61,61,8024,183,675,2707221,7,105595,34,33,150640448,1352,1,33,75,4,1549,675,95888954,13504817,7532729734,675,483,2,1,14,14,421,1,7530178439,7487369770,237534216,581525128,581525128,1,2,1,25587105632,73389,73389,14,14,14,581525128,10,3,900078,2769136,5106443,57510,7530178439,2707221,90786167,2414
