timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
403429.52,21,253952,62,185966,12251236586,13,36357325,1140,18,18,966,1247,9,603,1587162,0,14,73175,29,662,121621845,1208,1,4,1472,231991467,10,927845156,28,32,14,2967,603,102848101,4160637,3891030391,603,2121,0,3,1,14,14,2158,3,3888312758,3860082501,143126172,235401211,235401211,1,3,1,12240011036,73389,73389,14,14,14,235384831,9,3,171450,1626563,2182019,32316,3888312758,1587162,100668876,4742
405440.97,23,253952,62,199120,13118931952,14,38480733,1233,18,18,966,1332,9,603,1709940,0,14,78373,29,662,121923495,1208,1,4,1472,248462667,10,993721296,28,32,14,2967,603,110108912,4462366,4166329066,603,2121,0,3,1,14,14,2158,3,4162853045,4133300605,152820956,252090413,252090413,1,3,1,13108701508,73389,73389,14,14,14,252090417,9,3,172622,1752005,2295595,34588,4162853045,1709940,107817394,4742
407455.21,27,253952,62,211450,13931974090,15,40370886,1317,19,19,966,1417,9,612,1824282,2,14,83239,29,662,123389294,1226,1,4,1472,263830842,10,1055323368,28,33,14,2967,612,116902067,5005382,4421895722,610,2130,2,3,1,14,14,2158,3,4418157840,4389241040,162023738,267727165,267727165,1,3,1,13920960644,73389,73389,14,14,14,267710785,9,3,179218,1868810,2423849,36713,4418157840,1824282,114482564,4772
409464.64,28,253952,62,223465,14723467438,16,42682620,1403,20,20,966,1494,9,612,1937590,2,14,87967,29,662,123678878,1226,1,4,1472,278875818,10,1115373876,28,34,14,2967,612,123400047,5487596,4671284626,610,2130,2,3,1,14,14,2158,3,4667280432,4638358067,171257102,282952602,282952602,1,3,1,14713535336,73389,73389,14,14,14,282952606,9,3,187052,1984597,2571495,38780,4667280432,1937590,120833154,4772
411472.42,31,253952,62,235184,15494283134,16,43958161,1487,20,20,966,1565,9,612,2047196,2,14,92568,29,662,123678878,1226,1,4,1472,293476616,10,1173777744,28,34,14,2967,612,129747026,5942837,4915798958,610,2130,2,3,1,14,14,2158,3,4911551124,4881191656,179310960,297760691,297777075,1,3,1,15483555964,73389,73389,14,14,14,297760695,9,3,204077,2096639,2732356,40804,4911551124,2047196,127019504,4772
413480.49,33,253952,62,246720,16254433002,16,45320623,1562,21,21,966,1636,9,621,2164130,2,14,97101,29,662,125490718,1244,1,4,1472,307850524,10,1231272728,28,34,14,2967,621,136078483,6311123,5158573607,619,2142,2,3,1,14,14,2158,3,5154359356,5120726773,187371271,312371728,312388112,1,3,1,16243329888,73389,73389,14,14,14,312371732,9,3,210421,2216020,2875855,42813,5154359356,2164130,133207702,4808
415490.13,35,253952,62,258436,17026804846,17,48061108,1626,21,21,966,1716,9,630,2272636,2,14,101701,29,662,126989405,1262,1,4,1472,322442880,10,1289513328,28,35,14,2967,630,142423421,6597403,5412480828,628,2152,2,3,1,14,14,2158,3,5408019350,5364991763,196742540,327156512,327156512,1,3,1,17012138656,73389,73389,14,14,14,327156516,9,3,220818,2327004,3033500,44926,5408019350,2272636,139395230,4841
417501.79,37,253952,62,271300,17874139706,17,48795510,1710,22,22,966,1801,10,639,2398796,2,14,106763,29,662,128431414,1280,1,4,1472,338434690,10,1353738760,28,36,14,2967,639,149528354,6831267,5693294386,637,2186,2,3,1,14,14,2158,3,5688181111,5632862154,204800904,343377055,343393439,1,3,1,17855606892,73389,73389,14,14,14,343377059,9,3,230211,2455978,3206919,47254,5688181111,2398796,146327016,4875
419509.23,37,253952,62,284090,18717198864,17,51014183,1796,22,22,966,1881,11,666,2531580,2,14,111770,29,662,133241596,1334,1,4,1472,354317551,10,1417270204,28,36,14,2967,666,156884591,7292123,5975545662,664,2216,2,3,1,14,14,2158,3,5970168294,5899695696,214819407,359503168,359503168,1,3,1,18694164768,73389,73389,14,14,14,359503172,9,3,238455,2591576,3362318,49595,5970168294,2531580,153528116,4974
421518.98,40,253952,62,296627,19543118948,17,53274960,1887,22,22,966,1960,12,711,2656058,2,14,116693,29,662,140747219,1424,1,4,1472,369905664,10,1479622656,28,36,14,2967,711,164216084,7727833,6251463389,709,2272,2,3,1,14,14,2158,3,6245821975,6160716258,224797537,375314111,375330495,1,3,1,19516333804,73389,73389,14,14,14,375314115,9,3,244465,2718719,3533367,51883,6245821975,2656058,160688832,5134
423527.19,43,253952,62,309019,20359858664,17,55642479,1973,22,22,966,2039,13,729,2781449,2,14,121539,29,662,144372322,1460,1,4,1472,385290080,10,1541031264,28,36,14,2967,729,171583734,8090746,6523988513,727,2296,2,3,1,14,14,2158,3,6518090502,6419265928,234887285,390934479,390934479,1,3,1,20328592940,73389,73389,14,14,14,390934483,9,3,249216,2846822,3689704,54146,6518090502,2781449,167900404,5206
425535.13,46,253952,62,321326,21169324738,18,58122640,2060,23,23,966,2118,13,756,2898038,2,14,126348,29,662,149496411,1514,1,4,1472,400547227,10,1602124284,28,37,14,2967,756,178631646,8346658,6799636343,754,2332,2,3,1,14,14,2158,3,6794116153,6675520862,244661128,406393610,406409994,1,3,1,21132467752,73389,73389,14,14,14,406393614,9,3,255671,2965990,3859172,56441,6794116153,2898038,174779094,5303
427543.68,48,253952,62,334707,22049727838,18,60005779,2142,23,23,966,2199,13,774,3028884,2,14,131561,29,662,153121629,1550,1,4,1472,417060983,10,1668179372,28,37,14,2967,774,186251302,8883181,7097413925,772,2353,2,3,1,14,14,2158,3,7091617677,6954676574,254677708,423189752,423206136,1,3,1,22005015168,73389,73389,14,14,14,423173372,9,3,262691,3099820,4032572,58899,7091617677,3028884,182225625,5371
429557.40,51,253952,62,348029,22927866150,18,62002541,2211,23,23,966,2287,13,783,3165754,4,14,136774,29,662,154877493,1568,1,4,1472,433616051,10,1734335232,28,37,14,2967,783,193900186,9320790,7399922577,779,2365,4,3,1,14,14,2158,3,7393193996,7233104086,264742209,439965192,439965192,1,3,1,22878190016,73389,73389,14,14,14,439965196,9,3,267767,3239653,4205131,61407,7393193996,3165754,189701219,5411
431563.13,54,253952,62,361137,23791967692,18,63652462,2294,23,23,966,2369,13,783,3288100,4,14,141902,29,662,155191209,1568,1,4,1472,449899036,10,1799596144,28,37,14,2967,783,200989862,9477084,7693607387,779,2365,4,3,1,14,14,2158,3,7686647166,7506920542,273477673,456478488,456478488,1,3,1,23736881408,73389,73389,14,14,14,456478492,9,3,275281,3364672,4373873,63832,7686647166,3288100,196623431,5411
433579.38,54,253952,62,371079,24446048398,21,67228387,2342,25,25,966,2432,13,783,3352858,4,14,145799,29,662,155191209,1568,1,4,1472,462220874,10,1848883496,28,39,14,2967,783,205211637,9527396,7917350530,779,2365,4,3,1,14,14,2158,3,7910224002,7714225718,281466004,468962208,468962208,1,3,1,24386034848,73389,73389,14,14,14,468962212,9,3,286929,3431057,4481877,65689,7910224002,3352858,200737362,5411
435590.02,56,253952,62,384143,25306893476,21,68999259,2441,26,26,966,2518,13,819,3484681,4,14,150893,29,662,161843562,1640,1,4,1472,478338151,10,1913352604,28,40,14,2967,819,212098056,10084506,8222295447,815,2400,4,3,1,14,14,2158,3,8214900052,7987967838,290647776,485340114,485340114,1,3,1,25235982024,73389,73389,14,14,14,485307350,9,3,291355,3565639,4650966,68227,8214900052,3484681,207454962,5555
437603.73,63,253952,62,397273,26171797312,21,71762842,2525,26,26,966,2598,13,846,3618908,4,14,155996,29,662,166682673,1694,1,4,1472,494589878,10,1978165580,28,40,14,2967,846,219180911,10464383,8526925470,842,2424,4,3,1,14,14,2158,3,8519519874,8262910397,300873015,501808576,501808576,1,3,1,26093194016,73389,73389,14,14,14,501792196,9,3,299446,3702692,4825730,70737,8519519874,3618908,214363321,5657
439618.82,68,253952,62,410709,27056341246,21,73926190,2616,26,26,966,2683,13,954,3754198,4,14,161243,29,662,184916718,1910,1,4,1472,511199134,10,2044796536,28,40,14,2967,954,226523279,10901514,8841711753,950,2574,4,3,1,14,14,2158,3,8835452186,8544131235,310761889,518653870,518653870,1,3,1,26969149304,73389,73389,14,14,14,518637490,9,3,302422,3840880,4979164,73358,8835452186,3754198,221552543,6072
441623.81,68,253952,62,421840,27789445448,24,77743733,2673,26,26,966,2754,13,1242,3838202,4,14,165564,29,662,235039269,2486,1,4,1472,524926674,10,2099706696,28,40,14,2967,1242,231654250,11037820,9104111318,1238,2881,4,3,1,14,14,2158,3,9096360503,8777324177,319869102,532609547,532609547,1,3,1,27695696476,73389,73389,14,14,14,532609551,9,3,319677,3926873,5099045,75512,9096360503,3838202,226563832,7003
443628.63,68,253952,62,432688,28505121914,24,78315848,2742,28,28,966,2819,13,1242,3915114,4,14,169796,29,662,238152297,2486,1,4,1472,538349455,10,2153333172,28,42,14,2967,1242,237030549,11132088,9362518825,1238,2881,4,3,1,14,14,2158,3,9353909536,9005471283,325899594,546192266,546192266,1,3,1,28401997864,73389,73389,14,14,14,546192270,9,3,331522,4005874,5206831,77630,9353909536,3915114,231832546,7003
445636.36,68,253952,62,441719,29100008230,26,80864146,2799,29,29,966,2880,13,1251,3965653,4,14,173292,29,662,241279820,2504,1,4,1472,549401178,10,2197475664,28,43,14,2967,1251,240671658,11132504,9577832456,1247,2887,4,3,1,14,14,2158,3,9569602497,9194977442,332087040,557482743,557482743,1,3,1,28989102668,73389,73389,14,14,14,557482747,9,3,338743,4057870,5271720,79426,9569602497,3965653,235408906,7023
447643.96,69,253952,62,453793,29895380268,26,81911387,2882,30,30,966,2953,13,1251,4081158,4,14,178009,29,662,242534684,2504,1,4,1472,564397395,10,2257395640,28,44,14,2967,1251,247245935,11432179,9870712073,1247,2887,4,3,1,14,14,2158,3,9861710427,9448366254,339991655,572593492,572593492,1,3,1,29774861616,73389,73389,14,14,14,572593496,9,3,352052,4175994,5415393,81832,9861710427,4081158,241839749,7023
449659.26,71,253952,62,466071,30705147260,26,82807245,2972,30,30,966,3032,15,1251,4200138,4,14,182786,29,662,243451700,2504,1,4,1472,579513760,10,2317990660,28,44,14,2967,1251,253983527,11824828,10173735462,1247,2887,4,3,1,14,14,2158,3,10165661123,9707222525,347984883,587927140,587927140,1,3,1,30572211312,73389,73389,14,14,14,587927144,9,3,360873,4297745,5580989,84354,10165661123,4200138,248412003,7023
451664.36,71,253952,62,475431,31321147754,28,85659677,3042,30,30,966,3122,15,1251,4261373,4,14,186434,29,662,244055000,2504,1,4,1472,591195505,10,2364782020,28,44,14,2967,1251,258231340,11873265,10391998750,1247,2887,4,3,1,14,14,2158,3,10382569124,9902582952,355117887,599677454,599677454,1,3,1,31183227640,73389,73389,14,14,14,599677458,9,3,365802,4360612,5663820,86124,10382569124,4261373,252577163,7023
