timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
407637.49,26,253952,62,198221,13060030096,13,38012196,1315,18,18,1139,1320,4,621,1844130,14,77958,21,125180186,1244,1,0,4,6231,247144664,9,988514036,20,32,7,2391,621,0,0,115558600,5850078,4178657396,0,621,643,3,1,14,14,6877,3,4175406903,4117457472,158453434,250765024,250781408,1,3,1,13039781280,73389,73389,14,14,14,250765028,10,3,169360,1884537,2538340,34682,4175406903,1844130,113024420,3768
409645.68,28,253952,62,208903,13761762822,14,40238394,1407,18,18,1139,1397,5,648,1952357,14,82143,21,129676798,1298,1,0,4,6231,260380622,9,1041522488,20,32,7,2391,648,0,0,122009035,6214406,4411479443,0,648,674,3,1,14,14,6877,3,4408008358,4339418887,167474694,264189109,264205493,1,3,1,13736981732,73389,73389,14,14,14,264172729,10,3,178032,1995136,2672353,36629,4408008358,1952357,119341072,3872
411658.32,33,253952,62,219472,14458603782,14,41513260,1493,18,18,1139,1456,5,693,2055432,14,86279,21,137767966,1388,1,0,4,6231,273532263,9,1094064548,20,32,7,2391,693,0,0,128369173,6659371,4643801160,0,693,718,3,1,14,14,6877,3,4639583719,4559691146,175533771,277544611,277544611,1,3,1,14432319804,73389,73389,14,14,14,277544615,10,3,183869,2100522,2802434,38541,4639583719,2055432,125571358,4037
413670.55,35,253952,62,230150,15162717462,14,42914332,1567,18,18,1139,1535,12,702,2157918,14,90474,21,139837546,1406,1,0,4,6231,286777697,9,1147046116,20,32,7,2391,702,0,0,134720642,7001243,4879236953,0,702,729,3,1,14,14,6877,3,4875076579,4782562807,183597190,290996258,291012642,1,3,1,15130953480,73389,73389,14,14,14,290979878,10,3,188863,2205359,2946236,40513,4875076579,2157918,131779246,4075
415681.33,36,253952,62,241179,15889592314,14,44410327,1655,18,18,1139,1606,12,702,2259939,14,94786,21,140464978,1406,1,0,4,6231,300462815,9,1201786444,20,32,7,2391,702,0,0,141106706,7161446,5124061199,0,702,729,3,1,14,14,6877,3,5119583384,5012757998,191623607,304894591,304894591,1,3,1,15853666796,73389,73389,14,14,14,304878211,10,3,190734,2309732,3060970,42538,5119583384,2259939,138050805,4075
417688.65,38,253952,62,253115,16674523914,14,45197712,1747,19,19,1139,1673,12,720,2371667,14,99444,21,143474961,1442,1,0,4,6231,315264320,9,1261057280,20,33,7,2391,720,0,0,148284205,7470954,5380276707,0,720,747,3,1,14,14,6877,3,5375239818,5260800242,199863684,319907480,319907480,1,3,1,16635188992,73389,73389,14,14,14,319907484,10,3,194839,2423999,3199886,44649,5375239818,2371667,145089639,4150
419703.52,40,253952,62,265106,17465174974,14,47706832,1837,19,19,1139,1756,12,810,2488636,14,104154,21,159729121,1622,1,0,4,6231,330156718,9,1320626872,20,33,7,2391,810,0,0,155615525,7814742,5651139059,0,810,854,3,1,14,14,6877,3,5645983998,5511302547,210026443,334995368,335011752,1,3,1,17419759168,73389,73389,14,14,14,334995372,10,3,198742,2543660,3359729,46909,5645983998,2488636,152261378,4488
421712.72,44,253952,62,276890,18242358386,14,49921429,1925,19,19,1139,1826,13,918,2605335,14,108766,21,179257867,1838,1,0,4,6231,344798903,9,1379195612,20,33,7,2391,918,0,0,162976938,8311294,5908489178,0,918,970,3,1,14,14,6877,3,5903742226,5757087989,220065074,349859913,349876297,1,3,1,18192715508,73389,73389,14,14,14,349859917,10,3,204016,2662931,3485691,49038,5903742226,2605335,159497077,4909
423724.89,45,253952,62,288618,19014347670,14,52151989,2019,19,19,1139,1904,13,1125,2721705,14,113339,21,214481697,2252,1,0,4,6231,359268842,9,1437010828,20,33,7,2391,1125,0,0,170316527,8808026,6171412181,0,1125,1268,3,1,14,14,6877,3,6166159607,6002106849,230100976,364561062,364577446,1,3,1,18957175256,73389,73389,14,14,14,364561066,10,3,209074,2781832,3636580,51225,6166159607,2721705,166686010,5709
425741.54,47,253952,62,300308,19784136536,14,54775360,2101,19,19,1139,1977,13,1206,2833780,14,117914,21,229236257,2414,1,0,4,6231,373760631,9,1494977796,20,33,7,2391,1206,0,0,177438833,9090964,6434520943,0,1206,1373,3,1,14,14,6877,3,6428506513,6245994129,240109029,379286787,379286787,1,3,1,19722912956,73389,73389,14,14,14,379286791,10,3,212630,2896440,3757466,53392,6428506513,2833780,173687672,6016
427750.57,48,253952,62,312446,20584378574,14,56886958,2193,19,19,1139,2054,15,1206,2960509,14,122661,21,230213603,2414,1,0,4,6231,388815806,9,1555198800,20,33,7,2391,1206,0,0,185068390,9474459,6710147886,0,1206,1373,3,1,14,14,6877,3,6704511652,6499827787,250227766,394557058,394557058,1,3,1,20516967048,73389,73389,14,14,14,394557062,10,3,218762,3025993,3919996,55681,6704511652,2960509,181154953,6016
429765.59,49,253952,62,324834,21400174192,14,58947342,2272,19,19,1139,2136,15,1215,3092730,14,127500,21,232619370,2432,1,0,4,6231,404141173,9,1616500104,20,33,7,2391,1215,0,0,192712473,9881485,6990764829,0,1215,1380,3,1,14,14,6877,3,6985817801,6758517139,260306607,410133666,410133666,1,3,1,21326098696,73389,73389,14,14,14,410117286,10,3,224431,3161082,4090600,58021,6985817801,3092730,188628676,6049
431770.61,53,253952,62,336488,22167803922,15,61444522,2359,19,19,1139,2212,15,1215,3205012,14,132023,21,233222670,2432,1,0,4,6231,418523577,9,1674094308,20,33,7,2391,1215,0,0,199473751,10016443,7259666482,0,1215,1380,3,1,14,14,6877,3,7254219861,7002414462,269653279,424755054,424771438,1,3,1,22087262840,73389,73389,14,14,14,424755058,10,3,230764,3275999,4234571,60245,7254219861,3205012,195246220,6049
433784.72,55,253952,62,344900,22721650746,17,63928012,2418,21,21,1139,2266,15,1215,3271753,14,135330,21,233246802,2432,1,0,4,6231,428990530,9,1715832764,20,35,7,2391,1215,0,0,203962470,10105564,7454897032,0,1215,1380,3,1,14,14,6877,3,7448117434,7178167446,276738283,435321846,435321846,1,3,1,22635884056,73389,73389,14,14,14,435305466,10,3,243870,3344521,4343508,61852,7448117434,3271753,199626174,6049
435796.51,59,253952,62,355373,23411785932,17,66038324,2512,22,22,1139,2331,15,1215,3387394,14,139420,21,233850102,2432,1,0,4,6231,441968622,9,1767809724,20,36,7,2391,1215,0,0,210840040,10732874,7696320284,0,1215,1380,3,1,14,14,6877,3,7689561319,7397375154,286314936,448468674,448485058,1,3,1,23320371080,73389,73389,14,14,14,448468678,10,3,247758,3462732,4494145,63858,7689561319,3387394,206353344,6049
437810.03,61,253952,62,366572,24149429512,17,68485045,2603,22,22,1139,2399,15,1224,3502421,14,143783,21,235940434,2450,1,0,4,6231,455818146,9,1823207948,20,36,7,2391,1224,0,0,217969049,11239207,7953965392,0,1224,1390,3,1,14,14,6877,3,7946589679,7631545096,296017699,462533006,462533006,1,3,1,24051716344,73389,73389,14,14,14,462533010,10,3,252514,3580411,4650903,65990,7946589679,3502421,213325846,6083
439819.40,63,253952,62,377930,24898715290,17,70652963,2693,22,22,1139,2471,15,1242,3631277,14,148228,21,239249651,2486,1,0,4,6231,469892445,9,1879505140,20,36,7,2391,1242,0,0,225311796,11892305,8222114197,0,1242,1413,3,1,14,14,6877,3,8215140933,7869650280,306433676,476791343,476791343,1,3,1,24793149868,73389,73389,14,14,14,476791347,10,3,258458,3711976,4826143,68205,8215140933,3631277,220493586,6146
441824.36,66,253952,62,387568,25533247098,20,74359901,2744,22,22,1139,2537,15,1242,3703366,14,151940,21,239261717,2486,1,0,4,6231,481665602,9,1926597824,20,36,7,2391,1242,0,0,230060849,11961576,8450524868,0,1242,1413,3,1,14,14,6877,3,8442578649,8071471259,314963124,488863304,488863304,1,3,1,25420891840,73389,73389,14,14,14,488863308,10,3,263656,3785870,4920023,70093,8442578649,3703366,225148952,6146
443830.76,68,253952,62,397699,26201270622,20,75003274,2806,25,25,1139,2596,15,1242,3791213,14,155909,21,239575433,2486,1,0,4,6231,494301037,9,1977074872,20,39,7,2391,1242,0,0,235486564,12098260,8684912500,0,1242,1413,3,1,14,14,6877,3,8677027259,8283705242,321093575,501581989,501581989,1,3,1,26082263460,73389,73389,14,14,14,501581993,10,3,275544,3875731,5055917,72025,8677027259,3791213,230438968,6146
445842.10,68,253952,62,405978,26746537070,23,78469482,2867,27,27,1139,2648,15,1440,3846442,14,159160,21,273813797,2882,1,0,4,6231,504571770,9,2018222392,20,41,7,2391,1440,0,0,239310184,12099132,8874652581,0,1440,1543,3,1,14,14,6877,3,8866872075,8457003402,328453698,511972431,511972431,1,3,1,26622566444,73389,73389,14,14,14,511972435,10,3,293474,3932286,5146465,73594,8866872075,3846442,234172186,6661
447850.37,68,253952,62,416516,27440063344,23,79570594,2970,28,28,1139,2720,16,1611,3958156,14,163259,21,304313730,3224,1,0,4,6231,517546632,9,2070186528,20,42,7,2391,1611,0,0,245977148,12443326,9128078556,0,1611,1719,3,1,14,14,6877,3,9119814320,8678052615,336533309,525142120,525158504,1,3,1,27307390272,73389,73389,14,14,14,525142124,10,3,304180,4046485,5292597,75687,9119814320,3958156,240693243,7274
449858.04,69,253952,62,427210,28144983636,24,82215604,3071,28,28,1139,2786,16,1611,4064320,14,167430,21,306497676,3224,1,0,4,6231,530765258,9,2123061032,20,42,7,2391,1611,0,0,252702813,12865577,9379898806,0,1611,1719,3,1,14,14,6877,3,9372039251,8901973805,346319003,538565317,538581701,1,3,1,28005396516,73389,73389,14,14,14,538565321,10,3,314765,4155088,5434950,77763,9372039251,4064320,247276777,7274
451862.93,70,253952,62,435966,28722328058,26,84947222,3142,28,28,1139,2841,16,1611,4123164,14,170762,21,308343774,3224,1,0,4,6231,541371252,9,2165485008,20,42,7,2391,1611,0,0,256576847,12867913,9589594095,0,1611,1719,3,1,14,14,6877,3,9581595339,9086149571,352923711,549518848,549518848,1,3,1,28574980128,73389,73389,14,14,14,549518852,10,3,324658,4215379,5508059,79492,9581595339,4123164,251077872,7274
453867.89,70,253952,62,444725,29299482976,27,86332298,3185,29,29,1139,2894,16,1611,4185144,14,174222,21,309248724,3224,1,0,4,6231,552335864,9,2209343456,20,43,7,2391,1611,0,0,260736802,12869185,9799475730,0,1611,1719,3,1,14,14,6877,3,9791428627,9269873052,358468694,560490922,560490922,1,3,1,29145527976,73389,73389,14,14,14,560490926,10,3,332378,4278907,5590049,81230,9791428627,4185144,255156008,7274
455882.84,70,253952,62,455434,30005132922,27,87155198,3265,31,31,1139,2963,17,1611,4296398,14,178401,21,310226070,3224,1,0,4,6231,565571120,9,2262284480,20,45,7,2391,1611,0,0,266768212,13105369,10064153655,0,1611,1719,3,1,14,14,6877,3,10055769335,9495416831,365539039,573850742,573867126,1,3,1,29840238616,73389,73389,14,14,14,573850746,10,3,343007,4392573,5737121,83420,10055769335,4296398,261040560,7274
457890.05,74,253952,62,466910,30760433614,27,89565992,3371,32,32,1139,3033,17,1611,4423173,14,182839,21,310829370,3224,1,0,4,6231,579667794,9,2318671176,20,46,7,2391,1611,0,0,273726326,13496029,10345381003,0,1611,1719,3,1,14,14,6877,3,10336492455,9736244749,375268456,588165152,588197920,1,3,1,30584587936,73389,73389,14,14,14,588165156,10,3,347337,4522071,5913012,85744,10336492455,4423173,267823022,7274
459536.86,76,253952,62,476330,31381609066,27,91607210,3438,34,34,1139,3127,17,1611,4519088,14,186584,28,318797275,3231,1,1228,4,6231,591599349,9,2366397396,27,55,20,2422,1611,1228,125,279710780,13821636,10564694544,8,1611,1719,3,1,14,14,6877,3,10554943801,9933366807,459656935,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,350798,4620209,6028977,87522,10554943801,4519088,273691715,7274
