timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1148195.66,253952,62,239768,15797271626,7,7006447,13,30,30,10832,153,675,1139992,229,63341,45,44,145596860,1352,1,44,44,14,200,675,45397848,6818334,4665929093,675,428,2,1,14,14,380,1,4669279184,4621582111,117129901,358680094,358696478,1,2,1,15781924136,73389,73389,14,14,14,358680094,5,3,604136,1165370,2631660,35646,4669279184,1139992,42767842,2167
1150207.40,253952,62,257086,16938341536,7,7006447,13,30,30,10832,156,675,1274709,229,68231,45,44,146127764,1352,1,44,44,14,200,675,49659726,8682977,4997520874,675,428,2,1,14,14,380,1,5002857424,4955275873,188427390,384607269,384607269,1,2,1,16921998940,73389,73389,14,14,14,384590885,5,3,645514,1302499,2912967,38191,5002857424,1274709,46748525,2167
1152211.65,253952,62,277378,18275618638,7,7006447,13,30,30,10832,159,675,1399455,229,73928,45,44,146658668,1352,1,44,44,14,200,675,54594333,9725260,5388814305,675,428,2,1,14,14,380,1,5393714128,5346123410,200968549,415004673,415021057,1,2,1,18260205612,73389,73389,14,14,14,415004673,5,3,658766,1430574,3088693,41173,5393714128,1399455,51507585,2167
1154224.40,253952,62,297288,19586916166,7,7006447,13,30,30,10832,163,675,1524787,229,79579,45,44,146924120,1352,1,44,44,14,200,675,59051541,10835204,5771032089,675,428,2,1,14,14,380,1,5776055115,5729423686,240548406,444800187,444816571,1,2,1,19571208228,73389,73389,14,14,14,444800187,5,3,701067,1558316,3361449,44094,5776055115,1524787,55692177,2167
1156230.37,253952,62,313684,20667091066,7,7006447,13,30,30,10832,166,675,1642388,229,84223,45,44,147720476,1352,1,44,44,14,200,675,63664387,13497893,6089425892,675,428,2,1,14,14,380,1,6090921321,6045092704,285135979,469367490,469367490,1,2,1,20651448664,73389,73389,14,14,14,469351106,5,3,735032,1678106,3619689,46503,6090921321,1642388,60046901,2167
1158240.34,253952,62,330444,21771338502,7,7006447,13,30,30,10832,169,675,1763609,229,88948,45,44,148251380,1352,1,44,44,14,200,675,67979875,16014027,6411320762,675,428,2,1,14,14,380,1,6413751657,6367906185,304572992,494461240,494461240,1,2,1,21756294560,73389,73389,14,14,14,494461240,5,3,772588,1801654,3871567,48966,6413751657,1763609,64109621,2167
1160249.98,253952,62,346160,22806704172,7,7006447,13,30,30,10832,172,675,1880730,229,93440,45,44,148782284,1352,1,44,44,14,200,675,72364287,18515567,6711132903,675,428,2,1,14,14,380,1,6715813898,6670489809,324289521,517998510,517998510,1,2,1,22791934440,73389,73389,14,14,14,517998510,5,3,803005,1921723,4099329,51277,6715813898,1880730,68267385,2167
1162258.90,253952,62,362289,23869160342,7,7006447,13,30,30,10832,176,675,2017254,229,98065,45,44,149578640,1352,1,44,44,14,200,675,76850021,20980280,7018990472,675,428,2,1,14,14,380,1,7025531715,6981100649,340377969,542141988,542141988,1,2,1,23853526576,73389,73389,14,14,14,542125604,5,3,841273,2060680,4376230,53646,7025531715,2017254,72476327,2167
1164264.34,253952,62,384272,25317429276,7,7006447,13,30,30,10832,180,675,2141101,229,104272,45,44,150109544,1352,1,44,44,14,200,675,81808284,21145580,7448575676,675,428,2,1,14,14,380,1,7448101736,7404305189,349054796,575066402,575066402,1,2,1,25302200792,73389,73389,14,14,14,575050018,5,3,847123,2187383,4544811,56876,7448101736,2141101,77266208,2167
1166274.54,253952,62,399910,26345929040,7,7006447,13,30,30,10832,188,675,2267970,229,108961,45,44,151171352,1352,1,44,44,14,200,675,86195963,22871209,7741314440,675,428,2,1,14,14,380,1,7744955134,7704919026,376905369,598445865,598445865,1,2,1,26331618060,73389,73389,14,14,14,598445865,5,3,880258,2316505,4804052,59168,7744955134,2267970,81394766,2167
