timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
262631.53,13,253952,62,171180,11277443154,9,22856872,1047,15,15,2388,1155,12,585,1407607,0,30,67366,18,1,118671513,1172,1,1081,0,4,4896,213548809,8,854130568,17,29,9,3779,585,0,1081,20,0,0,89569916,2097073,3583925374,0,585,545,0,3,1,14,14,5497,3,3582639152,3553319661,114366783,216673916,216690300,1,3,1,11267043664,73389,73389,14,14,14,216673920,8,3,183973,1441569,1949159,29765,3582639152,1407607,87624064,2056
264643.05,15,253952,62,190448,12547454534,9,24014833,1176,15,15,2388,1282,12,585,1580345,0,30,74959,18,1,118671513,1172,1,1081,0,4,4896,237633810,8,950405852,17,29,9,3779,585,0,1081,20,0,0,100258518,2410012,3986402799,0,585,545,0,3,1,14,14,5497,3,3983810543,3953222347,126495773,241101955,241118339,1,3,1,12537301692,73389,73389,14,14,14,241101959,8,3,191628,1618237,2171862,33095,3983810543,1580345,98089357,2056
266648.12,16,253952,62,206937,13634617410,12,27548659,1230,15,15,2388,1386,12,585,1686546,0,30,81420,18,1,118671513,1172,1,1081,0,4,4896,258168105,8,1032543136,17,29,9,3779,585,0,1081,20,0,0,107572953,2445419,4330601767,0,585,545,0,3,1,14,14,5497,3,4327016249,4295705632,137374073,261995368,261995368,1,3,1,13623759168,73389,73389,14,14,14,261995372,8,3,197155,1727148,2300632,35938,4327016249,1686546,105276296,2056
268654.40,20,253952,62,228912,15081371112,12,27890029,1321,19,19,2388,1525,12,585,1858819,0,30,90084,18,1,118671513,1172,1,1081,0,4,4896,285647176,8,1142330144,17,33,9,3779,585,0,1081,20,0,0,118905360,2600130,4786142625,0,585,545,0,3,1,14,14,5497,3,4783973152,4751446715,149196434,289770061,289819213,1,3,1,15068043204,73389,73389,14,14,14,289770065,8,3,222727,1903579,2561308,39724,4783973152,1858819,116348453,2056
270660.59,20,253952,62,252424,16630735942,12,28744125,1443,20,20,2388,1677,12,603,2047251,0,30,99297,19,1,121993261,1208,1,1081,0,4,4896,314906219,8,1259624876,18,34,9,3795,603,0,1081,20,0,0,131075825,2767650,5281759583,0,603,565,0,3,1,14,14,5497,3,5278484423,5239723786,162380904,319579800,319579800,1,3,1,16617297664,73389,73389,14,14,14,319563420,8,3,236295,2096463,2818181,43828,5278484423,2047251,128262501,2121
272665.50,22,253952,62,267030,17593601646,16,34448613,1527,20,20,2388,1767,12,603,2130010,0,30,105007,19,1,122294911,1208,1,1081,0,4,4896,333008165,8,1331968032,18,34,9,3795,603,0,1081,20,0,0,136998863,2770893,5588276095,0,603,565,0,3,1,14,14,5497,3,5584901318,5543285636,173970248,338071242,338071242,1,3,1,17579704616,73389,73389,14,14,14,338071246,8,3,251727,2181491,2924448,46369,5584901318,2130010,134079500,2121
274677.34,22,253952,62,284069,18717497084,16,35798605,1589,21,21,2388,1883,13,603,2253682,0,30,111772,19,1,122294911,1208,1,1081,0,4,4896,354378850,8,1417450780,18,35,9,3795,603,0,1081,20,0,0,145082745,2815232,5955262153,0,603,565,0,3,1,14,14,5497,3,5950672859,5898213779,183480025,359599313,359615697,1,3,1,18699164308,73389,73389,14,14,14,359599317,8,3,260998,2308169,3104384,49408,5950672859,2253682,141983762,2121
276684.65,28,253952,62,303107,19971530234,16,37516028,1672,22,22,2388,2003,13,612,2404700,0,30,119268,19,1,123736578,1226,1,1081,0,4,4896,378139244,8,1512436132,18,36,9,3795,612,0,1081,20,0,0,154862514,2991402,6359622834,0,612,573,0,3,1,14,14,5497,3,6355559318,6293557233,195163936,383665189,383681573,1,3,1,19949737892,73389,73389,14,14,14,383648809,8,3,272854,2462907,3295334,52753,6355559318,2404700,151587916,2151
278694.49,29,253952,62,324868,21405251830,16,38454985,1802,23,23,2388,2141,16,621,2585933,0,30,127830,19,1,125488520,1244,1,1081,0,4,4896,405294199,8,1621112328,18,37,9,3795,621,0,1081,20,0,0,166130800,3180157,6828467159,0,621,582,0,3,1,14,14,5497,3,6823478924,6746051406,207531703,411175135,411175135,1,3,1,21381107052,73389,73389,14,14,14,411175139,8,3,282544,2648556,3513491,56636,6823478924,2585933,162622523,2181
280705.13,33,253952,62,347914,22922633682,16,40055196,1929,23,23,2388,2289,16,648,2786671,0,30,136867,19,1,129939896,1298,1,1081,0,4,4896,433937991,8,1735751964,18,37,9,3795,648,0,1081,20,0,0,178376406,3436432,7331785161,0,648,606,0,3,1,14,14,5497,3,7325818791,7225759312,221612136,440227336,440227336,1,3,1,22891821504,73389,73389,14,14,14,440227340,8,3,295772,2854021,3768029,60816,7325818791,2786671,174615051,2277
282709.79,35,253952,62,367701,24226996094,19,43820666,2038,23,23,2388,2416,16,657,2907915,0,30,144589,19,1,131380320,1316,1,1081,0,4,4896,458432133,8,1833663864,18,37,9,3795,657,0,1081,20,0,0,186748893,3457104,7755979549,0,657,610,0,3,1,14,14,5497,3,7750740798,7637805329,233777657,465218464,465218464,1,3,1,24189656224,73389,73389,14,14,14,465185700,8,3,311261,2978454,3905333,64330,7750740798,2907915,182861211,2301
284716.03,39,253952,62,399128,26296143358,19,45316568,2183,29,29,2388,2615,16,675,3165299,0,30,156927,21,1,135318450,1352,1,1081,0,4,4896,497594051,8,1990182276,20,43,9,3823,675,0,1081,20,0,0,202827843,3653952,8441868173,0,675,627,0,3,1,14,14,5497,3,8435880312,8292069549,251513069,504823232,504839616,1,3,1,26249956128,73389,73389,14,14,14,504806852,8,3,333625,3241979,4217132,70022,8435880312,3165299,198618325,2371
286723.50,50,253952,62,432078,28468992408,19,47469067,2368,30,30,2388,2822,16,711,3479439,2,30,169809,22,1,141872768,1424,1,1081,0,4,4896,538415987,8,2153599388,21,44,9,3836,711,0,1081,20,0,0,220647614,3913651,9196577890,0,709,665,2,3,1,14,14,5497,3,9190321919,8981455210,271704728,546261676,546278060,1,3,1,28404755216,73389,73389,14,14,14,546245296,8,3,349894,3563131,4617116,76293,9190321919,3479439,216038748,2481
288731.44,51,253952,62,459276,30257857254,21,51165696,2535,30,30,2388,2997,16,1107,3757416,4,30,180367,22,1,208327242,2216,1,1081,0,4,4896,571880497,8,2287521988,21,44,9,3836,1107,0,1081,20,0,0,235852237,4171819,9840146470,0,1103,1026,4,3,1,14,14,5497,3,9832482803,9551905564,290868176,580209449,580225833,1,3,1,30170891380,73389,73389,14,14,14,580209453,8,3,364997,3847027,4977817,81637,9832482803,3757416,230883203,3894
290188.54,51,253952,62,475070,31297513390,22,54141038,2638,33,33,2388,3127,17,1440,3912206,4,30,186584,29,1,275353231,2889,1,1081,1228,4,4896,591599349,8,2366397396,28,54,21,3936,1440,1,1081,20,1228,993,245273842,4410994,10206614081,8,1436,1337,4,3,1,14,14,5497,3,10197580595,9881909752,353196569,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,8,3,373525,4005150,5178125,84602,10197580595,3912206,240104808,5040
