timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
367527.70,253952,62,259649,17107360046,41,51103671,0,258,49,49,5243,156,1,675,1170448,2,19,68924,39,47,146127764,1352,1,0,38,63,47,5,1474,675,0,0,0,47964810,3095901,5051193047,0,673,526,2,2,1,14,14,405,1,5052533712,5004704307,159238931,388432489,388448873,1,2,1,17091029516,73389,73389,14,14,14,388432489,46,3,281579,1199775,2044034,38570,5052533712,1170448,45922719,1986
369533.60,253952,62,283021,18647296450,41,51176433,0,268,49,49,5243,160,1,675,1263479,2,19,75521,39,47,146658668,1352,1,0,38,63,47,5,1474,675,0,0,0,52052111,3166080,5501069232,0,673,526,2,2,1,14,14,405,1,5501848528,5454735891,210527585,423443704,423460088,1,2,1,18631522976,73389,73389,14,14,14,423443704,46,3,287489,1294903,2178112,41998,5501848528,1263479,49876111,1986
371543.51,253952,62,300184,19777770230,44,56521615,0,298,50,50,5243,163,1,675,1403166,2,19,80369,39,47,147189572,1352,1,0,38,64,47,5,1474,675,0,0,0,56383331,4722669,5829294188,0,673,526,2,2,1,14,14,405,1,5831891787,5785233875,252805345,449149695,449166079,1,2,1,19762586580,73389,73389,14,14,14,449149695,46,3,297117,1436918,2376304,44520,5831891787,1403166,54009287,1986
373548.26,253952,62,311018,20491310282,48,61923248,0,338,50,50,5243,166,1,675,1467053,2,19,83484,39,47,147720476,1352,1,0,38,64,47,5,1474,675,0,0,0,58881340,4888377,6041093992,0,673,526,2,2,1,14,14,405,1,6039541097,5993693538,261491620,465362046,465378430,1,2,1,20475930024,73389,73389,14,14,14,465362046,46,3,300906,1502071,2443204,46111,6039541097,1467053,56440485,1986
375551.60,253952,62,327093,21550641426,48,64879699,0,370,60,60,5243,168,1,675,1558785,2,19,87980,39,47,147985928,1352,1,0,38,74,47,5,1474,675,0,0,0,62629435,5887732,6348854322,0,673,526,2,2,1,14,14,405,1,6349264233,6303398468,269588615,489431796,489448180,1,2,1,21534999024,73389,73389,14,14,14,489431796,46,3,327675,1598535,2647192,48474,6349264233,1558785,59983725,1986
377556.40,253952,62,350837,23114808756,48,64879699,0,370,60,60,5243,173,1,675,1626011,2,19,94771,39,47,148782284,1352,1,0,38,74,47,5,1474,675,0,0,0,66624582,5887914,6805484731,0,673,526,2,2,1,14,14,405,1,6805729290,6760607962,276272175,524997908,524997908,1,2,1,23099907952,73389,73389,14,14,14,524997908,46,3,333182,1667634,2722314,51963,6805729290,1626011,63903921,1986
379567.87,253952,62,371168,24454493296,48,66585450,0,392,60,60,5243,177,1,675,1728702,2,19,100537,39,47,149844092,1352,1,0,38,74,47,5,1474,675,0,0,0,70759591,6604996,7195833808,0,673,526,2,2,1,14,14,405,1,7196580675,7152075713,299020425,555442305,555458689,1,2,1,24439461420,73389,73389,14,14,14,555442305,46,3,354294,1772462,2894948,54951,7196580675,1728702,67867452,1986
381579.02,253952,62,387053,25500746700,55,77678206,0,430,60,60,5243,181,1,675,1862401,2,19,105102,39,47,150374996,1352,1,0,38,74,47,5,1474,675,0,0,0,74813694,7749556,7500801669,0,673,526,2,2,1,14,14,405,1,7501405630,7457876380,331533813,579227494,579243878,1,2,1,25486009736,73389,73389,14,14,14,579227494,46,3,361398,1909908,3059898,57283,7501405630,1862401,71756758,1986
383590.05,253952,62,400890,26409964328,56,80823425,0,476,61,61,5243,190,1,675,1957858,2,19,109342,39,47,151171352,1352,1,0,38,75,47,5,1474,675,0,0,0,78903529,9222686,7764275071,0,673,526,2,2,1,14,14,405,1,7762661286,7723587069,343261408,599899723,599916107,1,2,1,26395587812,73389,73389,14,14,14,599899723,46,3,374951,2010050,3198561,59317,7762661286,1957858,75708050,1986
383659.78,253952,62,400982,26415782060,58,80986784,2,478,61,61,5243,191,1,675,1958389,2,19,109422,44,47,158511825,1359,1,1038,43,82,47,38,1704,675,410,1038,130,79068797,9296474,7766939119,8,673,526,2,2,1,14,14,405,1,7763869224,7725268584,383907465,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,46,3,375049,2010597,3200923,59330,7763869224,1958389,75870965,1986
