timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1218988.68,253952,62,134528,8863158626,31,53980428,377,35,35,6110,136,675,1215681,11,33704,30,74,142688954,1352,1,0,29,49,0,5,2753,675,0,0,0,38286786,6650415,2642579423,0,675,495,2,1,14,14,431,1,2644638512,2594820310,105541252,201077680,201077680,1,2,1,8846697024,73389,73389,14,14,14,201061296,13,3,509259,1240867,2524487,20196,2644638512,1215681,35763580,2178
1220996.00,253952,62,147489,9717348858,31,57095585,418,36,36,6110,138,675,1332215,11,37350,30,74,143207792,1352,1,0,29,50,0,5,2753,675,0,0,0,42379182,7161063,2893849008,0,675,495,2,1,14,14,431,1,2893937456,2844488211,113537536,220494818,220511202,1,2,1,9701771992,73389,73389,14,14,14,220494818,13,3,513554,1359893,2677141,22098,2893937456,1332215,39703453,2178
1223005.77,253952,62,160948,10603851646,33,62507268,466,37,37,6110,140,675,1457330,11,41130,30,74,143738696,1352,1,0,29,51,0,5,2753,675,0,0,0,46503437,7678904,3151254905,0,675,495,2,1,14,14,431,1,3152251856,3103502059,124140180,240647077,240647077,1,2,1,10588471388,73389,73389,14,14,14,240647077,13,3,527686,1487452,2850789,24072,3152251856,1457330,43654202,2178
1225009.64,253952,62,178881,11785214130,33,67113779,489,42,42,6110,143,675,1563790,11,46184,30,74,144004148,1352,1,0,29,56,0,5,2753,675,0,0,0,50587784,7960265,3496241644,0,675,495,2,1,14,14,431,1,3497495504,3448816853,134506563,267491756,267508140,1,2,1,11769637264,73389,73389,14,14,14,267491756,13,3,548201,1596244,3044643,26706,3497495504,1563790,47544833,2178
1227013.23,253952,62,201622,13283797318,33,67113779,489,42,42,6110,147,675,1630315,11,52604,30,74,144800504,1352,1,0,29,56,0,5,2753,675,0,0,0,54623732,7967282,3933544346,0,675,495,2,1,14,14,431,1,3935144912,3886889792,144632242,301552699,301552699,1,2,1,13268318756,73389,73389,14,14,14,301552699,13,3,553369,1664730,3132523,30045,3935144912,1630315,51493077,2178
1229016.25,253952,62,222614,14667227138,33,67113779,489,42,42,6110,150,675,1700707,11,58496,30,74,145331408,1352,1,0,29,56,0,5,2753,675,0,0,0,58428156,7967738,4335845293,0,675,495,2,1,14,14,431,1,4339370960,4291295884,151451975,332988328,333004712,1,2,1,14651486432,73389,73389,14,14,14,332988328,13,3,559449,1737180,3232324,33129,4339370960,1700707,55197869,2178
1231019.48,253952,62,242202,15957582606,33,67113779,489,42,42,6110,153,675,1765772,11,64004,30,74,145596860,1352,1,0,29,56,0,5,2753,675,0,0,0,62182516,7968406,4713765061,0,675,495,2,1,14,14,431,1,4716071888,4668448511,160386259,362319057,362335441,1,2,1,15942038508,73389,73389,14,14,14,362319057,13,3,566570,1804109,3345039,36003,4716071888,1765772,58839690,2178
1233022.54,253952,62,261805,17249452018,33,67113779,489,42,42,6110,156,675,1831500,11,69512,30,74,146127764,1352,1,0,29,56,0,5,2753,675,0,0,0,66033217,7968574,5093123853,0,675,495,2,1,14,14,431,1,5093821392,5046230699,167575987,391678236,391678236,1,2,1,17233121488,73389,73389,14,14,14,391661852,13,3,570723,1871651,3443383,38885,5093821392,1831500,62592213,2178
1235026.08,253952,62,281748,18563338218,33,67113779,489,42,42,6110,160,675,1892815,11,75173,30,74,146658668,1352,1,0,29,56,0,5,2753,675,0,0,0,69878702,7968913,5476284833,0,675,495,2,1,14,14,431,1,5477469136,5430197468,184450566,421547478,421547478,1,2,1,18548089032,73389,73389,14,14,14,421547478,13,3,578677,1934716,3549103,41812,5477469136,1892815,66332143,2178
1237029.43,253952,62,301504,19864808654,33,67113779,489,42,42,6110,163,675,1960881,11,80726,30,74,147189572,1352,1,0,29,56,0,5,2753,675,0,0,0,73642863,7969080,5856042741,0,675,495,2,1,14,14,431,1,5856795467,5810678079,194495791,451127841,451127841,1,2,1,19849625004,73389,73389,14,14,14,451127841,13,3,580463,2004687,3672751,44710,5856795467,1960881,69972828,2178
1239032.69,253952,62,320884,21141339334,33,67113779,489,42,42,6110,167,675,2026470,11,86231,30,74,147720476,1352,1,0,29,56,0,5,2753,675,0,0,0,77452646,7969512,6228354299,0,675,495,2,1,14,14,431,1,6229595497,6183784922,202428240,480128731,480145115,1,2,1,21125664164,73389,73389,14,14,14,480128731,13,3,587629,2072156,3782236,47561,6229595497,2026470,73673290,2178
1241035.81,253952,62,343095,22604774524,33,67113779,489,42,42,6110,172,675,2090577,11,92608,30,74,148782284,1352,1,0,29,56,0,5,2753,675,0,0,0,81437591,7969578,6657079051,0,675,495,2,1,14,14,431,1,6656831498,6611402069,208470351,513403242,513419626,1,2,1,22589742648,73389,73389,14,14,14,513403242,13,3,590828,2138049,3859252,50827,6656831498,2090577,77581400,2178
1243038.91,253952,62,365423,24075865360,33,67113779,489,42,42,6110,177,675,2156173,11,98916,30,74,149578640,1352,1,0,29,56,0,5,2753,675,0,0,0,85474859,7969874,7086396964,0,675,495,2,1,14,14,431,1,7085955907,7041487217,219072750,546841593,546841593,1,2,1,24061030092,73389,73389,14,14,14,546841593,13,3,595489,2205420,3965967,54107,7085955907,2156173,81512153,2178
1245041.98,253952,62,385869,25422621172,33,67113779,489,42,42,6110,180,675,2218179,11,104707,30,74,150109544,1352,1,0,29,56,0,5,2753,675,0,0,0,89714241,7970130,7479147286,0,675,495,2,1,14,14,431,1,7478730174,7435098217,227082790,577454148,577454148,1,2,1,25407982512,73389,73389,14,14,14,577454148,13,3,596517,2269115,4070145,57110,7478730174,2218179,85647592,2178
1246589.75,253952,62,400982,26415782060,33,67113779,489,93,93,6110,191,675,2262115,11,109422,74,457,158511825,1359,1,1039,73,114,157,66,3314,675,444,1039,70,92934374,8005890,7767471127,8,675,495,2,1,14,14,431,1,7763869224,7725268584,383470042,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,13,3,602383,2314151,4166281,59330,7763869224,2262115,88771785,2178
