timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
291968.09,253952,62,174351,11486743338,21,44183091,402,26,26,3894,142,1,675,1142189,20,44913,33,183,144004148,1352,1,32,40,10,14,398,675,40927896,6891746,3407452039,675,405,2,1,14,14,533,1,3410070480,3361576463,121113761,260697158,260713542,1,2,1,11470674952,73389,73389,14,14,14,260697158,11,3,456262,1169404,2255903,26039,3410070480,1142189,38673535,2034
293980.45,253952,62,188589,12424888494,22,47842973,440,26,26,3894,144,1,675,1259231,20,48884,33,183,144269600,1352,1,32,40,10,14,398,675,45029442,7537155,3684815094,675,405,2,1,14,14,533,1,3684404176,3635883665,130092551,282029065,282029065,1,2,1,12409278860,73389,73389,14,14,14,282029065,11,3,457883,1288803,2391871,28132,3684404176,1259231,42639265,2034
295989.70,253952,62,203916,13434933258,23,50426318,493,27,27,3894,147,1,675,1386293,20,53231,33,183,144800504,1352,1,32,41,10,14,398,675,49295004,8131031,3979219997,675,405,2,1,14,14,533,1,3979447248,3931042975,138269417,304978670,304995054,1,2,1,13419061480,73389,73389,14,14,14,304978670,11,3,459316,1418250,2548633,30383,3979447248,1386293,46748212,2034
298001.64,253952,62,218345,14385861242,24,54194357,541,28,28,3894,149,1,675,1508807,20,57283,33,183,145065956,1352,1,32,42,10,14,398,675,53386993,8944837,4259061999,675,405,2,1,14,14,533,1,4257057744,4209057018,147499629,326603330,326603330,1,2,1,14369825624,73389,73389,14,14,14,326586946,11,3,462696,1543089,2710675,32501,4257057744,1508807,50678299,2034
300010.62,253952,62,232950,15348058110,24,56274500,575,32,32,3894,152,1,675,1630787,20,61424,33,183,145596860,1352,1,32,46,10,14,398,675,57532161,9884393,4537200034,675,405,2,1,14,14,533,1,4537945040,4490283702,156521188,348475909,348475909,1,2,1,15332219100,73389,73389,14,14,14,348459525,11,3,478112,1667277,2886749,34644,4537945040,1630787,54647524,2034
302014.54,253952,62,243420,16037936358,30,63074015,613,32,32,3894,153,1,675,1689532,20,64335,33,183,145596860,1352,1,32,46,10,14,398,675,60001149,9935671,4741770163,675,405,2,1,14,14,533,1,4739664848,4691940913,166147909,364149747,364166131,1,2,1,16022588868,73389,73389,14,14,14,364149747,11,3,478362,1727329,2949894,36183,4739664848,1689532,57053461,2034
304024.53,253952,62,256346,16889832830,31,64728942,657,36,36,3894,155,1,675,1801092,20,67972,33,183,146127764,1352,1,32,50,10,14,398,675,63571401,10515447,4990536844,675,405,2,1,14,14,533,1,4988701648,4941043183,172154849,383509541,383509541,1,2,1,16873698908,73389,73389,14,14,14,383493157,11,3,493176,1840807,3100474,38083,4988701648,1801092,60473259,2034
306032.02,253952,62,269705,17770106390,32,68964025,703,37,37,3894,158,1,675,1920633,20,71784,33,183,146658668,1352,1,32,51,10,14,398,675,67644887,11493630,5246384314,675,405,2,1,14,14,533,1,5245864912,5198292097,181983901,403508311,403524695,1,2,1,17754365684,73389,73389,14,14,14,403508311,11,3,502334,1962397,3250831,40045,5245864912,1920633,64396524,2034
308036.27,253952,62,281151,18524213226,35,73666183,756,37,37,3894,159,1,675,2004484,20,74952,33,183,146658668,1352,1,32,51,10,14,398,675,70578684,11798763,5468394501,675,405,2,1,14,14,533,1,5466328016,5418770337,190061901,420654550,420654550,1,2,1,18508800200,73389,73389,14,14,14,420654550,11,3,504899,2047767,3365159,41727,5466328016,2004484,67216094,2034
310042.88,253952,62,293867,19361390250,36,76238563,789,40,40,3894,162,1,675,2111131,20,78589,33,183,146924120,1352,1,32,54,10,14,398,675,74158036,12307325,5709308364,675,405,2,1,14,14,533,1,5709994827,5663544127,197080056,439682790,439682790,1,2,1,19346042760,73389,73389,14,14,14,439682790,11,3,519591,2156397,3511738,43590,5709994827,2111131,70648987,2034
312047.11,253952,62,303744,20012671102,38,79161698,821,40,40,3894,164,1,675,2167341,20,81392,33,183,147455024,1352,1,32,54,10,14,398,675,76453501,12326870,5902861931,675,405,2,1,14,14,533,1,5900704587,5853906852,202385809,454486117,454502501,1,2,1,19997389148,73389,73389,14,14,14,454486117,11,3,520227,2213864,3579760,45045,5900704587,2167341,72876522,2034
314058.60,253952,62,317039,20888026154,39,81455552,860,44,44,3894,167,1,675,2268735,20,85184,33,183,147720476,1352,1,32,58,10,14,398,675,80145568,13132976,6157694073,675,405,2,1,14,14,533,1,6155933033,6109731156,209733487,474380550,474396934,1,2,1,20872744200,73389,73389,14,14,14,474380550,11,3,534309,2317270,3734982,46999,6155933033,2268735,76413494,2034
316071.09,253952,62,331671,21852257946,40,84776361,909,44,44,3894,169,1,675,2375005,20,89285,33,183,148251380,1352,1,32,58,10,14,398,675,84298598,14073618,6438724255,675,405,2,1,14,14,533,1,6437475689,6391526371,218769000,496291930,496308314,1,2,1,21836844920,73389,73389,14,14,14,496291930,11,3,542498,2425843,3873990,49147,6437475689,2375005,80427655,2034
318078.12,253952,62,345708,22777081900,42,89939504,954,47,47,3894,172,1,675,2479919,20,93320,33,183,148782284,1352,1,32,61,10,14,398,675,88333809,14957922,6707374469,675,405,2,1,14,14,533,1,6707163146,6661828805,228837031,517326766,517343150,1,2,1,22762377704,73389,73389,14,14,14,517326766,11,3,551091,2533977,4036246,51211,6707163146,2479919,84300756,2034
320082.65,253952,62,358810,23640247256,43,93694148,1003,47,47,3894,174,1,675,2597622,20,97000,33,183,149047736,1352,1,32,61,10,14,398,675,92136709,15400154,6958634041,675,405,2,1,14,14,533,1,6959345674,6914255819,237981831,536934479,536934479,1,2,1,23625117076,73389,73389,14,14,14,536934479,11,3,557265,2653860,4166511,53135,6959345674,2597622,87973514,2034
322088.59,253952,62,368402,24272158912,45,97450287,1028,47,47,3894,177,1,675,2651482,20,99783,33,183,149844092,1352,1,32,61,10,14,398,675,94397772,15400340,7145106380,675,405,2,1,14,14,533,1,7143365443,7098825159,244036819,551305789,551305789,1,2,1,24257454716,73389,73389,14,14,14,551305789,11,3,561469,2709079,4242270,54545,7143365443,2651482,90158906,2034
324097.07,253952,62,383104,25240712772,45,99150024,1066,49,49,3894,179,1,675,2769244,20,103900,33,183,149844092,1352,1,32,63,10,14,398,675,98482263,15869192,7427607206,675,405,2,1,14,14,533,1,7425974957,7381942761,250614825,573317632,573317632,1,2,1,25225975808,73389,73389,14,14,14,573317632,11,3,568882,2829223,4412857,56702,7425974957,2769244,94072966,2034
326109.06,253952,62,396495,26121415624,46,102929206,1110,51,51,3894,185,1,675,2879850,20,107873,33,183,151171352,1352,1,32,65,10,14,398,675,102477196,16513943,7682392946,675,405,2,1,14,14,533,1,7680628589,7639334528,259540852,593338819,593338819,1,2,1,26106187140,73389,73389,14,14,14,593322435,11,3,578298,2942079,4569458,58665,7680628589,2879850,97911433,2034
