timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
549684.90,1,253952,62,151436,9977346710,32,48273654,0,317,37,37,5388,138,1,675,1049877,55,38425,32,26,143207792,1352,1,0,31,51,26,5,914,675,0,0,0,35204654,5373058,2969248197,0,675,409,2,1,14,14,410,1,2969729562,2920441461,141713739,226406839,226406839,1,2,1,9961900916,73389,73389,14,14,14,226406839,10,3,311279,1073768,1847099,22677,2969729562,1049877,33358793,2041
551696.69,1,253952,62,165238,10886593798,34,53586818,0,354,39,39,5388,141,1,675,1158198,55,42367,32,26,144004148,1352,1,0,31,53,26,5,914,675,0,0,0,39160950,6491938,3233161430,0,675,409,2,1,14,14,410,1,3234827216,3186096933,153203845,247064843,247081227,1,2,1,10870853092,73389,73389,14,14,14,247064843,10,3,320206,1184373,1995199,24702,3234827216,1158198,37167120,2041
553701.37,1,253952,62,177427,11689393882,37,58488514,0,404,39,39,5388,143,1,675,1243653,55,45784,32,26,144004148,1352,1,0,31,53,26,5,914,675,0,0,0,42427514,6894969,3469850480,0,675,409,2,1,14,14,410,1,3469315024,3420853196,162036326,265317002,265317002,1,2,1,11673948088,73389,73389,14,14,14,265317002,10,3,323190,1271733,2100114,26491,3469315024,1243653,40328877,2041
555710.96,1,253952,62,188628,12427516794,37,60013907,0,427,40,40,5388,144,1,675,1318476,55,48894,32,26,144269600,1352,1,0,31,54,26,5,914,675,0,0,0,45188213,7005221,3685837174,0,675,409,2,1,14,14,410,1,3684928464,3636575085,166477542,282078217,282100634,1,2,1,12411441548,73389,73389,14,14,14,282078217,10,3,323814,1348227,2189057,28136,3684928464,1318476,43000737,2041
557716.85,1,253952,62,202414,13335967282,38,63232796,0,463,42,42,5388,147,1,675,1427337,55,52820,32,26,144800504,1352,1,0,31,56,26,5,914,675,0,0,0,49108820,7669208,3951259249,0,675,409,2,1,14,14,410,1,3950611408,3902143240,173550213,302738380,302738380,1,2,1,13320488720,73389,73389,14,14,14,302738380,10,3,329630,1459350,2347836,30163,3950611408,1427337,46762692,2041
559721.72,1,253952,62,214923,14160269790,42,68362131,0,516,44,44,5388,149,1,675,1511332,55,56340,32,26,145065956,1352,1,0,31,58,26,5,914,675,0,0,0,52452035,8093339,4192153044,0,675,409,2,1,14,14,410,1,4190997456,4143095772,183815819,321477741,321477741,1,2,1,14145020604,73389,73389,14,14,14,321477741,10,3,333771,1545312,2438898,31997,4190997456,1511332,50014958,2041
561730.60,1,253952,62,225934,14886133918,43,69768603,0,533,47,47,5388,151,1,675,1582085,55,59484,32,26,145596860,1352,1,0,31,61,26,5,914,675,0,0,0,54956282,8224826,4402621243,0,675,409,2,1,14,14,410,1,4403203024,4355285296,187911178,337974653,337974653,1,2,1,14870163836,73389,73389,14,14,14,337958269,10,3,346842,1617667,2538959,33616,4403203024,1582085,52419240,2041
563738.21,1,253952,62,240591,15851473206,43,72169403,0,577,48,48,5388,153,1,675,1720291,55,63565,32,26,145596860,1352,1,0,31,62,26,5,914,675,0,0,0,59036824,9107784,4684933150,0,675,409,2,1,14,14,410,1,4685401040,4637446929,195663556,359914927,359914927,1,2,1,15836256788,73389,73389,14,14,14,359914927,10,3,356624,1758270,2711385,35769,4685401040,1720291,56327474,2041
565742.64,1,253952,62,250673,16515923486,46,76912257,0,609,48,48,5388,155,1,675,1783089,55,66423,32,26,145862312,1352,1,0,31,62,26,5,914,675,0,0,0,61286664,9124168,4880578465,0,675,409,2,1,14,14,410,1,4879518672,4831755633,202704475,375007133,375023517,1,2,1,16500313852,73389,73389,14,14,14,375007133,10,3,357171,1822366,2793308,37250,4879518672,1783089,58495472,2041
567750.58,1,253952,62,265274,17478123662,46,78750328,0,644,50,50,5388,157,1,675,1915746,55,70514,32,26,146393216,1352,1,0,31,64,26,5,914,675,0,0,0,64922646,9821484,5158442005,0,675,409,2,1,14,14,410,1,5160799184,5113037974,208798405,396877553,396877553,1,2,1,17462612332,73389,73389,14,14,14,396877553,10,3,367740,1957335,2972465,39396,5160799184,1915746,61952420,2041
569755.62,1,253952,62,277786,18302622778,48,82702016,0,690,50,50,5388,159,1,675,2013913,55,74064,32,26,146658668,1352,1,0,31,64,26,5,914,675,0,0,0,68058863,10134295,5403259037,0,675,409,2,1,14,14,410,1,5401316304,5354005195,216783680,415616914,415616914,1,2,1,18287144216,73389,73389,14,14,14,415616914,10,3,370467,2057406,3081014,41231,5401316304,2013913,64980200,2041
571768.05,1,253952,62,290710,19153696742,48,84068774,0,723,51,51,5388,161,1,675,2113374,55,77674,32,26,146924120,1352,1,0,31,65,26,5,914,675,0,0,0,71098810,10364490,5649922017,0,675,409,2,1,14,14,410,1,5649046347,5602764479,221568007,434954291,434970675,1,2,1,19137988804,73389,73389,14,14,14,434954291,10,3,375764,2158802,3219521,43125,5649046347,2113374,67881754,2041
573776.04,1,253952,62,305998,20161185602,48,86609105,0,773,53,53,5388,164,1,675,2265229,55,82011,32,26,147455024,1352,1,0,31,67,26,5,914,675,0,0,0,75097197,11139494,5944970715,0,675,409,2,1,14,14,410,1,5943827275,5897293087,229253470,457862936,457862936,1,2,1,20145969184,73389,73389,14,14,14,457862936,10,3,381741,2314743,3407711,45374,5943827275,2265229,71692093,2041
575786.63,1,253952,62,321066,21153266886,49,89799171,0,805,54,54,5388,168,1,675,2405532,55,86316,32,26,147720476,1352,1,0,31,68,26,5,914,675,0,0,0,79073304,12063847,6232444513,0,675,409,2,1,14,14,410,1,6233265513,6187258881,237851367,480415451,480415451,1,2,1,21138279844,73389,73389,14,14,14,480415451,10,3,392564,2457572,3592358,47589,6233265513,2405532,75483693,2041
577796.50,1,253952,62,334952,22068194904,50,95005468,0,840,56,56,5388,171,1,675,2523177,55,90349,32,26,148516832,1352,1,0,31,70,26,5,914,675,0,0,0,82934311,12843374,6499635869,0,675,409,2,1,14,14,410,1,6499938314,6454556121,248171279,501204527,501220911,1,2,1,22052999188,73389,73389,14,14,14,501204527,10,3,401469,2577564,3759567,49630,6499938314,2523177,79177616,2041
579801.03,1,253952,62,346522,22830693656,54,100353468,0,881,56,56,5388,172,1,675,2604734,55,93541,32,26,148782284,1352,1,0,31,70,26,5,914,675,0,0,0,85697448,13166578,6724910827,0,675,409,2,1,14,14,410,1,6722891786,6677466405,257057446,518545215,518545215,1,2,1,22815989460,73389,73389,14,14,14,518545215,10,3,404950,2660709,3857771,51331,6722891786,2604734,81842644,2041
581811.73,1,253952,62,360364,23742546932,54,102210528,0,923,58,58,5388,175,1,675,2706799,55,97480,32,26,149313188,1352,1,0,31,72,26,5,914,675,0,0,0,89156730,13468884,6991462274,0,675,409,2,1,14,14,410,1,6988796460,6944106189,262143197,539264881,539264881,1,2,1,23727654764,73389,73389,14,14,14,539264881,10,3,411349,2764875,3985825,53364,6988796460,2706799,85173994,2041
583818.50,1,253952,62,375027,24708458528,54,104965983,0,965,58,58,5388,178,1,675,2851784,55,101644,32,26,149844092,1352,1,0,31,72,26,5,914,675,0,0,0,93154313,14321570,7272119340,0,675,409,2,1,14,14,410,1,7270505283,7226353708,270830991,561217221,561233605,1,2,1,24693557724,73389,73389,14,14,14,561217221,10,3,421493,2912221,4194026,55515,7270505283,2851784,88963506,2041
585831.98,1,253952,62,389235,25644018320,54,107738928,0,1007,59,59,5388,183,1,675,2988701,55,105818,32,26,150640448,1352,1,0,31,73,26,5,914,675,0,0,0,97202418,15084954,7542933010,0,675,409,2,1,14,14,410,1,7542368135,7499765207,278843827,582481433,582497817,1,2,1,25629183052,73389,73389,14,14,14,582481433,10,3,425991,3051527,4345927,57603,7542368135,2988701,92859839,2041
587652.20,1,253952,62,400982,26415782060,56,111206859,1,1045,61,61,5388,191,1,675,3088877,55,109422,39,26,158511825,1359,1,1038,38,82,26,31,948,675,597,1038,128,100882450,15914743,7767311531,8,675,409,2,1,14,14,410,1,7763869224,7725268584,345577081,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,434046,3153631,4490822,59330,7763869224,3088877,96395094,2041
