timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
471128.49,17,253952,62,103955,6847991402,6,18002040,797,8,8,6424,716,10,585,831887,0,8,40854,16,118357797,1172,1,0,4,466,129515494,6,518061976,15,22,0,9,297,585,0,0,0,58422419,2366394,2188640663,0,585,318,0,3,1,14,14,943,0,3,2187172560,2158966666,78599593,131477360,131510128,1,3,1,0,6836822752,73389,73389,14,14,14,131477364,5,3,149840,851868,1231766,18180,2187172560,831887,57192766,1260
473142.60,21,253952,62,113499,7475976714,6,19072297,889,10,10,6424,783,10,585,915211,0,8,44642,16,118357797,1172,1,0,4,466,141501185,6,565940116,15,24,0,9,297,585,0,0,0,64368332,2719127,2386734820,0,585,318,0,3,1,14,14,943,0,3,2384860672,2356919786,85935934,143567864,143567864,1,3,1,0,7465528960,73389,73389,14,14,14,143567868,5,3,165081,937184,1364218,19828,2384860672,915211,63006445,1260
475148.02,22,253952,62,123310,8123330368,6,20388959,974,10,10,6424,843,10,585,999082,0,8,48460,16,118357797,1172,1,0,4,466,153682983,6,614731932,15,24,0,9,297,585,0,0,0,70216327,2898791,2590438644,0,585,318,0,3,1,14,14,943,0,3,2588693495,2560511071,93216726,156022246,156022246,1,3,1,0,8112304856,73389,73389,14,14,14,156005866,5,3,172583,1023049,1473377,21509,2588693495,999082,68745492,1260
477153.97,22,253952,62,133038,8764001736,7,22874144,1010,10,10,6424,908,10,585,1059148,0,8,52307,16,118357797,1172,1,0,4,466,165794495,6,663177980,15,24,0,9,297,585,0,0,0,74756621,2905244,2792677904,0,585,318,0,3,1,14,14,943,0,3,2790853112,2762316351,100306792,168337808,168337808,1,3,1,0,8753566048,73389,73389,14,14,14,168337812,5,3,173114,1084645,1540392,23184,2790853112,1059148,73218946,1260
479161.77,22,253952,62,142578,9393028032,7,24495512,1069,11,11,6424,974,10,585,1121200,0,8,56096,16,118357797,1172,1,0,4,466,177771751,6,711087004,15,25,0,9,297,585,0,0,0,79360687,2955380,2989167928,0,585,318,0,3,1,14,14,943,0,3,2986647590,2960300147,106577979,180419676,180436060,1,3,1,0,9381823184,73389,73389,14,14,14,180419680,5,3,191380,1148240,1667200,24818,2986647590,1121200,77696407,1260
481169.94,23,253952,62,152998,10079641546,7,25813825,1143,11,11,6424,1037,10,585,1216277,0,8,60208,16,118357797,1172,1,0,4,466,190875806,6,763438392,15,25,0,9,297,585,0,0,0,85564220,3516357,3205865846,0,585,318,0,3,1,14,14,943,0,3,3203121719,3176269355,114615003,193648424,193648424,1,3,1,0,10069718080,73389,73389,14,14,14,193648428,5,3,196683,1245540,1777851,26610,3203121719,1216277,83789506,1260
483176.35,25,253952,62,164972,10869123614,7,26752929,1228,11,11,6424,1116,10,585,1314801,0,8,64926,16,118357797,1172,1,0,4,466,205819110,6,823276440,15,25,0,9,297,585,0,0,0,92182714,3871528,3455972154,0,585,318,0,3,1,14,14,943,0,3,3452586290,3424944677,122396846,208820391,208820391,1,3,1,0,10858660364,73389,73389,14,14,14,208820395,5,3,205244,1346390,1909725,28678,3452586290,1314801,90276387,1260
485184.50,25,253952,62,175728,11578360524,8,29324881,1282,12,12,6424,1180,10,585,1376452,0,8,69129,16,118369863,1172,1,0,4,466,219115779,6,876398452,15,26,0,9,297,585,0,0,0,96728983,3874644,3679266500,0,585,318,0,3,1,14,14,943,0,3,3675830380,3647990350,129613178,222470805,222470805,1,3,1,0,11568481892,73389,73389,14,14,14,222470809,5,3,211425,1409576,1980605,30520,3675830380,1376452,94751956,1260
487199.08,26,253952,62,188427,12414982146,8,30049152,1373,12,12,6424,1262,11,585,1476162,0,8,74157,16,118671513,1172,1,0,4,466,235126361,6,940376492,15,26,0,9,297,585,0,0,0,103711740,4197694,3940762992,0,585,318,0,3,1,14,14,943,0,3,3938236530,3911451248,137626222,238562435,238562435,1,3,1,0,12405246652,73389,73389,14,14,14,238562439,5,3,218183,1511717,2111703,32696,3938236530,1476162,101603880,1260
489211.02,28,253952,62,200526,13210713588,9,32299793,1458,13,13,6424,1343,11,585,1571623,0,8,78907,16,118671513,1172,1,0,4,466,250145708,6,1000582832,15,27,0,9,297,585,0,0,0,110218982,4743465,4193580157,0,585,318,0,3,1,14,14,943,0,3,4189898089,4162125728,146645278,253845660,253862044,1,3,1,0,13199122384,73389,73389,14,14,14,253829280,5,3,222128,1609453,2212645,34784,4189898089,1571623,108010431,1260
491228.03,28,253952,62,211947,13963278552,9,33740273,1534,13,13,6424,1419,11,585,1673297,0,8,83423,16,118671513,1172,1,0,4,466,264478053,6,1057912212,15,27,0,9,297,585,0,0,0,116533968,5096993,4431524869,0,585,318,0,3,1,14,14,943,0,3,4427624881,4399221915,154673509,268317433,268317433,1,3,1,0,13952506548,73389,73389,14,14,14,268317437,5,3,229219,1713355,2336523,36755,4427624881,1673297,114201768,1260
493235.27,29,253952,62,223318,14712578782,9,35077126,1614,13,13,6424,1490,16,585,1773336,0,8,87896,16,118671513,1172,1,0,4,466,278681122,6,1114724488,15,27,0,9,297,585,0,0,0,122953178,5456034,4668822814,0,585,318,0,3,1,14,14,943,0,3,4664544756,4635134718,162828961,282723670,282740054,1,3,1,0,14701630872,73389,73389,14,14,14,282723674,5,3,236769,1815686,2452475,38715,4664544756,1773336,120505260,1260
495247.02,29,253952,62,234206,15430225124,9,36883255,1672,13,13,6424,1558,16,585,1867772,0,8,92185,16,118671513,1172,1,0,4,466,292285568,6,1169077612,15,27,0,9,297,585,0,0,0,129025374,5592430,4893708965,0,585,318,0,3,1,14,14,943,0,3,4889735111,4860795749,170695240,296523699,296556467,1,3,1,0,15419232380,73389,73389,14,14,14,296523703,5,3,240712,1912270,2574674,40577,4889735111,1867772,126455478,1260
497252.40,29,253952,62,245239,16157639638,9,37863030,1740,13,13,6424,1633,16,585,1954494,0,8,96499,16,118671513,1172,1,0,4,466,306067751,6,1224206316,15,27,0,9,297,585,0,0,0,134835693,5793824,5123734275,0,585,318,0,3,1,14,14,943,0,3,5119934066,5089806680,177762292,310534561,310534561,1,3,1,0,16147797204,73389,73389,14,14,14,310534565,5,3,249843,2001032,2687524,42489,5119934066,1954494,132153178,1260
499262.01,29,253952,62,255135,16808717754,10,40682320,1756,13,13,6424,1692,16,585,2013806,0,8,100411,16,118671513,1172,1,0,4,466,318392778,6,1273571112,15,27,0,9,297,585,0,0,0,139339309,5794250,5328407158,0,585,318,0,3,1,14,14,943,0,3,5323525283,5294726834,185122985,323051049,323051049,1,3,1,0,16798654580,73389,73389,14,14,14,323051053,5,3,254593,2061849,2773555,44167,5323525283,2013806,136570939,1260
501270.13,30,253952,62,264670,17437416370,11,41994337,1795,14,14,6424,1754,16,585,2068670,0,8,104172,16,118671513,1172,1,0,4,466,330353223,6,1321348256,15,28,0,9,297,585,0,0,0,143434492,5818591,5528377389,0,585,318,0,3,1,14,14,943,0,3,5523319291,5492881816,190554488,335132917,335132917,1,3,1,0,17426911716,73389,73389,14,14,14,335132921,5,3,265330,2118114,2849316,45822,5523319291,2068670,140590532,1260
503281.79,31,253952,62,275931,18181052088,11,43425153,1846,15,15,6424,1832,16,585,2158285,0,8,108620,16,118671513,1172,1,0,4,466,344388022,6,1377552088,15,29,0,9,297,585,0,0,0,149610832,6002929,5765391134,0,585,318,0,3,1,14,14,943,0,3,5760239809,5727362321,198332822,349397287,349413671,1,3,1,0,18168658956,73389,73389,14,14,14,349397291,5,3,277628,2209909,2974107,47793,5760239809,2158285,146642314,1260
505294.57,31,253952,62,287252,18927413366,11,44919459,1925,15,15,6424,1903,17,585,2251729,0,8,113076,16,118671513,1172,1,0,4,466,358539032,6,1434091600,15,29,0,9,297,585,0,0,0,155988865,6213686,6002380567,0,585,318,0,3,1,14,14,943,0,3,5997263203,5962422340,206391056,363752213,363752213,1,3,1,0,18915115108,73389,73389,14,14,14,363752217,5,3,283702,2305492,3086045,49763,5997263203,2251729,152908640,1260
507305.36,31,253952,62,298872,19692719754,11,45913465,2016,15,15,6424,1973,19,594,2351579,0,8,117653,16,120170349,1190,1,0,4,466,373022831,6,1492091324,15,29,0,9,297,594,0,0,0,162689763,6578431,6247819948,0,594,328,0,3,1,14,14,943,0,3,6242723526,6203902205,214423535,378443011,378443011,1,3,1,0,19678184636,73389,73389,14,14,14,378426631,5,3,290514,2407626,3233541,51785,6242723526,2351579,159462278,1287
509310.77,32,253952,62,309967,20422776898,11,46797782,2087,15,15,6424,2049,19,612,2428779,0,8,121969,16,123482531,1226,1,0,4,466,386804641,6,1547218564,15,29,0,9,297,612,0,0,0,168319886,6670548,6483746729,0,612,356,0,3,1,14,14,943,0,3,6478309826,6434538817,221001756,392435774,392435774,1,3,1,0,20406660280,73389,73389,14,14,14,392435778,5,3,300404,2486763,3321620,53749,6478309826,2428779,165004533,1353
511325.29,32,253952,62,320819,21136266110,13,49066493,2122,17,17,6424,2117,19,639,2501931,2,8,126256,16,127805841,1280,1,0,4,466,400300211,6,1601200844,15,31,0,9,297,639,0,0,0,173339372,6744317,6723840376,0,637,379,2,3,1,14,14,943,0,3,6718088623,6660305470,228375224,406076725,406093109,1,3,1,0,21115989732,73389,73389,14,14,14,406076729,5,3,315123,2561645,3410492,55733,6718088623,2501931,169935331,1444
513337.77,32,253952,62,333504,21971934030,13,49719987,2216,17,17,6424,2197,20,648,2609452,2,8,131223,16,129305048,1298,1,0,4,466,416085089,6,1664211172,15,31,0,9,297,648,0,0,0,180450802,7067842,6997800216,0,646,386,2,3,1,14,14,943,0,3,6991541255,6923821316,236442075,422119203,422119203,1,3,1,0,21949346620,73389,73389,14,14,14,422102823,5,3,317284,2671755,3535056,58008,6991541255,2609452,176922443,1480
515355.46,33,253952,62,346279,22815040964,13,50359598,2318,17,17,6424,2280,20,684,2719400,4,8,136247,16,135085472,1370,1,0,4,466,431970485,6,1727881940,15,31,0,9,297,684,0,0,0,187555314,7411824,7281862805,0,680,419,4,3,1,14,14,943,0,3,7275069651,7190662479,244501062,438247031,438263415,1,3,1,0,22788845644,73389,73389,14,14,14,438247035,5,3,319732,2784326,3656355,60363,7275069651,2719400,183905914,1605
517364.70,33,253952,62,358539,23622172396,13,51055871,2416,17,17,6424,2353,20,729,2828056,8,8,141049,16,142922661,1460,1,0,4,466,447255307,6,1788956504,15,31,0,9,297,729,0,0,0,194636432,7719381,7552583024,0,721,477,8,3,1,14,14,943,0,3,7545946209,7445843318,252549856,453701844,453718228,1,3,1,0,23592495920,73389,73389,14,14,14,453701848,5,3,325980,2895605,3784995,62594,7545946209,2828056,190858647,1779
519376.71,35,253952,62,371305,24461414006,13,53285974,2496,18,18,6424,2439,20,828,2940817,8,8,146018,16,160039161,1658,1,0,4,466,463023188,6,1851834300,15,32,0,9,297,828,0,0,0,201907778,8018458,7839310536,0,820,578,8,3,1,14,14,943,0,3,7832535527,7712085045,262349725,469727297,469727297,1,3,1,0,24425819476,73389,73389,14,14,14,469727301,5,3,331586,3011078,3919329,64992,7832535527,2940817,197995926,2119
521382.76,38,253952,62,384694,25344951324,13,55306274,2568,18,18,6424,2524,20,972,3062004,8,8,151280,16,185693808,1946,1,0,4,466,479652580,6,1918610320,15,32,0,9,297,972,0,0,0,209557906,8178126,8140496051,0,964,713,8,3,1,14,14,943,0,3,8133456280,7992159568,272045299,486592405,486592405,1,3,1,0,25302805092,73389,73389,14,14,14,486592409,5,3,336025,3135044,4049509,67494,8133456280,3062004,205516160,2630
523390.59,38,253952,62,395362,26046750508,15,58978526,2602,18,18,6424,2592,20,1188,3125602,8,8,155349,16,222588668,2378,1,0,4,466,492684561,6,1970738244,15,32,0,9,297,1188,0,0,0,213918689,8178228,8391320025,0,1180,812,8,3,1,14,14,943,0,3,8383714046,8215636373,280199707,499893166,499909550,1,3,1,0,25994444664,73389,73389,14,14,14,499893170,5,3,354992,3200209,4145651,69572,8383714046,3125602,209780968,3196
525405.60,39,253952,62,408672,26923894758,15,60233897,2685,20,20,6424,2676,20,1467,3245992,8,8,160577,16,272615344,2936,1,0,4,466,509119550,6,2036413432,15,34,0,9,297,1467,0,0,0,221532142,8299259,8713617871,0,1459,1051,8,3,1,14,14,943,0,3,8705621143,8495355539,289169985,516528898,516528898,1,3,1,0,26859502728,73389,73389,14,14,14,516528902,5,3,372250,3323358,4326557,72234,8705621143,3245992,217212770,4177
527420.37,40,253952,62,422108,27808563026,15,61850850,2746,20,20,6424,2756,24,1683,3380789,8,8,165787,16,311776369,3368,1,0,4,466,525649471,6,2102468756,15,34,0,9,297,1683,0,0,0,229633435,8526844,9035158939,0,1675,1248,8,3,1,14,14,943,0,3,9027815591,8777529254,299119142,533310815,533310815,1,3,1,0,27732162412,73389,73389,14,14,14,533310819,5,3,373293,3461107,4496246,74870,9027815591,3380789,225145644,4943
529429.06,40,253952,62,435789,28709749308,15,63982138,2813,20,20,6424,2848,25,2034,3510052,8,8,171096,16,373658847,4070,1,0,4,466,542448756,6,2169730460,15,34,0,9,297,2034,0,0,0,237552114,8670684,9368849278,0,2026,1564,8,3,1,14,14,943,0,3,9360320324,9065201802,308534290,550366942,550366942,1,3,1,0,28619081016,73389,73389,14,14,14,550366946,5,3,385675,3593246,4675072,77632,9360320324,3510052,232885767,6216
531434.08,40,253952,62,448505,29548296650,17,67166350,2877,20,20,6424,2923,25,2466,3599262,8,8,175950,16,450298152,4934,1,0,4,466,557944072,6,2231711576,15,34,0,9,297,2466,0,0,0,243424924,8719595,9678104215,0,2458,1865,8,3,1,14,14,943,0,3,9670385279,9333091636,318415712,566228752,566228752,1,3,1,0,29443895136,73389,73389,14,14,14,566228756,5,3,399552,3684524,4797202,80187,9670385279,3599262,238636673,7384
533439.22,42,253952,62,460978,30369105414,18,69021232,2948,21,21,6424,3003,25,2709,3687643,8,8,180765,16,492749689,5420,1,0,4,466,573189413,6,2292692980,15,35,0,9,297,2709,0,0,0,249129192,8719797,9984861856,0,2701,2064,8,3,1,14,14,943,0,3,9976392590,9595412576,325971948,581775836,581775836,1,3,1,0,30252343504,73389,73389,14,14,14,581775840,5,3,409308,3775104,4891964,82693,9976392590,3687643,244246417,8078
535444.39,42,253952,62,472890,31154572514,19,71256482,3005,23,23,6424,3089,30,2781,3776898,8,8,185460,16,507436778,5564,1,0,4,466,588164551,6,2352658204,15,37,0,9,297,2781,0,0,0,255022138,8773090,10271074711,0,2773,2136,8,3,1,14,14,943,0,3,10262780986,9845472699,334108208,596702043,596702043,1,3,1,0,31028506268,73389,73389,14,14,14,596702047,5,3,421234,3866469,5008728,85029,10262780986,3776898,250022815,8303
535988.80,42,253952,62,475517,31327652602,20,72617274,3028,23,23,6424,3130,30,2781,3790801,8,8,186584,23,515078901,5571,1,1228,4,466,591599349,6,2366397396,22,44,1,15,322,2781,1,1228,82,256314675,8773227,10328477120,8,2773,2136,8,3,1,14,14,943,84952838,3,10319077379,9899921156,506699587,600037902,600037902,1,3,1,84952838,31201970936,73389,73389,14,14,14,600037906,5,3,423736,3880747,5025742,85466,10319077379,3790801,251298388,8303
