timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
501534.00,35,253952,62,301517,19863951480,20,56492363,0,2048,24,24,6612,1989,15,693,2424414,8,10,118586,16,12,137333997,1388,1,0,4,572,375962830,6,1503786768,15,38,9,395,693,0,0,0,161493734,6686627,6355481270,0,685,612,8,3,1,14,14,1044,3,6350193688,6262458211,224249571,381441283,381457667,1,3,1,19834946748,73389,73389,14,14,14,381441287,6,3,305456,2485077,3377392,52782,6350193688,2424414,158122438,2025
503548.17,40,253952,62,312032,20556219494,20,58162238,0,2125,24,24,6612,2059,15,693,2519857,8,10,122698,16,12,137647713,1388,1,0,4,572,388993440,6,1555909352,15,38,9,395,693,0,0,0,167743657,6854604,6586705594,0,685,612,8,3,1,14,14,1044,3,6581077779,6481540776,232332630,394674349,394690733,1,3,1,20523066180,73389,73389,14,14,14,394674353,6,3,309608,2582749,3500943,54704,6581077779,2519857,164249018,2025
505560.45,43,253952,62,323304,21299011472,20,59598272,0,2211,24,24,6612,2128,15,756,2624663,8,10,127107,16,12,149417432,1514,1,0,4,572,402966137,6,1611735316,15,38,9,395,756,0,0,0,174166075,7097453,6840487441,0,748,668,8,3,1,14,14,1044,3,6834108891,6717074976,240403431,408849681,408849681,1,3,1,21259443744,73389,73389,14,14,14,408835460,6,3,312941,2689972,3628473,56816,6834108891,2624663,170544146,2261
507569.55,43,253952,62,334690,22048703508,20,60655145,0,2317,24,24,6612,2201,15,792,2732275,8,10,131561,16,12,155749020,1586,1,0,4,572,417065917,6,1668198840,15,38,9,395,792,0,0,0,180889414,7372079,7093484048,0,784,693,8,3,1,14,14,1044,3,7087269241,6954596208,248426380,423161932,423178316,1,3,1,22004420496,73389,73389,14,14,14,423161936,6,3,321436,2801004,3752156,58904,7087269241,2732275,177144024,2386
509574.54,44,253952,62,344778,22714283030,21,62392276,0,2377,24,24,6612,2268,15,792,2812223,8,10,135472,16,12,156641904,1586,1,0,4,572,429472398,6,1717889592,15,38,9,395,792,0,0,0,186139618,7454202,7324597637,0,784,693,8,3,1,14,14,1044,3,7318577700,7165861063,255486032,435862074,435862074,1,3,1,22663975912,73389,73389,14,14,14,435845694,6,3,325815,2882990,3858188,60838,7318577700,2812223,182288384,2386
511581.86,44,253952,62,354907,23381523918,22,63711100,0,2422,27,27,6612,2331,16,792,2898402,8,10,139464,16,12,156641904,1586,1,0,4,572,442130528,6,1768522112,15,41,9,395,792,0,0,0,191593960,7583935,7558963035,0,784,693,8,3,1,14,14,1044,3,7551823150,7377524797,262386315,448585077,448585077,1,3,1,23326424036,73389,73389,14,14,14,448585081,6,3,336226,2971169,3957970,62785,7551823150,2898402,187643152,2386
513592.37,47,253952,62,366782,24164155942,23,65599516,0,2531,28,28,6612,2405,16,810,3026897,8,10,144081,16,12,159638994,1622,1,0,4,572,456785066,6,1827140264,15,42,9,395,810,0,0,0,198605527,7910800,7835259574,0,802,709,8,3,1,14,14,1044,3,7828923281,7626584796,271352328,463464291,463464291,1,3,1,24100143164,73389,73389,14,14,14,463464295,6,3,340643,3102409,4114136,65083,7828923281,3026897,194498799,2449
515599.47,47,253952,62,378711,24950990540,23,67660324,0,2630,28,28,6612,2477,17,846,3149867,8,10,148750,16,12,165890192,1694,1,0,4,572,471586367,6,1886345468,15,42,9,395,846,0,0,0,205727272,8231058,8113866212,0,838,741,8,3,1,14,14,1044,3,8107274547,7876127780,280470355,478478451,478478451,1,3,1,24880879484,73389,73389,14,14,14,478478455,6,3,345418,3228034,4277383,67389,8107274547,3149867,201457552,2581
517612.47,48,253952,62,390339,25715399204,24,70117977,0,2726,28,28,6612,2554,17,936,3273743,8,10,153267,16,12,181189426,1874,1,0,4,572,485903815,6,1943550544,15,42,9,395,936,0,0,0,212797365,8605108,8392533364,0,928,819,8,3,1,14,14,1044,3,8384925466,8120010345,290951873,492983436,492983436,1,3,1,25635138704,73389,73389,14,14,14,492983440,6,3,352767,3354592,4437781,69687,8384925466,3273743,208367503,2913
519625.75,50,253952,62,402447,26512985624,24,70693575,0,2804,29,29,6612,2633,19,1134,3404720,8,10,157963,16,12,216386981,2270,1,0,4,572,500778712,6,2003050184,15,43,9,395,1134,0,0,0,220145933,8903736,8675914667,0,1126,1028,8,3,1,14,14,1044,3,8668719101,8373868144,299161476,508135145,508151529,1,3,1,26423027572,73389,73389,14,14,14,508135149,6,3,364021,3488267,4588329,72050,8668719101,3404720,215565771,3605
521630.81,53,253952,62,415053,27342145022,24,72460141,0,2883,29,29,6612,2712,19,1296,3529880,8,10,162813,16,12,245613173,2594,1,0,4,572,516244764,6,2064955212,15,43,9,395,1296,0,0,0,227515622,9085784,8979437221,0,1288,1198,8,3,1,14,14,1044,3,8973274636,8638227169,308467959,523887029,523887029,1,3,1,27242125540,73389,73389,14,14,14,523887033,6,3,378378,3616270,4754034,74586,8973274636,3529880,222770003,4165
523638.68,53,253952,62,424859,27988519432,26,76114573,0,2916,30,30,6612,2776,22,1332,3596687,8,10,166635,16,12,254303217,2666,1,0,4,572,528221551,6,2112821432,15,44,9,395,1332,0,0,0,232073151,9098433,9213896661,0,1324,1223,8,3,1,14,14,1044,3,9205475589,8844404027,316691398,536149121,536149121,1,3,1,27879754324,73389,73389,14,14,14,536149125,6,3,394869,3684741,4867042,76494,9205475589,3596687,227214714,4260
525647.47,54,253952,62,437896,28848607416,26,77406452,0,2997,31,31,6612,2852,23,1332,3729970,8,10,171736,16,12,256209645,2666,1,0,4,572,544466676,6,2177737472,15,45,9,395,1332,0,0,0,239813810,9242232,9528884500,0,1324,1223,8,3,1,14,14,1044,3,9520599973,9118988625,325788062,552428723,552445107,1,3,1,28726293628,73389,73389,14,14,14,552428727,6,3,402035,3820933,5023674,79083,9520599973,3729970,234797994,4260
527659.60,57,253952,62,451011,29712600608,26,79127613,0,3085,31,31,6612,2939,23,1332,3877625,8,10,176825,16,12,256861209,2666,1,0,4,572,560604780,6,2242354528,15,45,9,395,1332,0,0,0,247918538,9503253,9853436340,0,1324,1223,8,3,1,14,14,1044,3,9845154734,9394821436,335886553,568831649,568831649,1,3,1,29579245780,73389,73389,14,14,14,568831653,6,3,410184,3971664,5214456,81767,9845154734,3877625,242713205,4260
529672.55,57,253952,62,464902,30628077168,26,81138007,0,3168,31,31,6612,3026,23,1332,4020359,8,10,182195,16,12,258996891,2666,1,0,4,572,577630196,6,2310456144,15,45,9,395,1332,0,0,0,255903706,9629628,10194024319,0,1324,1223,8,3,1,14,14,1044,3,10185728481,9687532852,346028963,586131377,586147761,1,3,1,30478831636,73389,73389,14,14,14,586131381,6,3,420888,4117531,5369519,84582,10185728481,4020359,250543590,4260
531680.06,57,253952,62,475962,31356405878,28,84249006,0,3221,34,34,6612,3127,23,1332,4104181,8,10,186564,17,12,259913907,2666,1,0,4,572,591599349,6,2366397396,16,48,9,402,1332,0,0,0,261360652,9638471,10455739865,0,1324,1223,8,3,1,14,14,1044,3,10446183666,9918710972,354644254,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,6,3,431570,4203306,5468583,86705,10446183666,4104181,255901684,4260
531692.76,57,253952,62,475962,31356405878,29,84260468,1,3221,34,34,6612,3127,23,1332,4104181,8,10,186584,21,12,267254380,2673,1,1228,4,572,591599349,6,2366397396,20,55,16,806,1332,1,1228,109,261428295,9646622,10455749224,8,1324,1223,8,3,1,14,14,1044,3,10446183666,9918710972,441136787,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,6,3,432958,4203306,5468796,86705,10446183666,4104181,255969121,4260
