timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
422712.12,16,253952,62,132375,8719960134,3,20607419,0,895,8,8,2445,901,12,585,1122426,27,52071,17,126,118414486,1172,1,0,4,542,165084842,12,660145276,16,22,10,2324,585,0,0,74919559,4262010,2779574198,0,585,465,3,1,14,14,1068,0,3,2777217394,2748422267,99550054,167490158,167490158,1,3,1,0,8709488248,73389,73389,14,14,14,167490162,10,3,114336,1149989,1602680,23084,2777217394,1122426,73319644,1632
424721.40,17,253952,62,145241,9567236684,3,22677790,0,978,8,8,2445,981,12,594,1236674,27,57137,17,126,119879771,1190,1,0,4,542,181138715,12,724426048,16,22,10,2324,594,0,0,82249207,4738083,3046665458,0,594,477,3,1,14,14,1068,0,3,3044305855,3014892916,109427774,183805131,183805131,1,3,1,0,9557866844,73389,73389,14,14,14,183805135,10,3,118623,1266827,1764412,25300,3044305855,1236674,80487822,1666
426734.76,21,253952,62,158019,10411183398,4,25295254,0,1050,9,9,2445,1071,12,594,1340131,27,62198,17,126,120169355,1190,1,0,4,542,197150966,12,788539328,16,23,10,2324,594,0,0,89480511,5066183,3311315079,0,594,477,3,1,14,14,1068,0,3,3308851020,3280541873,119489557,200029104,200029104,1,3,1,0,10401513440,73389,73389,14,14,14,200029108,10,3,126109,1372718,1909557,27503,3308851020,1340131,87574252,1666
428753.30,23,253952,62,171113,11274681152,5,28347506,0,1130,10,10,2445,1153,12,594,1450281,27,67348,18,126,120169355,1190,1,0,4,542,213510485,12,853848136,17,24,10,2341,594,0,0,97171854,5646629,3583602032,0,594,477,3,1,14,14,1068,0,3,3580574978,3552554180,130887221,216622161,216622161,1,3,1,0,11264352404,73389,73389,14,14,14,216622165,10,3,131192,1485524,2051262,29756,3580574978,1450281,95124163,1666
430764.11,26,253952,62,184347,12147257418,5,30311676,0,1208,10,10,2445,1240,12,594,1572747,27,72572,18,126,120169355,1190,1,0,4,542,230031978,12,920127912,17,24,10,2341,594,0,0,104801585,6108359,3859340998,0,594,477,3,1,14,14,1068,0,3,3856306646,3827142185,140893823,233395442,233428210,1,3,1,0,12135711048,73389,73389,14,14,14,233379062,10,3,138962,1610641,2219973,32054,3856306646,1572747,102585460,1666
432768.33,27,253952,62,194769,12833471100,8,34009617,0,1260,10,10,2445,1305,12,603,1640780,27,76631,18,126,121611022,1208,1,0,4,542,242988617,12,971889724,17,24,10,2341,603,0,0,109616471,6117031,4076765179,0,603,484,3,1,14,14,1068,0,3,4072749831,4043468195,149452809,246603932,246603932,1,3,1,0,12823404496,73389,73389,14,14,14,246603936,10,3,148818,1680313,2311968,33842,4072749831,1640780,107308550,1687
434782.08,27,253952,62,206327,13594025084,8,34793573,0,1343,13,13,2445,1379,12,603,1730481,27,81209,18,126,121611022,1208,1,0,4,542,257441552,12,1029701408,17,27,10,2341,603,0,0,115683962,6446624,4316255302,0,603,484,3,1,14,14,1068,0,3,4312008343,4283130267,156619859,261213254,261213254,1,3,1,0,13583089240,73389,73389,14,14,14,261213258,10,3,163575,1772167,2444144,35837,4312008343,1730481,113244100,1687
436795.09,28,253952,62,218649,14404708902,9,36539236,0,1447,13,13,2445,1459,13,603,1842279,27,86059,18,126,121924738,1208,1,0,4,542,272815331,12,1091261324,17,27,10,2341,603,0,0,122578676,6886430,4575662732,0,603,484,3,1,14,14,1068,0,3,4571163959,4538579113,165670884,276789232,276805616,1,3,1,0,14393040096,73389,73389,14,14,14,276789236,10,3,166527,1886471,2600545,37996,4571163959,1842279,119982668,1687
438807.64,32,253952,62,231814,15272485666,9,37654748,0,1521,14,14,2445,1543,13,612,1966885,27,91235,18,126,123423181,1226,1,0,4,542,289234311,12,1156937244,17,28,10,2341,612,0,0,129915120,7286644,4853688638,0,612,495,3,1,14,14,1068,0,3,4849186307,4812041789,174419865,293458176,293458176,1,3,1,0,15259825184,73389,73389,14,14,14,293458180,10,3,171822,2013750,2739498,40310,4849186307,1966885,127180432,1719
440812.25,34,253952,62,244232,16090788200,9,39217423,0,1594,14,14,2445,1627,13,621,2066861,27,96098,18,126,125235922,1244,1,0,4,542,304655624,12,1218622496,17,28,10,2341,621,0,0,136461755,7609475,5116384720,0,621,509,3,1,14,14,1068,0,3,5112294298,5070319982,182912745,309148398,309148398,1,3,1,0,16075716728,73389,73389,14,14,14,309148402,10,3,179354,2116128,2860234,42491,5112294298,2066861,133606579,1753
442827.48,42,253952,62,253839,16723396742,12,42552848,0,1644,16,16,2445,1682,14,630,2131289,27,99887,18,126,126991352,1262,1,0,4,542,316659009,12,1266636036,17,30,10,2341,630,0,0,140800427,7693948,5322031248,0,630,515,3,1,14,14,1068,0,3,5317114104,5269603083,190667986,321306153,321306153,1,3,1,0,16707919988,73389,73389,14,14,14,321306157,10,3,201091,2182112,2972220,44178,5317114104,2131289,137833440,1785
444832.24,42,253952,62,264014,17393631096,14,45098663,0,1710,16,16,2445,1755,14,666,2204116,27,103853,18,126,133439920,1334,1,0,4,542,329236695,12,1316946780,17,30,10,2341,666,0,0,145549251,7742616,5542383294,0,666,545,3,1,14,14,1068,0,3,5537539690,5481369025,198005958,334145559,334161943,1,3,1,0,17375569100,73389,73389,14,14,14,334145563,10,3,207847,2256670,3066207,46028,5537539690,2204116,142488470,1888
446839.68,44,253952,62,274325,18074138862,14,45967963,0,1792,18,18,2445,1817,14,666,2283743,27,107936,18,126,133439920,1334,1,0,4,542,342178950,12,1368586676,17,32,10,2341,666,0,0,150873123,7944232,5764749736,0,666,545,3,1,14,14,1068,0,3,5759571715,5696304416,204388255,347187606,347187606,1,3,1,0,18053755544,73389,73389,14,14,14,347187610,10,3,220173,2338243,3165211,47859,5759571715,2283743,147713532,1888
448856.80,48,253952,62,286173,18854446378,14,47135837,0,1893,19,19,2445,1893,15,666,2390366,27,112579,18,126,133439920,1334,1,0,4,542,356865914,12,1427463656,17,33,10,2341,666,0,0,157605404,8383970,6023126623,0,666,545,3,1,14,14,1068,0,3,6018228007,5942824878,212703936,362136674,362153058,1,3,1,0,18831107080,73389,73389,14,14,14,362136678,10,3,225306,2447420,3297888,50020,6018228007,2390366,154313386,1888
450861.34,50,253952,62,297433,19597142358,16,49847529,0,1965,19,19,2445,1962,15,693,2476751,27,116937,18,126,138877243,1388,1,0,4,542,370746795,12,1482987180,17,33,10,2341,693,0,0,163303975,8569031,6269414803,0,693,566,3,1,14,14,1068,0,3,6264162410,6177768476,221279347,376348018,376348018,1,3,1,0,19569245000,73389,73389,14,14,14,376331638,10,3,234201,2535924,3437829,52054,6264162410,2476751,159872243,1975
452866.08,51,253952,62,306220,20176482198,17,51513249,0,2030,20,20,2445,2019,15,693,2537264,27,120389,18,126,139190959,1388,1,0,4,542,381756813,12,1526898132,17,34,10,2341,693,0,0,167201398,8569599,6469268016,0,693,566,3,1,14,14,1068,0,3,6464605918,6361509537,226840400,387383469,387383469,1,3,1,0,20143940420,73389,73389,14,14,14,387383473,10,3,250326,2598018,3531703,53725,6464605918,2537264,163675955,1975
454873.48,51,253952,62,315688,20799712354,18,53106360,0,2089,22,22,2445,2081,15,765,2604417,27,124108,18,126,151315242,1532,1,0,4,542,393430736,12,1573658156,17,36,10,2341,765,0,0,171635330,8633223,6692342811,0,765,618,3,1,14,14,1068,0,3,6686369921,6560321265,232924767,399207511,399223895,1,3,1,0,20758790604,73389,73389,14,14,14,399207515,10,3,268873,2666821,3637650,55574,6686369921,2604417,168004106,2184
456881.34,52,253952,62,328240,21625677760,18,53926303,0,2174,23,23,2445,2158,15,864,2726448,27,128997,18,126,169424142,1730,1,0,4,542,408941256,12,1635765024,17,37,10,2341,864,0,0,178532799,9143838,6981815739,0,864,714,3,1,14,14,1068,0,3,6975975432,6822302136,241130177,414953362,414953362,1,3,1,0,21576722888,73389,73389,14,14,14,414936982,10,3,275051,2791458,3778135,57978,6975975432,2726448,174761344,2554
458893.38,59,253952,62,341263,22482989588,18,56355615,0,2267,23,23,2445,2245,15,963,2857191,27,134062,18,126,186959716,1928,1,0,4,542,424988857,12,1699826252,17,37,10,2341,963,0,0,185709366,9594971,7285573960,0,963,814,3,1,14,14,1068,0,3,7279338449,7095393534,251152645,431223057,431223057,1,3,1,0,22423598996,73389,73389,14,14,14,431223061,10,3,278965,2925808,3938817,60530,7279338449,2857191,181777497,2941
460909.12,60,253952,62,353895,23315280628,18,58592789,0,2362,23,23,2445,2320,29,1035,2984750,27,138993,18,126,199889345,2072,1,0,4,542,440619768,12,1762479072,17,37,10,2341,1035,0,0,192890988,10008346,7579418894,0,1035,924,3,1,14,14,1068,0,3,7573379332,7359980447,260958622,447068927,447068927,1,3,1,0,23247584236,73389,73389,14,14,14,447068931,10,3,285059,3056015,4109492,62976,7573379332,2984750,188788702,3217
462914.77,60,253952,62,364927,24041471270,20,62160591,0,2435,23,23,2445,2390,29,1107,3086329,27,143219,18,126,212516834,2216,1,0,4,542,454183471,12,1816733884,17,37,10,2341,1107,0,0,198552948,10166201,7843773392,0,1107,1027,3,1,14,14,1068,0,3,7836796971,7591288599,270335304,460859049,460859049,1,3,1,0,23964670580,73389,73389,14,14,14,460859053,10,3,303066,3159722,4253914,65157,7836796971,3086329,194306451,3525
464922.82,61,253952,62,375400,24731316872,20,63451629,0,2487,24,24,2445,2460,29,1107,3189158,27,147345,18,126,213144266,2216,1,0,4,542,467114916,12,1868459664,17,38,10,2341,1107,0,0,203930087,10299535,8100083181,0,1107,1027,3,1,14,14,1068,0,3,8092505476,7811249494,277097469,473942500,473942500,1,3,1,0,24645010032,73389,73389,14,14,14,473942504,10,3,314564,3264510,4382886,67277,8092505476,3189158,199554829,3525
466935.00,61,253952,62,386683,25475415260,20,66082511,0,2572,25,25,2445,2526,29,1134,3302772,27,151725,18,126,218268249,2270,1,0,4,542,481039823,12,1923965348,17,39,10,2341,1134,0,0,210398992,10774466,8363665061,0,1134,1060,3,1,14,14,1068,0,3,8357032591,8048125726,286658661,488098659,488098659,1,3,1,0,25381130300,73389,73389,14,14,14,488098663,10,3,321615,3380481,4538395,69471,8357032591,3302772,205867454,3621
468948.47,63,253952,62,399042,26289095974,21,68159673,0,2665,26,26,2445,2608,30,1440,3426811,27,156545,18,126,271257341,2882,1,0,4,542,496301672,12,1985141912,17,40,10,2341,1440,0,0,217384029,11247360,8662960018,0,1440,1471,3,1,14,14,1068,0,3,8655679619,8307326407,296209861,503545280,503561664,1,3,1,0,26184354592,73389,73389,14,14,14,503545284,10,3,330888,3507245,4714929,71943,8655679619,3426811,212677209,4756
470953.70,63,253952,62,408837,26936137078,24,71904284,0,2718,26,26,2445,2668,30,1458,3498007,27,160320,18,126,276752004,2918,1,0,4,542,508320378,12,2033281512,17,40,10,2341,1458,0,0,221747620,11289463,8895132080,0,1458,1488,3,1,14,14,1068,0,3,8887142676,8513456000,304355165,515847888,515847888,1,3,1,0,26824090208,73389,73389,14,14,14,515847892,10,3,338476,3580259,4813918,73843,8887142676,3498007,216942000,4815
472961.21,68,253952,62,419628,27647000444,24,72882950,0,2784,28,28,2445,2735,32,1467,3603760,27,164562,18,126,278857238,2936,1,0,4,542,521732330,12,2086864828,17,42,10,2341,1467,0,0,227466501,11558410,9153253516,0,1467,1502,3,1,14,14,1068,0,3,9145321809,8739812629,311330804,529353005,529353005,1,3,1,0,27526356292,73389,73389,14,14,14,529353009,10,3,362692,3688309,4980927,75983,9145321809,3603760,222494098,4849
474966.71,69,253952,62,431146,28404969186,24,74193732,0,2866,28,28,2445,2809,32,1467,3723157,27,168983,18,126,279762188,2936,1,0,4,542,535762258,12,2142984380,17,42,10,2341,1467,0,0,233460154,11792769,9436023121,0,1467,1502,3,1,14,14,1068,0,3,9427979670,8981600010,318826771,543732951,543732951,1,3,1,0,28273261516,73389,73389,14,14,14,543716571,10,3,372445,3810229,5146875,78339,9427979670,3723157,228321930,4849
476976.78,71,253952,62,441145,29064064440,25,76757347,0,2903,28,28,2445,2872,32,1467,3799733,27,172881,18,126,280679204,2936,1,0,4,542,548096345,12,2192385380,17,42,10,2341,1467,0,0,237908595,11794771,9683625909,0,1467,1502,3,1,14,14,1068,0,3,9674997633,9192378797,325861414,556191651,556208035,1,3,1,0,28921965884,73389,73389,14,14,14,556191655,10,3,382620,3888617,5248946,80400,9674997633,3799733,232668595,4849
478985.88,72,253952,62,451222,29727291098,25,78276964,0,2958,29,29,2445,2935,32,1467,3880698,27,176738,18,126,281029118,2936,1,0,4,542,560401160,12,2241475188,17,43,10,2341,1467,0,0,242479502,11860942,9932771961,0,1467,1502,3,1,14,14,1068,0,3,9923814071,9403681850,332014389,568787900,568804284,1,3,1,0,29576970832,73389,73389,14,14,14,568787904,10,3,389273,3971503,5346901,82469,9923814071,3880698,237141750,4849
480992.89,73,253952,62,461878,30430341580,26,80516145,0,3034,30,30,2445,3002,32,1476,3992043,27,180947,18,126,284084659,2954,1,0,4,542,573670239,12,2294680956,17,44,10,2341,1476,0,0,248613331,12521613,10189851123,0,1476,1513,3,1,14,14,1068,0,3,10183273373,9628433067,341029451,582082814,582099198,1,3,1,0,30267454392,73389,73389,14,14,14,582066434,10,3,396115,4085400,5485690,84621,10183273373,3992043,243137007,4882
483000.94,73,253952,62,473842,31217137160,26,81412631,0,3112,30,30,2445,3083,32,1539,4127687,27,185590,18,126,295178992,3080,1,0,4,542,588452221,12,2353744244,17,44,10,2341,1539,0,0,255316070,12931817,10481288057,0,1539,1571,3,1,14,14,1068,0,3,10472655760,9879562636,349021937,597007306,597007306,1,3,1,0,31043527976,73389,73389,14,14,14,596990926,10,3,400385,4223857,5653544,87015,10472655760,4127687,249672142,5116
483507.27,73,253952,62,476221,31373753748,28,82220267,2,3131,30,30,2445,3130,32,1539,4144141,27,186584,25,126,302519465,3087,1,1228,4,542,591599349,12,2366397396,24,51,17,2365,1539,1228,109,256632515,12932511,10533846607,8,1539,1571,3,1,14,14,1068,82940677,3,10524238950,9928770028,517004209,600037902,600037902,1,3,1,82940677,31201970936,73389,73389,14,14,14,600037906,10,3,413047,4240707,5684520,87421,10524238950,4144141,250957666,5116
