timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
453971.50,23,253952,62,118677,7818121434,10,21269305,811,12,12,4671,814,2,576,1039250,0,8,46660,19,10,116916644,1154,1,4,1034,147933291,8,591733164,18,26,2,12,286,576,61160845,2512585,2493444810,576,335,0,3,1,14,14,1542,3,2491235932,2464360697,84770132,150159377,150159377,1,3,1,7808287636,73389,73389,14,14,14,150159381,7,3,169067,1062599,1478996,20709,2491235932,1039250,59684192,1335
455978.86,25,253952,62,129698,8545111496,10,22164744,908,14,14,4671,885,2,576,1140878,0,8,51047,19,10,116916644,1154,1,4,1034,161793707,8,647174828,18,28,2,12,286,576,67358845,2789955,2721750431,576,335,0,3,1,14,14,1542,3,2720469903,2693147664,92120993,164135312,164151696,1,3,1,8535036256,73389,73389,14,14,14,164135316,7,3,181566,1166527,1611859,22610,2720469903,1140878,65748561,1335
457987.04,27,253952,62,141284,9308779484,10,23170843,1006,15,15,4671,964,3,576,1263321,0,8,55594,19,10,116916644,1154,1,4,1034,176236431,8,704816668,18,29,2,12,286,576,74314564,3245111,2962620427,576,335,0,3,1,14,14,1542,3,2960566446,2933796267,100528410,178817918,178817918,1,3,1,9298531768,73389,73389,14,14,14,178817922,7,3,192044,1291509,1783862,24609,2960566446,1263321,72533517,1335
459999.28,27,253952,62,153851,10136472836,10,25697738,1086,15,15,4671,1042,3,585,1395843,0,8,60538,19,10,118357797,1172,1,4,1034,191919058,8,767611724,18,29,2,12,286,585,81724445,3568346,3226138369,585,346,0,3,1,14,14,1542,3,3223705704,3194473448,110764094,194723291,194723291,1,3,1,10124759196,73389,73389,14,14,14,194706911,7,3,197058,1426822,1941783,26790,3223705704,1395843,79785730,1369
462007.49,29,253952,62,165591,10909931718,10,27958179,1184,15,15,4671,1115,4,585,1517872,0,8,65161,19,10,118357797,1172,1,4,1034,206542750,8,826171000,18,29,2,12,286,585,88529671,3992490,3469091122,585,346,0,3,1,14,14,1542,3,3466678586,3437796707,120159964,209588280,209604664,1,3,1,10897738624,73389,73389,14,14,14,209571900,7,3,205448,1551436,2086687,28797,3466678586,1517872,86446294,1369
464012.51,29,253952,62,175132,11538347854,12,31697471,1230,15,15,4671,1177,5,585,1585080,0,8,68846,19,10,118357797,1172,1,4,1034,218377677,8,873510708,18,29,2,12,286,585,92830475,3994456,3668261725,585,346,0,3,1,14,14,1542,3,3665558593,3635754188,128260206,221690850,221690850,1,3,1,11527924232,73389,73389,14,14,14,221690854,7,3,223280,1620201,2199519,30443,3665558593,1585080,90634446,1369
466029.81,30,253952,62,186322,12276063586,12,32753252,1321,16,16,4671,1245,5,585,1689502,0,8,73334,19,10,118357797,1172,1,4,1034,232497793,8,929991172,18,30,2,12,286,585,99421186,4339022,3902481327,585,346,0,3,1,14,14,1542,3,3899587935,3868044329,136224778,235865552,235881936,1,3,1,12265008736,73389,73389,14,14,14,235865556,7,3,227248,1726963,2333976,32381,3899587935,1689502,97090935,1369
468043.51,34,253952,62,197715,13024669926,12,33632405,1415,16,16,4671,1325,5,585,1798953,0,8,77807,19,10,118357797,1172,1,4,1034,246682593,8,986730372,18,30,2,12,286,585,106210097,4774465,4142174223,585,346,0,3,1,14,14,1542,3,4138473876,4103969831,144311870,250254134,250254134,1,3,1,13013215000,73389,73389,14,14,14,250254138,7,3,229834,1838847,2458831,34367,4138473876,1798953,103755232,1369
470048.24,34,253952,62,208555,13740039292,13,35284086,1483,17,17,4671,1388,6,585,1889161,0,8,82053,19,10,118357797,1172,1,4,1034,260185065,8,1040740260,18,31,2,12,286,585,112034247,5002722,4368017639,585,346,0,3,1,14,14,1542,3,4364753618,4329197694,151993127,264014918,264014918,1,3,1,13728775768,73389,73389,14,14,14,264014922,7,3,238645,1931187,2596179,36233,4364753618,1889161,109442254,1369
472061.44,37,253952,62,217609,14336298076,15,37732673,1543,19,19,4671,1449,6,585,1965564,0,8,85642,19,10,118357797,1172,1,4,1034,271522561,8,1086090244,18,33,2,12,286,585,116548241,5221873,4560186804,585,346,0,3,1,14,14,1542,3,4555823471,4517123043,159184915,275464287,275464287,1,3,1,14324142956,73389,73389,14,14,14,275464291,7,3,251080,2009280,2705848,37820,4555823471,1965564,113845770,1369
474071.86,40,253952,62,228798,15073369104,15,39031621,1624,19,19,4671,1520,6,585,2085698,0,8,90023,19,10,118357797,1172,1,4,1034,285436470,8,1141616512,18,33,2,12,286,585,122957547,5642360,4795082242,585,346,0,3,1,14,14,1542,3,4790485381,4749293468,167272912,289626923,289626923,1,3,1,15060600028,73389,73389,14,14,14,289626927,7,3,256916,2131830,2846155,39769,4790485381,2085698,120115995,1369
476076.73,41,253952,62,239097,15752993910,16,41489880,1685,19,19,4671,1589,6,594,2161584,0,8,94031,19,10,119856130,1190,1,4,1034,298197538,8,1192790152,18,33,2,12,286,594,127819609,5691322,5011784201,594,354,0,3,1,14,14,1542,3,5007640795,4963801392,174637338,302668970,302685354,1,3,1,15738786472,73389,73389,14,14,14,302668974,7,3,275288,2209598,2957881,41574,5007640795,2161584,124866537,1392
478082.30,41,253952,62,248789,16391743544,16,42980805,1732,19,19,4671,1654,6,603,2228681,0,8,97852,19,10,121355018,1208,1,4,1034,310275763,8,1241103052,18,33,2,12,286,603,132414874,5694308,5215033369,603,365,0,3,1,14,14,1542,3,5210047161,5165271381,180725129,314937095,314937095,1,3,1,16376728972,73389,73389,14,14,14,314937099,7,3,278513,2278365,3033523,43259,5210047161,2228681,129386347,1427
480096.74,43,253952,62,258548,17034482726,16,44312747,1782,21,21,4671,1713,6,603,2312386,0,8,101732,19,10,121668734,1208,1,4,1034,322516018,8,1290064072,18,35,2,12,286,603,137787515,6033798,5422443525,603,365,0,3,1,14,14,1542,3,5418568195,5368058053,187735381,327252657,327285425,1,3,1,17016286228,73389,73389,14,14,14,327236277,7,3,282146,2363930,3143091,44984,5418568195,2312386,134649619,1427
482106.42,43,253952,62,269670,17768031594,16,47185033,1870,21,21,4671,1788,7,603,2421123,0,8,106116,19,10,121668734,1208,1,4,1034,336457614,8,1345636496,18,35,2,12,286,603,144290779,6636649,5660216673,603,365,0,3,1,14,14,1542,3,5655710433,5599293448,197712169,341343280,341359664,1,3,1,17749850592,73389,73389,14,14,14,341343284,7,3,287854,2474987,3277069,46952,5655710433,2421123,141019137,1427
484111.28,43,253952,62,280726,18497013766,18,50307100,1951,21,21,4671,1852,7,603,2504850,0,8,110390,19,10,121982450,1208,1,4,1034,350160485,8,1400512708,18,35,2,12,286,603,149884039,6753444,5897877139,603,365,0,3,1,14,14,1542,3,5892231616,5829508914,206546950,355321374,355321374,1,3,1,18476711480,73389,73389,14,14,14,355321378,7,3,301380,2560748,3392093,48906,5892231616,2504850,146497594,1427
486127.29,43,253952,62,291891,19231824168,18,51573701,2020,22,22,4671,1929,8,603,2587824,0,8,114844,19,10,121982450,1208,1,4,1034,364143234,8,1456443756,18,36,2,12,286,603,155575124,6893166,6141102369,603,365,0,3,1,14,14,1542,3,6135368187,6061751134,213635939,369406408,369406408,1,3,1,19209133248,73389,73389,14,14,14,369406412,7,3,307760,2645787,3498706,50929,6135368187,2587824,152082285,1427
488138.56,43,253952,62,304353,20053034418,18,53835718,2122,23,23,4671,2005,9,603,2694315,0,8,119708,19,10,122296166,1208,1,4,1034,379572013,8,1518223504,18,37,2,12,286,603,162547721,7291674,6412399026,603,365,0,3,1,14,14,1542,3,6407330461,6321509689,223237662,385104822,385104822,1,3,1,20025450776,73389,73389,14,14,14,385104826,7,3,314836,2754816,3634406,53190,6407330461,2694315,158919446,1427
490161.20,43,253952,62,315211,20768051050,19,56501271,2177,23,23,4671,2072,9,603,2795001,0,8,123971,19,10,122296166,1208,1,4,1034,393133855,8,1572406400,18,37,2,12,286,603,168731225,7854188,6648704643,603,365,0,3,1,14,14,1542,3,6643392482,6547117936,232342420,398843633,398843633,1,3,1,20739868948,73389,73389,14,14,14,398843637,7,3,320784,2857793,3763245,55146,6643392482,2795001,164974331,1427
492172.99,44,253952,62,326630,21520303952,19,57809413,2257,23,23,4671,2150,9,603,2901711,0,8,128447,19,10,122296166,1208,1,4,1034,407307558,8,1629101080,18,37,2,12,286,603,175170575,8187930,6902839039,603,365,0,3,1,14,14,1542,3,6896795014,6785547927,240407222,413202877,413202877,1,3,1,21485697668,73389,73389,14,14,14,413186497,7,3,327724,2966957,3904972,57247,6896795014,2901711,171272185,1427
494188.44,46,253952,62,337962,22266758694,19,59269625,2333,23,23,4671,2222,9,603,3006415,0,8,132879,19,10,122296166,1208,1,4,1034,421368315,8,1685344316,18,37,2,12,286,603,181429566,8554852,7155719949,603,365,0,3,1,14,14,1542,3,7149681264,7022050744,248480935,427463817,427463817,1,3,1,22228118516,73389,73389,14,14,14,427463821,7,3,330534,3073999,4024770,59343,7149681264,3006415,177411608,1427
496202.95,53,253952,62,349304,23014737548,19,60664696,2411,23,23,4671,2291,9,621,3120539,0,8,137325,19,10,125322409,1244,1,4,1034,435454953,8,1741755148,18,37,2,12,286,621,187758948,8905477,7415022524,621,387,0,3,1,14,14,1542,3,7409029349,7259254218,256533726,441734664,441734664,1,3,1,22970202560,73389,73389,14,14,14,441734668,7,3,336084,3190537,4164628,61489,7409029349,3120539,183601366,1486
498207.90,53,253952,62,359434,23681663344,21,63210987,2441,23,23,4671,2357,9,873,3187174,6,8,141232,19,10,166300944,1748,1,4,1034,447988741,8,1791954964,18,37,2,12,286,873,192365947,8942245,7645582142,867,566,6,3,1,14,14,1542,3,7638656622,7469982353,263724386,454494309,454494309,1,3,1,23633704100,73389,73389,14,14,14,454494313,7,3,354381,3258871,4256616,63413,7638656622,3187174,188116561,2209
500212.87,54,253952,62,369419,24338000716,21,63467152,2469,24,24,4671,2423,9,1188,3255918,6,8,145126,19,10,220090490,2378,1,4,1034,460183790,8,1840735160,18,38,2,12,286,1188,196863362,8942656,7881458566,1182,775,6,3,1,14,14,1542,3,7874330467,7679082446,268477302,466948050,466964434,1,3,1,24281298632,73389,73389,14,14,14,466948054,7,3,368343,3329227,4356538,65372,7874330467,3255918,192514244,3151
502229.06,54,253952,62,379436,24998247202,22,65231146,2508,26,26,4671,2484,9,1449,3332665,6,8,149042,19,10,266132866,2900,1,4,1034,472547871,8,1890062328,18,40,2,12,286,1449,201882980,8992381,8113557373,1443,946,6,3,1,14,14,1542,3,8108233786,7889417515,275282799,479471842,479471842,1,3,1,24931683848,73389,73389,14,14,14,479455462,7,3,381414,3407766,4478530,67311,8108233786,3332665,197412045,3996
504236.66,54,253952,62,390761,25743961356,22,66733927,2590,26,26,4671,2560,9,1575,3437804,6,8,153455,19,10,289358462,3152,1,4,1034,486522259,8,1946089036,18,40,2,12,286,1575,208246324,9253641,8385428734,1569,1057,6,3,1,14,14,1542,3,8377886253,8127200234,283429818,493612061,493628445,1,3,1,25667827204,73389,73389,14,14,14,493612065,7,3,382763,3515371,4595488,69544,8377886253,3437804,203658660,4474
506243.22,55,253952,62,402284,26502849656,22,68036646,2688,26,26,4671,2627,9,1836,3549157,6,8,157916,19,10,335069392,3674,1,4,1034,500685536,8,2002621328,18,40,2,12,286,1836,214770726,9490419,8658819640,1830,1323,6,3,1,14,14,1542,3,8651195170,8368936450,291473074,508026490,508026490,1,3,1,26417377512,73389,73389,14,14,14,508026494,7,3,388689,3629234,4724199,71792,8651195170,3549157,210054578,5455
508253.69,55,253952,62,414155,27284942018,22,69161949,2789,26,26,4671,2704,9,1971,3664081,6,8,162538,19,10,360319231,3944,1,4,1034,515320475,8,2061217188,18,40,2,12,286,1971,221442741,9735096,8943631396,1965,1466,6,3,1,14,14,1542,3,8936253926,8618151377,299497143,522869062,522869062,1,3,1,27189191256,73389,73389,14,14,14,522869066,7,3,392236,3746755,4858716,74131,8936253926,3664081,216592318,5967
510258.97,57,253952,62,424179,27945509934,24,71587308,2818,26,26,4671,2766,9,2196,3730927,6,8,166397,19,10,400175935,4394,1,4,1034,527592513,8,2110305508,18,40,2,12,286,2196,225806315,9738038,9183526389,2190,1630,6,3,1,14,14,1542,3,9175968052,8828741523,306284645,535382947,535382947,1,3,1,27839913276,73389,73389,14,14,14,535382951,7,3,398960,3815249,4952586,76136,9175968052,3730927,220862204,6590
512272.68,57,253952,62,436094,28730411708,24,72747176,2893,29,29,4671,2844,10,2502,3849971,6,8,171050,19,10,454668972,5006,1,4,1034,542299288,8,2169197152,18,43,2,12,286,2502,232263403,10050244,9470471022,2496,1902,6,3,1,14,14,1542,3,9463976949,9079478287,314194073,550233711,550250095,1,3,1,28612153004,73389,73389,14,14,14,550233715,7,3,415206,3936735,5119156,78520,9463976949,3849971,227152962,7668
514281.51,57,253952,62,448581,29553437674,25,74400576,2987,29,29,4671,2928,14,2835,3977392,6,8,175897,19,10,513303881,5672,1,4,1034,557630904,8,2230523616,18,43,2,12,286,2835,239387367,10391704,9779530614,2829,2292,6,3,1,14,14,1542,3,9771222401,9342370583,323286475,565815278,565815278,1,3,1,29421542520,73389,73389,14,14,14,565798898,7,3,425426,4066911,5271754,81063,9771222401,3977392,234124589,8873
516293.04,59,253952,62,461024,30373845508,25,75105892,3090,29,29,4671,3000,14,3042,4101714,6,8,180724,19,10,549378651,6086,1,4,1034,572965186,8,2291731336,18,43,2,12,286,3042,246472596,10695867,10081913760,3036,2554,6,3,1,14,14,1542,3,10073480985,9604382002,331335958,581351567,581351567,1,3,1,30230281516,73389,73389,14,14,14,581351571,7,3,428359,4193953,5400565,83568,10073480985,4101714,241081257,9611
518304.74,61,253952,62,473386,31188441828,26,76899825,3188,30,30,4671,3078,14,3060,4231998,6,8,185523,19,10,554221827,6122,1,4,1034,588209794,8,2352774416,18,44,2,12,286,3060,253543396,10999557,10378659635,3054,2574,6,3,1,14,14,1542,3,10369319890,9864045494,340472098,596796029,596812413,1,3,1,31033393540,73389,73389,14,14,14,596796033,7,3,433825,4326977,5549305,85993,10369319890,4231998,248003579,9675
