event,value,description
IOBufferAllocBytes,144753443658,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,67520,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,276561920,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,156257916,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,629726,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,2101,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,2119,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,629937,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5874839403,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,34219,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,200725,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1159633,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1207390,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1451,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,451134,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,393462,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,33629,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,11460904,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,31982,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,31855,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,9210398,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1043997642,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,76744142,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,830412838773,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1534608578,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,250867,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,243779,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,2108,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,311772856923,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1247091427692,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,4863,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,984889,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1652134,Total time spent executing query plan optimizations.
SelectedParts,2110,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2110,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2110,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,77425395,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,77425395,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,633039988929,Number of rows SELECTed from all tables.
SelectedBytes,30383519250411,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,633039986610,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,633039986610,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1835091,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,4889,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,9429686,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,448653,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,249091,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,244,Time spent resetting task for Common executor.
ContextLock,1818576,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,50869,Context lock wait time in microseconds
RWLockAcquiredReadLocks,2627,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,7,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,1806842,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,3,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,453,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,72008,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,2465,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,86391,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,986073496350,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,194995983505,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,6310979175,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,12756,Total time spent for memory allocator purge
SoftPageFaults,471700856,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,578,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,47602812180,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,201307032974,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,11121156096,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,9620882243456,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,8456,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,224426652,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,76691554,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,9577510626058,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,5494589574,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,32713181673,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2215,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,15548,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1088,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3072,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,494,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,674,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,1652233,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,12439166,Cumulative time spend in logging
InterfaceHTTPSendBytes,1207390,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1159633,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,230,Number of created server HTTP connections
HTTPServerConnectionsReused,1054,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,1055,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,3,Number of expired server HTTP connections.
HTTPServerConnectionsReset,2,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,42974,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,77819135774,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,77213363323,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2235066,Total number of CPU preemptions
ConcurrencyControlUpscales,42974,Total number of CPU upscaling events
ConcurrencyControlDownscales,42974,Total number of CPU downscaling events
ConcurrentQuerySlotsAcquired,1055,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,45042,Total time a query was waiting for a query slots
MemoryWorkerRun,71355,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,97325816,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
