event,value,description
LocalThreadPoolExpansions,183,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,126,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,13380,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,477,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,231,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,18822829,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,22764,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
InsertedRows,1046,Number of rows INSERTed to all tables.
InsertedBytes,12855704,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,273899,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,8192,Number of bytes used for expressions compilation.
QueryPlanOptimizeMicroseconds,57623,Total time spent executing query plan optimizations.
SelectedRows,27428,Number of rows SELECTed from all tables.
SelectedBytes,14666491,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,139950,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
LoadedDataParts,20,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3877778,Microseconds spent by MergeTree tables for loading data parts during initialization.
WaitMarksLoadMicroseconds,271012,Time spent loading marks
LoadedMarksFiles,119,Number of mark files loaded.
LoadedMarksCount,1163102,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,2018416,Size of in-memory representations of loaded marks.
Merge,17,Number of launched background merges.
MergeSourceParts,119,Number of source parts scheduled for merges.
MergedRows,139950,Rows read for background merges. This is the number of rows before merge.
MergedColumns,26146,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,144325236,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,14543,Total time spent for background merges
MergeExecuteMilliseconds,14503,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,13400,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,13379,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,7,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,1136,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,1124,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,901,Total time spent while merging sorted columns
MergeTreeDataWriterRows,1046,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,12855704,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,22116575,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,103,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,103,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,14936323,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,220398,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,5332803,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,548,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,587,Time spent sorting blocks
InsertedCompactParts,103,Number of parts inserted in Compact format.
MergedIntoCompactParts,17,Number of parts merged into Compact format.
ContextLock,17842,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,265,Context lock wait time in microseconds
RWLockAcquiredReadLocks,2005,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,5070466,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,49,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,1170,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,78481,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,11037,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,34079,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,27778933,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,18692279,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1697043,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,3,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,8943,Total time spent for memory allocator purge
SoftPageFaults,281885,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,711,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,362,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,20385593,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,63676416,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,96391168,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,33472700,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,91549419,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,1024,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,13580,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,8963524316,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,130,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,57,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254402,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,38616,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,41005,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3813,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,150284,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,24611,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,17985,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,1448,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,6179,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,119,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,3022511,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LogError,4,Number of log messages with level Error
LoggerElapsedNanoseconds,14291727,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,336988,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,2886,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
ConcurrencyControlSlotsGranted,103,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquiredNonCompeting,103,Total number of noncompeting CPU slot acquired
MemoryWorkerRun,17871,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,161647476,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1804677,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,60,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,60,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,8,How many messages (accepted or dropped) have been sent to the async queue for the error file log
