event,value,description
HTTPServerConnectionsPreserved,159,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,2485,Number of expired server HTTP connections.
HTTPServerConnectionsReset,2462,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,7235,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,8062340974,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,10267291790,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,270751,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,266969,Total number of CPU preemption resumed
ConcurrencyControlUpscales,7235,Total number of CPU upscaling events
ConcurrencyControlDownscales,7235,Total number of CPU downscaling events
MemoryWorkerRun,51168,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3932534,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,2427,Number of rows that passed the filter in the query
FilterTransformPassedBytes,91584355,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
