event,start_value,end_value,diff,description
JoinResultRowCount,445698701424,622653387552,176954686128,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,10623,10623,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,81125,81125,0,Number of marks loaded (total across columns).
LoadedMarksFiles,77,77,0,Number of mark files loaded.
LoadedMarksMemoryBytes,357896,357896,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1748665699745,1836884600696,88218900951,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,252982,309586,56604,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1211970183,1237622987,25652804,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,260572,323422,62850,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,31394565,34335159,2940594,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,252934,309538,56604,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,319024059,325768203,6744144,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1177448,1177448,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,2541235,3639361,1098126,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,77,77,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,37317,49396,12079,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,5939314,7907827,1968513,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,895,916,21,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1436,1465,29,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,340,348,8,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3521,3612,91,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,15689,15967,278,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,150022,193464,43442,Total time spent while merging sorted columns
NetworkReceiveBytes,3976595,5590750,1614155,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,1074336,1098005,23669,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,4402134,6101720,1699586,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,441765,600103,158338,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,81080925133,109219934417,28139009284,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,292666562318,298296277745,5629715427,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,3540157384944,4955223972490,1415066587546,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,30736,42712,11976,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,2531300,3627060,1095760,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,34593341,35579853,986512,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,10265,12631,2366,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,7966,8003,37,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,2,2,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,316,325,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,9563,13304,3741,Count queries with all subqueries
Query,3843,5340,1497,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,26841,37313,10472,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,26863,37335,10472,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,56095651,58788959,2693308,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,32277123585,41358754105,9081630520,Total time of all queries.
RWLockAcquiredReadLocks,7967,10968,3001,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,3,9,6,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,346861,459156,112295,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,3538163909923,4952502661108,1414338751185,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,3386306009136,4714640117827,1328334108691,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1812615562136,1918959268224,106343706088,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,604,1213,609,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,230106495472,319845629264,89739133792,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,230106495472,319845629264,89739133792,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,2340,5332,2992,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,37317,49396,12079,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,9563,13304,3741,Count SELECT queries with all subqueries
SelectQuery,3843,5340,1497,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,32277123585,41358754105,9081630520,Total time of SELECT queries.
SelectedBytes,11028795730603,15336274193846,4307478463243,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,28263648,39286176,11022528,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,28263648,39286176,11022528,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,26852,37324,10472,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,26852,37324,10472,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,26852,37324,10472,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,230106503719,319845640635,89739136916,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,92,92,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,257425,281822,24397,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,3502,3647,145,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,42765,57050,14285,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,882255830,1299666812,417410982,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,7468923613,8064135552,595211939,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,3889203222,5460716257,1571513035,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,28861606,40403553,11541947,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,3537232305477,4951271811313,1414039505836,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,7319196706,7900202200,581005494,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,77194844489,103763384238,26568539749,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,125521237,130407963,4886726,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,59,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
