timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55674.63,47,262144,64,73186,4822380256,120,5,603,1283919,7,16894,69,5,129300654,1208,1,68,11213,3386483,4,394876,603,44764,123698328,33056636,100319356,1467544395,603,1922,2,1,4,4,955,1,1460625420,1413208232,527410525,109258114,109258114,2,1,4807357016,73389,73389,4,4,4,109258114,29,1,3,390868,47336032,4601181,60109,11146,1460625420,1223810,28455292,10608
60716.74,47,262144,64,78126,5147720808,121,5,603,1356861,7,18294,69,5,129300654,1208,1,68,11941,3477881,4,394876,603,47672,125081176,35868614,108019804,1563288307,603,1922,2,1,4,4,955,1,1555914764,1508314289,618924929,116642536,116658920,2,1,5132271584,73389,73389,4,4,4,116642536,29,1,3,398173,50339652,4694259,62843,11873,1555914764,1294018,31174035,10608
65754.44,47,262144,64,81990,5402544624,122,5,603,1422628,7,19387,69,5,129566106,1208,1,68,12508,3823475,4,394876,603,49940,126154648,37374057,114270183,1637961439,603,1922,2,1,4,4,955,1,1630232588,1582788406,667240850,122445902,122445902,2,1,5387619688,73389,73389,4,4,4,122445902,29,1,3,406801,53693174,4779183,65508,12440,1630232588,1357120,32594509,10608
70803.55,47,262144,64,85384,5626035616,122,5,603,1865817,7,20298,69,5,129566106,1208,1,68,13004,3906157,4,394876,603,51924,127095128,39726893,124195576,1703285997,603,1922,2,1,4,4,955,1,1695244300,1648108114,721678258,127516306,127532690,2,1,5610717464,73389,73389,4,4,4,127516306,29,1,3,415581,57111757,4869496,456477,12936,1695244300,1409340,34856092,10608
76138.43,47,262144,64,89230,5879414332,123,5,603,1924832,7,21434,69,5,129566106,1208,1,68,13568,4019862,4,394876,603,54180,128170712,41686968,133184168,1777569516,603,1922,2,1,4,4,955,1,1769168908,1722169416,776825477,133272679,133289063,2,1,5863997876,73389,73389,4,4,4,133272679,29,1,3,419050,60311060,4937765,458770,13500,1769168908,1466062,36749072,10608
81283.26,47,262144,64,93500,6160845764,123,5,603,1990864,7,22598,69,5,129566106,1208,1,68,14199,4158747,4,394876,603,56700,129370904,43218537,139683197,1860548154,603,1922,2,1,4,4,955,1,1851744268,1804448733,827668913,139665869,139682253,2,1,6145298236,73389,73389,4,4,4,139665869,29,1,3,422140,63326145,5005486,461549,14131,1851744268,1529315,38212044,10608
86782.36,47,262144,64,97625,6432509024,124,5,603,2054460,7,23775,69,5,129831558,1208,1,68,14801,4346030,4,394876,603,59120,147324664,45227836,146541311,1940096397,603,1922,2,1,4,4,955,1,1930911756,1883894831,862914910,145840034,145856418,2,1,6416961496,73389,73389,4,4,4,145840034,29,1,3,427459,66493474,5134063,463884,14734,1930911756,1590576,40093087,10608
91894.47,47,262144,64,102364,6744942292,125,5,603,2127681,7,25124,69,5,130097010,1208,1,68,15499,4533540,4,394876,603,61908,148649144,48091458,155588932,2031889302,603,1922,2,1,4,4,955,1,2022268940,1975224198,933487906,152951961,152951961,2,1,6729886284,73389,73389,4,4,4,152951961,29,1,3,432451,69756742,5221098,466428,15431,2022268940,1661253,42869540,10608
96946.37,47,262144,64,106620,7025190768,126,5,603,2197387,7,26342,69,5,130097010,1208,1,68,16123,4832991,4,394876,603,64408,166999800,51181368,165449799,2114068635,603,1922,2,1,4,4,955,1,2104057868,2057073735,1019286431,159314542,159330926,2,1,7009839848,73389,73389,4,4,4,159314542,29,1,3,438581,72704822,5312600,468765,16055,2104057868,1728622,45867442,10608
103292.56,47,262144,64,111789,7366069968,127,5,603,2278209,7,27806,69,5,130362462,1208,1,68,16886,5012217,4,394876,603,67460,168450040,53137547,173477240,2214561596,603,1922,2,1,4,4,955,1,2204065804,2156789658,1047049442,167063286,167079670,2,1,7350784584,73389,73389,4,4,4,167063286,29,1,3,445722,76753966,5428703,471632,16818,2204065804,1806577,47707729,10608
108369.32,47,262144,64,115956,7640485740,127,5,603,2345925,7,28934,69,5,130362462,1208,1,68,17495,5216941,4,394876,603,69896,169609144,55215029,180172585,2294768756,603,1922,2,1,4,4,955,1,2283888652,2237041887,1099712372,173302987,173302987,2,1,7625331428,73389,73389,4,4,4,173302987,29,1,3,449392,79901169,5497879,473929,17427,2283888652,1871996,49716379,10608
113521.89,47,262144,64,120374,7931616500,128,5,603,2422674,7,30197,69,5,130362462,1208,1,68,18145,5415252,4,394876,603,72496,170844600,57099412,186185917,2380380585,603,1922,2,1,4,4,955,1,2369085452,2322023681,1137782233,179917361,179933745,2,1,7916363884,73389,73389,4,4,4,179917361,29,1,3,453857,83129530,5588105,476481,18077,2369085452,1946193,51510863,10608
118579.81,47,262144,64,125674,8280815464,129,5,603,2514683,7,31703,69,5,130627914,1208,1,68,18924,5549045,4,394876,603,75612,172316792,60155763,196314712,2482968352,603,1922,2,1,4,4,955,1,2471190540,2424183348,1239105064,187856680,187873064,2,1,8265693920,73389,73389,4,4,4,187856680,29,1,3,462810,86089826,5726195,491919,18856,2471190540,2022764,54429316,10608
123618.02,47,262144,64,132805,8750541748,130,5,603,2628987,7,33701,69,5,130627914,1208,1,68,19968,5655732,4,394876,603,79792,174281784,63554365,203433448,2620560229,603,1922,2,1,4,4,955,1,2608160780,2561542431,1436310259,198519617,198536001,2,1,8734863148,73389,73389,4,4,4,198519617,29,1,3,475008,88866385,5877616,503553,19901,2608160780,2125434,57676328,10608
128632.51,47,262144,64,150157,9894105334,133,5,603,2867922,7,38543,69,5,131158818,1208,1,68,22521,5725847,4,394876,603,90008,213344016,72311606,207557646,2956479652,603,1922,2,1,4,4,955,1,2942656524,2895840670,1482409104,224518361,224518361,2,1,9878807884,73389,73389,4,4,4,224518361,29,1,3,495722,90382061,6179003,509973,22453,2942656524,2357949,66132659,10608
133645.33,47,262144,64,172879,11391177886,137,6,603,3201332,7,44960,69,5,131689722,1208,1,68,25857,5742398,4,394876,603,103352,219471120,82444349,209022581,3395526280,603,1922,2,1,4,4,955,1,3379912716,3333364800,1522734510,258548695,258548695,2,1,11376142580,73389,73389,4,4,4,258548695,29,1,3,534928,91342187,6639630,517124,25789,3379912716,2684208,75806536,10608
138659.64,47,262144,64,195823,12902806046,141,6,603,3551571,7,51469,69,5,132486078,1208,1,68,29227,5748482,4,394876,603,116836,242985152,92844958,210004238,3838451632,603,1922,2,1,4,4,955,1,3821032990,3775230955,1552305473,292894199,292910583,2,1,12887344756,73389,73389,4,4,4,292894199,29,1,3,558299,92249050,7059997,524947,29159,3821032990,3026624,85787288,10608
143668.98,47,262144,64,218828,14418425286,145,6,603,3908952,7,57967,69,5,133016982,1208,1,68,32606,5754797,4,394876,603,130352,249153216,102544454,210986017,4283123826,603,1922,2,1,4,4,955,1,4263925278,4218315526,1618787434,327350517,327350517,2,1,14403422748,73389,73389,4,4,4,327350517,29,1,3,575412,93148634,7420224,532660,32538,4263925278,3376292,95127845,10608
148682.59,47,262144,64,243846,16066764850,149,6,603,4254221,7,64973,69,5,133547886,1208,1,68,36281,5758622,4,394876,603,145056,272913256,113946004,211478911,4766839767,603,1922,2,1,4,4,955,1,4745614878,4700112415,1645960701,364815014,364815014,2,1,16051860616,73389,73389,4,4,4,364815014,29,1,3,593862,93982157,7752379,541106,36213,4745614878,3713115,106199100,10608
153689.60,47,262144,64,268839,17713996918,153,6,603,4600452,7,72034,69,5,134344242,1208,1,68,39957,5766296,4,394876,603,159760,279594728,123264697,211910875,5250662949,603,1922,2,1,4,4,955,1,5227435550,5181649910,1668949923,402250617,402250617,2,1,17698306252,73389,73389,4,4,4,402234233,29,1,3,608197,94824136,8048439,549373,39889,5227435550,4051079,115220772,10608
158697.33,47,262144,64,294024,19373280994,158,8,603,4936665,7,79159,69,5,134875146,1208,1,68,43656,5770588,4,394876,603,174564,320005792,134725254,212236643,5737518685,603,1922,2,1,4,4,955,1,5712270878,5666768938,1710151560,439960874,439960874,2,1,19358278456,73389,73389,4,4,4,439960874,29,1,3,624710,95613150,8337171,557324,43588,5712270878,4379341,126392310,10608
163704.00,47,262144,64,320859,21141519958,162,8,603,5298749,7,86690,69,5,135671502,1208,1,68,47595,5774606,4,394876,603,190324,343940152,145644381,212386728,6255877497,603,1922,2,1,4,4,955,1,6228486740,6183615736,1732395622,480138638,480155022,2,1,21126100072,73389,73389,4,4,4,480138638,29,1,3,647646,96421284,8611843,566554,47527,6228486740,4732195,137037235,10608
168710.85,47,262144,64,346674,22842098330,167,9,603,5628170,7,94001,69,5,136467858,1208,1,68,51388,5778390,4,394876,603,205496,350763704,155893040,212476087,6754540871,603,1922,2,1,4,4,955,1,6725117740,6680727502,1771176809,518786657,518803041,2,1,22826612908,73389,73389,4,4,4,518786657,29,1,3,665785,97146127,8835433,574378,51320,6725117740,5053792,147062042,10608
173717.38,47,262144,64,374647,24685436100,172,9,603,5988859,7,101905,69,5,137264214,1208,1,68,55497,5781310,4,394876,603,221940,392256040,166330501,212545702,7295328125,603,1922,2,1,4,4,955,1,7263692588,7219594242,1798294528,560688615,560688615,2,1,24669578164,73389,73389,4,4,4,560672231,29,1,3,680987,97932686,9075842,582646,55429,7263692588,5406213,157258826,10608
