timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57567.01,13,262144,64,67946,4476968660,119,0,603,1836279,8,15410,58,68,119937,129035202,1208,1,67,10443,5202743,3,120393,603,41676,142146056,27284597,103382410,1365979471,603,1898,2,1,4,4,551,1,1359568908,1312243002,532978872,101394682,101417099,2,1,4461366008,73389,73389,4,4,4,101394682,11,3,171003,56830050,2184932,50409,10375,1359568908,1785870,25098164,8281
62617.85,13,262144,64,75029,4943694008,120,0,603,1941722,8,17391,58,68,119937,129300654,1208,1,67,11484,5381344,3,120393,603,45844,144107784,31268122,111250890,1503177660,603,1898,2,1,4,4,551,1,1496145932,1448654057,629264335,112006308,112022692,2,1,4928277552,73389,73389,4,4,4,112006308,11,3,177021,59509497,2308613,56542,11417,1496145932,1885180,28958256,8281
67629.15,13,262144,64,95382,6284715420,124,1,603,2228015,8,23139,58,68,119937,129831558,1208,1,67,14473,5393114,3,120393,603,57800,166477872,40901134,114874230,1896433533,603,1898,2,1,4,4,551,1,1887789068,1840696689,688525602,142479599,142495983,2,1,6269102356,73389,73389,4,4,4,142479599,11,3,205754,60663813,2750531,63287,14405,1887789068,2164728,38149415,8281
72643.87,13,262144,64,118047,7778317872,128,1,603,2569720,8,29513,58,68,119937,130362462,1208,1,67,17802,5402120,3,120393,603,71116,172574960,51782225,116138030,2334532450,603,1898,2,1,4,4,551,1,2324127756,2277261896,720333422,176425854,176442238,2,1,7762737576,73389,73389,4,4,4,176425854,11,3,238682,61584525,3210945,71501,17734,2324127756,2498219,48570567,8281
77656.30,13,262144,64,140307,9245112792,131,1,603,2910514,8,35801,58,68,119937,130893366,1208,1,67,21074,5413813,3,120393,603,84200,178542000,61265411,117020783,2765002982,603,1898,2,1,4,4,551,1,2752864268,2706104235,746031703,209759868,209776252,2,1,9229434192,73389,73389,4,4,4,209759868,11,3,253039,62468637,3577804,79769,21006,2752864268,2830745,57686877,8281
82667.69,13,262144,64,164459,10836444794,135,1,603,3262987,8,42592,58,68,119937,131424270,1208,1,67,24621,5419990,3,120393,603,98396,201873240,72797663,117854964,3231928083,603,1898,2,1,4,4,551,1,3217907724,3171247628,773389595,245940380,245940380,2,1,10820655824,73389,73389,4,4,4,245923996,11,3,276584,63367707,3948946,88106,24553,3217907724,3174881,68847551,8281
87674.74,13,262144,64,188589,12425798650,140,1,603,3609648,8,49409,58,68,119937,132220626,1208,1,67,28165,5424670,3,120393,603,112580,242115400,84853748,118379143,3697750300,603,1898,2,1,4,4,551,1,3681834526,3635808103,829062693,282063548,282063548,2,1,12410796112,73389,73389,4,4,4,282063548,11,3,297570,64177233,4279183,96670,28097,3681834526,3512978,80574283,8281
92683.91,13,262144,64,212570,14005911930,144,1,603,3942714,8,56168,58,68,119937,132751530,1208,1,67,31689,5429412,3,120393,603,126676,248518536,96205545,118798764,4161515214,603,1898,2,1,4,4,551,1,4143732254,4097765671,862213348,317957340,317973724,2,1,13990122960,73389,73389,4,4,4,317957340,11,3,310574,64965522,4575000,104238,31621,4143732254,3838476,91631751,8281
97691.76,13,262144,64,236740,15598676966,148,1,603,4262852,8,63029,58,68,119937,133547886,1208,1,67,35237,5433671,3,120393,603,140868,254936264,106317619,119058233,4628438019,603,1898,2,1,4,4,551,1,4608775710,4563263482,887618344,354168461,354184845,2,1,15583412284,73389,73389,4,4,4,354168461,11,3,330154,65710854,4865822,111558,35169,4608775710,4151294,101452872,8281
102699.40,13,262144,64,261264,17214641746,152,1,603,4582142,8,69941,58,68,119937,134078790,1208,1,67,38841,5437824,3,120393,603,155284,261414408,116349783,119169131,5102706336,603,1898,2,1,4,4,551,1,5081159198,5035662781,910816140,390903870,390903870,2,1,17199049384,73389,73389,4,4,4,390887486,11,3,340405,66418393,5097274,118639,38773,5081159198,4463503,111253513,8281
107706.58,13,262144,64,288924,19037189230,157,2,603,4937857,8,77717,58,68,119937,134875146,1208,1,67,42906,5441104,3,120393,603,171544,268720776,128367315,119255014,5637655472,603,1898,2,1,4,4,551,1,5613966878,5568473651,946263027,432308275,432324659,2,1,19021564100,73389,73389,4,4,4,432308275,11,3,364029,67195122,5355478,126960,42838,5613966878,4810897,123013406,8281
112713.95,13,262144,64,315431,20783932386,161,3,603,5294049,8,85208,58,68,119937,135406050,1208,1,67,46799,5443756,3,120393,603,187116,275713352,138716472,119324401,6149998168,603,1898,2,1,4,4,551,1,6124230174,6079128855,972515646,472019095,472019095,2,1,20768119284,73389,73389,4,4,4,472002711,11,3,384756,67956259,5604027,135913,46731,6124230174,5158136,133114880,8281
117719.37,13,262144,64,343293,22619193854,166,4,603,5640061,8,93076,58,68,119937,136202406,1208,1,67,50890,5446539,3,120393,603,203488,316836048,149697465,119370065,6687765629,603,1898,2,1,4,4,551,1,6659843884,6615490355,997615840,513726604,513742988,2,1,22603970576,73389,73389,4,4,4,513726604,11,3,404935,68691917,5840457,144670,50822,6659843884,5495391,143860085,8281
122724.43,13,262144,64,371318,24465939496,171,4,603,5982976,8,100997,58,68,119937,136998762,1208,1,67,55006,5447340,3,120393,603,219956,341270784,159133439,119376211,7229425769,603,1898,2,1,4,4,551,1,7199336236,7155434870,1017753175,555694098,555710482,2,1,24450540312,73389,73389,4,4,4,555694098,11,3,421042,69383087,6018883,154304,54938,7199336236,5828672,153117977,8281
