timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
58162.57,33,262144,64,67682,4459546496,119,0,603,2539630,21,15338,54,69,264943,129035202,1208,1,68,10404,3176785,4,276973,603,41514,108288560,26606174,106276661,1360826419,603,1872,2,1,4,4,691,1,1354457100,1307173073,572719776,101001466,101017850,2,1,4444064504,73389,73389,4,4,4,101001466,22,3,216948,53099116,2630721,94736,10336,1354457100,2444894,23979309,15183
63173.26,33,262144,64,80744,5320355864,121,0,603,2742064,21,18968,54,69,264943,129300654,1208,1,68,12324,3234451,4,276973,603,49198,129193264,34102004,112412887,1613559727,603,1872,2,1,4,4,691,1,1606115340,1558786109,674902056,120566060,120582444,2,1,5304906640,73389,73389,4,4,4,120566060,22,3,246800,55036176,2926809,116285,12256,1606115340,2625779,31179250,15183
68184.39,33,262144,64,102716,6768276416,125,0,603,3064453,21,25166,54,69,264943,130097010,1208,1,68,15550,3244018,4,276973,603,62106,151906632,44824843,114005199,2038120958,603,1872,2,1,4,4,691,1,2028953612,1982038081,708115533,153482282,153482282,2,1,6753220408,73389,73389,4,4,4,153482282,22,3,270843,55986831,3395665,123999,15482,2028953612,2940454,41433416,15183
73193.38,33,262144,64,126002,8302576724,129,0,603,3400714,21,31776,54,69,264943,130627914,1208,1,68,18972,3250106,4,276973,603,75798,175124336,54800743,114848449,2488504992,603,1872,2,1,4,4,691,1,2477481996,2430538359,730523238,188354233,188354233,2,1,8287586252,73389,73389,4,4,4,188354233,22,3,299524,56889990,3780479,131662,18904,2477481996,3269052,51024654,15183
78206.30,33,262144,64,149287,9836823562,133,0,603,3762579,21,38358,54,69,264943,131158818,1208,1,68,22390,3256134,4,276973,603,89470,181372656,65602590,115747251,2938311692,603,1872,2,1,4,4,691,1,2925486092,2879115017,765276728,223201608,223217992,2,1,9820870752,73389,73389,4,4,4,223201608,22,3,318301,57822582,4156047,139968,22322,2925486092,3622611,61451210,15183
83214.98,33,262144,64,173671,11443347850,137,0,603,4102708,21,45176,54,69,264943,131689722,1208,1,68,25974,3261022,4,276973,603,103806,187884272,77240894,116226695,3409959700,603,1872,2,1,4,4,691,1,3395248140,3348616654,800531799,259734376,259734376,2,1,11428312544,73389,73389,4,4,4,259734376,22,3,329836,58634142,4435962,148373,25906,3395248140,3954335,72809749,15183
88223.83,33,262144,64,197859,13036768246,142,1,603,4437944,21,52044,54,69,264943,132486078,1208,1,68,29527,3267982,4,276973,603,118026,228560848,86900886,116643206,3876971933,603,1872,2,1,4,4,691,1,3860354590,3814442324,821786434,295945497,295945497,2,1,13021601868,73389,73389,4,4,4,295945497,22,3,348945,59447334,4730598,156918,29459,3860354590,4281026,82176717,15183
93231.80,33,262144,64,222025,14629271138,146,1,603,4789900,21,58856,54,69,264943,133282434,1208,1,68,33077,3273305,4,276973,603,132234,269140804,99029645,117165990,4344192845,603,1872,2,1,4,4,691,1,4325660190,4279939484,860486914,332123850,332140234,2,1,14613449400,73389,73389,4,4,4,332123850,22,3,376801,60267035,5118938,164984,33009,4325660190,4624916,93918520,15183
98240.50,33,262144,64,248270,16358554278,150,1,603,5162233,21,66236,54,69,264943,133813338,1208,1,68,36934,3277213,4,276973,603,147662,276090564,109731931,117329999,4851806058,603,1872,2,1,4,4,691,1,4831204894,4785393466,885737147,371443613,371459997,2,1,16343518972,73389,73389,4,4,4,371443613,22,3,390217,61080521,5380872,173718,36866,4831204894,4988515,104359510,15183
103247.30,33,262144,64,274320,18074792446,154,1,603,5513222,21,73561,54,69,264943,134344242,1208,1,68,40761,3279990,4,276973,603,162970,282978692,119996259,117454668,5355439024,603,1872,2,1,4,4,691,1,5332817438,5287115074,918746447,410454239,410454239,2,1,18059265620,73389,73389,4,4,4,410437855,22,3,404276,61840105,5635640,181818,40693,5332817438,5331404,114369678,15183
108254.61,33,262144,64,300793,19819283246,159,2,603,5857309,21,81089,54,69,264943,135140598,1208,1,68,44649,3283066,4,276973,603,178522,289960964,131095795,117513098,5867114936,603,1872,2,1,4,4,691,1,5842425374,5797091591,945281045,450091331,450107715,2,1,19804018564,73389,73389,4,4,4,450091331,22,3,423260,62575566,5882180,189730,44581,5842425374,5667579,125222927,15183
113261.12,33,262144,64,327486,21577691810,164,2,603,6187480,21,88604,54,69,264943,135936954,1208,1,68,48567,3286974,4,276973,603,194198,314300356,142125262,117561677,6382127943,603,1872,2,1,4,4,691,1,6355363628,6311070217,976304284,490064295,490064295,2,1,21562828980,73389,73389,4,4,4,490064295,22,3,437806,63296100,6092589,197926,48499,6355363628,5989554,136043247,15183
118267.73,33,262144,64,357853,23578719120,169,2,603,6578693,21,97160,54,69,264943,136733310,1208,1,68,53027,3288837,4,276973,603,212058,408072652,152207069,117578170,6969108705,603,1872,2,1,4,4,691,1,6939944748,6896055376,1000187203,535539680,535539680,2,1,23563745920,73389,73389,4,4,4,535539680,22,3,444475,64077727,6271855,205643,52959,6939944748,6373050,145946011,15183
123273.61,33,262144,64,390424,25724972064,174,2,603,6982550,21,106316,54,69,264943,137529666,1208,1,68,57812,3289439,4,276973,603,231198,416647564,162119633,117584446,7598833891,603,1872,2,1,4,4,691,1,7567124268,7523437247,1043746418,584318156,584318156,2,1,25709998864,73389,73389,4,4,4,584318156,22,3,461150,64858772,6458875,212972,57744,7567124268,6769578,155672165,15183
