timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
61302.94,253952,62,199913,13171227294,140,621,4065658,23,52519,71,5694,135005621,1244,1,0,70,70,16,8,6020,621,0,0,0,54814652,92315671,3879458374,0,621,3600,2,1,8,8,484,1,3898715423,3853601570,710897178,299031722,299031722,2,1,13157395768,73389,73389,8,8,8,299031722,10,3,584530,4167411,3605988,29760,3898715423,4065658,51211109,43326
66469.25,253952,62,208628,13745824410,141,621,4463795,23,54954,71,5694,135271073,1244,1,0,70,70,16,8,6020,621,0,0,0,57463237,100667293,4046866217,0,621,3600,2,1,8,8,484,1,4066880799,4021633665,754715321,312078087,312078087,2,1,13731435828,73389,73389,8,8,8,312078087,10,3,592741,4582480,3713403,31043,4066880799,4463795,53752448,43326
71526.15,253952,62,215511,14199032314,142,621,4825816,23,56882,71,5694,135271073,1244,1,0,70,70,16,8,6020,621,0,0,0,59072889,107970548,4179249913,0,621,3600,2,1,8,8,484,1,4199263519,4154146563,780604786,322382735,322382735,2,1,14184119444,73389,73389,8,8,8,322366351,10,3,595522,4945845,3815693,32053,4199263519,4825816,55259947,43326
76573.49,253952,62,221835,14615871046,143,621,5132924,23,58666,71,5694,135536525,1244,1,0,70,70,16,8,6020,621,0,0,0,60977610,116452893,4301148625,0,621,3600,2,1,8,8,484,1,4320767263,4275947207,828184460,331849640,331866024,2,1,14601384160,73389,73389,8,8,8,331849640,10,3,600922,5254217,3889271,32980,4320767263,5132924,57091228,43326
81613.71,253952,62,227441,14985389478,144,621,5526899,23,60248,71,5694,135801977,1244,1,0,70,70,16,8,6020,621,0,0,0,62541750,123890382,4409270204,0,621,3600,2,1,8,8,484,1,4428639519,4383984691,888126088,340245552,340261936,2,1,14970804288,73389,73389,8,8,8,340245552,10,3,604274,5649373,3973262,33803,4428639519,5526899,58571497,43326
86646.11,253952,62,234696,15463242226,145,621,5958457,23,62282,71,5694,135801977,1244,1,0,70,70,16,8,6020,621,0,0,0,65963754,137759571,4549137630,0,621,3600,2,1,8,8,484,1,4568362271,4523577756,1010366866,351113289,351129673,2,1,15448984716,73389,73389,8,8,8,351113289,10,3,610130,6099730,4100933,34869,4568362271,5958457,61865977,43326
91684.00,253952,62,240828,15867498046,146,621,6361513,23,64012,71,5694,136067429,1244,1,0,70,70,16,8,6020,621,0,0,0,67194634,143438345,4667099909,0,621,3600,2,1,8,8,484,1,4686458143,4641774612,1026236034,360301666,360318050,2,1,15853273304,73389,73389,8,8,8,360301666,10,3,612798,6504035,4182958,35770,4686458143,6361513,63014970,43326
96707.13,253952,62,251338,16559997734,148,621,6679748,23,66978,71,5694,136332881,1244,1,0,70,70,16,8,6020,621,0,0,0,72287034,163391326,4870828727,0,621,3600,2,1,8,8,484,1,4888833311,4844281855,1199576054,376041040,376057424,2,1,16545805760,73389,73389,8,8,8,376041040,10,3,631891,6824322,4380509,37314,4888833311,6679748,67909995,43326
101744.15,253952,62,262154,17272551438,150,621,7022658,23,70048,71,5694,136598333,1244,1,0,70,70,16,8,6020,621,0,0,0,76222260,176493679,5079407312,0,621,3600,2,1,8,8,484,1,5096844575,5052540865,1354443227,392230974,392247358,2,1,17258162856,73389,73389,8,8,8,392230974,10,3,648987,7169263,4553520,38901,5096844575,7022658,71672380,43326
106824.79,253952,62,270682,17834627870,151,621,7465101,23,72430,71,5694,136863785,1244,1,0,70,70,16,8,6020,621,0,0,0,78838223,185632296,5243417129,0,621,3600,2,1,8,8,484,1,5260946719,5216822235,1394827795,405009162,405025546,2,1,17820403128,73389,73389,8,8,8,405009162,10,3,655917,7613489,4686391,40153,5260946719,7465101,74155652,43326
111866.56,253952,62,276157,18195295634,152,621,7736815,23,73973,71,5694,136863785,1244,1,0,70,70,16,8,6020,621,0,0,0,80369837,192411205,5349191351,0,621,3600,2,1,8,8,484,1,5366459679,5322353519,1418662263,413194241,413210625,2,1,18180546604,73389,73389,8,8,8,413194241,10,3,660153,7886360,4766017,40958,5366459679,7736815,75607781,43326
116899.06,253952,62,282063,18584474866,153,621,8058773,23,75643,71,5694,137129237,1244,1,0,70,70,16,8,6020,621,0,0,0,82804205,204033136,5464015110,0,621,3600,2,1,8,8,484,1,5480361247,5436165946,1480630502,422048905,422065289,2,1,18570151820,73389,73389,8,8,8,422048905,10,3,669008,8209584,4873689,41827,5480361247,8058773,77934619,43326
121925.09,253952,62,289896,19100738326,154,621,8426631,23,77833,71,5694,137394689,1244,1,0,70,70,16,8,6020,621,0,0,0,84639170,210935039,5614649975,0,621,3600,2,1,8,8,484,1,5630962975,5587021124,1514125845,433788868,433788868,2,1,19085989296,73389,73389,8,8,8,433772484,10,3,673239,8590104,4994227,42976,5630962975,8426631,79649217,43326
126961.61,253952,62,299827,19754932222,157,621,8736624,23,80706,71,5694,137925593,1244,1,0,70,70,16,8,6020,621,0,0,0,89988283,229687357,5804351186,0,621,3600,2,1,8,8,484,1,5821138375,5778228069,1727548842,448659890,448659890,2,1,19741035160,73389,73389,8,8,8,448659890,10,3,683809,8902012,5179760,44431,5821138375,8736624,84812979,43326
131965.64,253952,62,323751,21330883966,161,621,9071277,23,87394,71,5694,138456497,1244,1,0,70,70,16,8,6020,621,0,0,0,96438560,239517813,6262403073,0,621,3600,2,1,8,8,484,1,6280787728,6238897938,1809872760,484479954,484479954,2,1,21317117976,73389,73389,8,8,8,484479954,10,3,703727,9239983,5415298,47943,6280787728,9071277,91027967,43326
136969.40,253952,62,378000,24905000138,171,621,9280094,23,102772,71,5694,140302595,1244,1,0,70,70,16,8,6020,621,0,0,0,107227158,240022436,7305101493,0,621,3600,2,1,8,8,484,1,7323720257,7283776169,1846006000,565701675,565701675,2,1,24890152804,73389,73389,8,8,8,565685291,10,3,723497,9454048,5728644,55905,7323720257,9280094,101503655,43326
139140.24,253952,62,400935,26415466446,178,621,9373064,23,109410,78,5699,148439424,1251,1,1038,77,77,37,70,6045,621,562,1038,79,113113130,242785682,7768675918,8,621,3600,2,1,8,8,484,1,7763456807,7725180361,8382375556,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,10,3,766077,9549180,5982693,59276,7763456807,9373064,107135776,43326
