event,start_value,end_value,diff,description
ConcurrencyControlWaitMicroseconds,1662459428,1662459428,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,611840,615152,3312,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,4518,4537,19,Context lock wait time in microseconds
CreatedReadBufferDirectIO,172929,172993,64,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
CreatedReadBufferOrdinary,4878,4878,0,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,9121724496,9131941385,10216889,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,22,22,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,8,8,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,8,8,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,802888,802888,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,21109,21169,60,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,371,371,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,638757759,638757759,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,2369989,2369989,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,8890,8900,10,Time spent filtering parts by PK.
FunctionExecute,26957464,27147085,189621,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1435,1435,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,3137411,3137946,535,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,34544,34556,12,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,169726,169726,0,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,252968,252968,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,226,228,2,Number of created server HTTP connections
HTTPServerConnectionsExpired,183,184,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,93,94,1,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,170,171,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,80,81,1,Number of reused server HTTP connections
HashJoinPreallocatedElementsInHashTables,5508285812,5508285812,0,How many elements were preallocated in hash tables for hash join.
IOBufferAllocBytes,40967634823,40996346695,28711872,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,355782,355924,142,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,282,284,2,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,234954,235701,747,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2251670408,2251690112,19704,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,19195,19195,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,2683211,2683211,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,23500544099,23500544099,0,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,175389,175389,0,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,41891911964,41891911964,0,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1450,1450,0,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,108980632991,108980632991,0,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,15529,15529,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,1133398,1133398,0,Number of marks loaded (total across columns).
LoadedMarksFiles,308,308,0,Number of mark files loaded.
LoadedMarksMemoryBytes,4857936,4857936,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,139394549223,139433789611,39240388,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,33675,33685,10,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,366934452,369258888,2324436,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,15584607,15642874,58267,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,39001522,39003781,2259,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,33527,33537,10,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,515485,515503,18,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,15,15,0,Number of log messages with level Error
LogInfo,50,50,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1574992,1574992,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,176867,176931,64,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,308,308,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,57554,57837,283,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,4146357,4151686,5329,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1628,1628,0,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2245,2245,0,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,352,352,0,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3899,3899,0,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16709,16709,0,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,21277,21277,0,Total time spent while merging sorted columns
NetworkReceiveBytes,254149,254896,747,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,225591067,225591089,22,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2254353619,2254373323,19704,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,782656,782786,130,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,23306964789,23322710774,15745985,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,1369267213,1369269436,2223,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,1942460620800,1950090297344,7629676544,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,1980760859490,1988420759719,7659900229,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,4096,4096,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,591468,591484,16,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,156801,156805,4,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,130725,130744,19,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,20986,21046,60,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,846,846,0,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,12864,12864,0,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,320,320,0,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,502,504,2,Count queries with all subqueries
Query,282,284,2,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,4009,4023,14,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4303,4317,14,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,950801,951366,565,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,4572457890,4586244456,13786566,Total time of all queries.
RWLockAcquiredReadLocks,2169,2171,2,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,450665,452897,2232,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1973071121360,1980706122435,7635001075,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1946557531449,1954181995358,7624463909,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,148132702619,148198613325,65910706,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,284,284,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,139503788263,140103826165,600037902,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,149666619657,151466733363,1800113706,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,102,102,0,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,57554,57837,283,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,501,503,2,Count SELECT queries with all subqueries
SelectQuery,281,283,2,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,4572457044,4586243610,13786566,Total time of SELECT queries.
SelectedBytes,5537271052071,5552872057117,15601005046,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,17817944,17891333,73389,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,17817944,17891333,73389,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,4450,4464,14,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,4450,4464,14,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,4450,4464,14,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,145504230287,146104268341,600038054,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,91,91,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,39259,39362,103,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,72,72,0,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,50714,50941,227,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,532953080,532955567,2487,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,20969097918,20983560024,14462106,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,1544063385,1545736213,1672828,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,6,6,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,246043,246043,0,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,29588508913,29588508913,0,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,10358511,10358511,0,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,15476641,15534884,58243,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,1942397017160,1950026578563,7629561403,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,9087919955,9098040878,10120923,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,21772486467,21786591263,14104796,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,4005600,4005767,167,Time spent loading marks
WriteBufferFromFileDescriptorWrite,2,2,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,119,119,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
