event,value,description
OSCPUWaitMicroseconds,1369267213,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,23306964789,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,1942460620800,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,4096,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,1980760859490,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,591468,"Number of bytes written to filesystem, including page cache, as well as network and other files."
AsynchronousReaderIgnoredBytes,773886948,Number of bytes ignored during asynchronous reading
ThreadPoolReaderPageCacheHit,246043,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,29588508913,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,10358511,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,15476641,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,1942397017160,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,9087919955,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,20969097918,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
AggregationPreallocatedElementsInHashTables,959674335,How many elements were preallocated in hash tables for aggregation.
AggregationHashTablesInitializedAsTwoLevel,2652,How many hash tables were inited as two-level for aggregation.
HashJoinPreallocatedElementsInHashTables,5508285812,How many elements were preallocated in hash tables for hash join.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16709,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2245,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3899,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,352,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1628,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,175,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LogError,15,Number of log messages with level Error
LoggerElapsedNanoseconds,1574992,Cumulative time spend in logging
InterfaceHTTPSendBytes,2251670408,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,234954,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,2683211,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,19195,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,226,Number of created server HTTP connections
HTTPServerConnectionsReused,80,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,93,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,183,Number of expired server HTTP connections.
HTTPServerConnectionsReset,170,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,2590,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,1662459428,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,1595712068,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,43800,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,42916,Total number of CPU preemption resumed
ConcurrencyControlUpscales,2590,Total number of CPU upscaling events
ConcurrencyControlDownscales,2590,Total number of CPU downscaling events
MemoryWorkerRun,57554,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,4146357,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,2369989,Number of rows that passed the filter in the query
FilterTransformPassedBytes,638757759,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,69,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,69,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,17,How many messages (accepted or dropped) have been sent to the async queue for the error file log
