event,start_value,end_value,diff,description
FilterTransformPassedRows,23296,36676,13380,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,24953,31804,6851,Time spent filtering parts by PK.
FunctionExecute,128139128,175360002,47220874,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1086,1131,45,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,26968143,36569467,9601324,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,152197,229767,77570,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,993264,1318355,325091,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,200665,204741,4076,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,23834,37378,13544,Number of created server HTTP connections
HTTPServerConnectionsExpired,23710,37239,13529,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,854,1176,322,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,23519,36960,13441,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,663,897,234,Number of reused server HTTP connections
IOBufferAllocBytes,362078665642,528115502029,166036836387,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,2477527,3488476,1010949,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,24374,38137,13763,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,7678869,11853502,4174633,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,82422061,129841664,47419603,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1796,2416,620,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,949628,1164050,214422,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,265628107701,357326006796,91697899095,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,3393,4443,1050,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1062512430804,1429304027184,366791596380,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,19156,19156,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807433,807433,0,Number of marks loaded (total across columns).
LoadedMarksFiles,154,154,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3662208,3662208,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,336348961734,468345490512,131996528778,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,127235,191042,63807,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,28055772,37697573,9641801,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,153203,225184,71981,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,3574082,4302760,728678,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,127187,190994,63807,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,11031694,14786290,3754596,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,1149228,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,1046087,1442501,396414,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,154,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,138190,163193,25003,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,13736077,17116741,3380664,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1873,1947,74,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2565,2654,89,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,405,421,16,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4379,4531,152,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,17817,18681,864,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,223409,301404,77995,Total time spent while merging sorted columns
NetworkReceiveBytes,7678869,11853502,4174633,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,228820,343539,114719,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,82422061,129841664,47419603,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,9636208,13578634,3942426,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,153450245131,203723737635,50273492504,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,10079728700,12951299768,2871571068,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,7815171310421,10740033553532,2924862243111,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,194984,305088,110104,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,1040457,1435846,395389,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,870949,1172588,301639,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,6242,7267,1025,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,16177,16226,49,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,4,3,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,363,381,18,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,25677,39917,14240,Count queries with all subqueries
Query,24374,38137,13763,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,11904,16412,4508,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,12008,16516,4508,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,5557009,8120042,2563033,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,48394797064,74483485680,26088688616,Total time of all queries.
RWLockAcquiredReadLocks,25693,39782,14089,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,65,103,38,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,1094424,1318938,224514,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7812325710984,10735815427476,2923489716492,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,7578214182580,10406752271810,2828538089230,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,432995454001,617098621859,184103167858,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,3364,4621,1257,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,512432368308,705644572752,193212204444,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,512432368308,705644572752,193212204444,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,1708,2352,644,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,138190,163193,25003,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,25677,39917,14240,Count SELECT queries with all subqueries
SelectQuery,24374,38137,13763,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,48394797064,74483485680,26088688616,Total time of SELECT queries.
SelectedBytes,24704171010630,33950874073531,9246703062901,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,62674206,86305464,23631258,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,62674206,86305464,23631258,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,11956,16464,4508,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,11956,16464,4508,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,11956,16464,4508,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,512432832539,705645367785,193212535246,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,90,90,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,96731,128800,32069,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,310,381,71,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,116999,138215,21216,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,519718160,688926511,169208351,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,2936226118,3881973302,945747184,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,4369014477,5743092362,1374077885,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,62730764,86133309,23402545,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,7809676780642,10732578761840,2922901981198,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,2870575129,3794091159,923516030,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,149086813646,197988189448,48901375802,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,4524229,5684656,1160427,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
